scenario,time,node,availabilityCarrier
a,0,AT,1000000000000.0
a,0,BE,1000000000000.0
a,0,BG,1000000000000.0
a,0,CH,1000000000000.0
a,0,CY,1000000000000.0
a,0,CZ,1000000000000.0
a,0,DE,1000000000000.0
a,0,DK,1000000000000.0
a,0,EE,1000000000000.0
a,0,EL,1000000000000.0
a,0,ES,1000000000000.0
a,0,FI,1000000000000.0
a,0,FR,1000000000000.0
a,0,HR,1000000000000.0
a,0,HU,1000000000000.0
a,0,IE,1000000000000.0
a,0,IT,1000000000000.0
a,0,LT,1000000000000.0
a,0,LU,1000000000000.0
a,0,LV,1000000000000.0
a,0,ME,1000000000000.0
a,0,MK,1000000000000.0
a,0,MT,1000000000000.0
a,0,NL,1000000000000.0
a,0,NO,1000000000000.0
a,0,PL,1000000000000.0
a,0,PT,1000000000000.0
a,0,RO,1000000000000.0
a,0,RS,1000000000000.0
a,0,SE,1000000000000.0
a,0,SI,1000000000000.0
a,0,SK,1000000000000.0
a,0,UK,1000000000000.0
