,AL01,ALO2,ALO3,AT11,DEEO,AT13,AT21,AT22,NL34,AT32,AT33,AT34,BE10,BE21,BE22,BE23,BE24,BE25,BE31,PL81,NL42,BE34,BE35,BG31,ITG1,DEA3,DEA2,BG41,DEB3,CHO1,CHO2,CHO3,CH04,CH05,CH06,CH07,CYOO,CZ01,DEFO,CZ03,UKD1,CZO,CZ06,CZ07,LTO2,DE11,DE12,DE94,DE14,FRD2,DE22,DE23,DE24,DE25,DE26,DE27,DE30,RO31,DE21,NL33,NL11,DE72,DE73,DE80,DE91,DE92,ITH5,FI1B,DEA1,RO12,ES61,PL42,DEA5,AT31,DEB2,PL61,DECO,ES43,DED4,BE32,CZ04,HU21,BG32,HR04,PL52,DK03,DK04,DK05,FR10,UKL2,EL41,EL42,FRLO,SKO2,EL52,EL53,EL54,EL61,EL62,EL63,EL64,FRF1,ES11,ES12,ES13,ES21,ES22,ES23,BG42,ES30,ES41,ES42,RO21,ITC4,PL21,ES53,PT18,SE23,ES63,ES64,ES70,UKF3,UKM7,FI1C,FI1D,FI20,UKK2,FRBO,DE71,FRC2,FRD1,DE40,ITG2,FRE2,BE33,FRF2,FRF3,FRGO,FRHO,BG33,FRI2,FRI3,FRJ1,FRJ2,FRK1,UKE4,EL43,FRMO,FRY1,FRY2,FRY3,FRY4,FRY5,HRO3,ITF4,HU11,HU12,SK01,HU22,HU23,AT12,HU32,HU33,IE04,IE05,EE00,ISOO,DE60,ITC2,ITC3,EL51,ITH3,ITF2,NL41,FRK2,IT13,ITF6,ES52,DE93,ITH1,ITH2,EL30,ITH4,DK02,ITI1,DED2,ES62,IT14,LIOO,LT01,ES51,LUOO,LVOO,ME00,MKOO,MTOO,BG34,NL12,NL13,NL21,NL22,NL23,NL31,NL32,CZ02,PT16,CZ08,EL65,NO01,NOO2,NO03,NO04,NO05,NO06,NO07,ITC1,PL22,PL41,SE32,PL43,FRE1,SE11,PL92,PL62,PL63,PL71,PL72,SE22,HU31,PL84,PL91,ES24,PT11,PT15,PL51,PT17,DE13,PT20,PT30,RO11,F119,UKD3,RO22,FRI1,RO32,RO41,R042,RS11,RS12,RS21,RS22,DED5,SE12,SE21,UKC2,UKL1,SE31,ITF5,SE33,ITI2,SI04,PL82,FRC1,SK03,SK04,DEGO,UKC1,DE50,UKD4,UKH3,UKD6,UKD7,UKE1,UKE2,UKE3,UKM8,UKF1,UKF2,SI03,UKG1,UKG2,UKG3,UKH1,UKH2,DEA4,UK13,UKI4,UKIS,UKI6,UKIZ,UKJ1,UKJ2,UKJ3,UKJ4,UKK1,DEB1,UKK3,UKK4,DK01,ITF3,UKM5,UKM6,ITF1,IE06,UKM9,UKNO
AL01,0.0,90.6142132173538,165.9001840625862,661.1667363713935,1287.3931620515157,755.3245048593618,692.3887751834225,684.9994841822872,1616.2132357498501,814.7281113033965,937.5489862156536,996.1416272317911,1554.1239950766476,1557.0423585073079,1502.4018727201455,1598.0545590091726,1543.608393325198,1642.2463050273545,1529.5519265513674,1067.0173257984145,1487.436704979745,1430.856067321937,1489.3135818758922,363.96441144980076,699.0675645036034,1467.119983385476,1414.458733500911,284.46285628355776,1255.8801946571177,1125.2263878180247,1142.2349529904084,1116.0902302757604,1085.948745767497,988.3292539821938,1076.3594701520492,1018.6371519265339,1424.9454421871735,1003.3214239135929,1549.228104284518,929.1523589724127,2191.946586284666,986.9849639183975,868.665004678443,872.9654513925511,1539.0244565987248,1130.047193022486,1184.0195632885461,1527.328782163814,1076.044095803699,1689.8500013456812,941.6586014772018,1033.3803041808956,1123.0192065076178,1094.1723047550602,1189.056178568532,1018.4256095665506,1279.4986903940153,529.3792598355169,946.2886004597118,1617.9234622453562,1605.8961211501198,1301.9455839753825,1296.6646792143295,1428.3969605323305,1342.9453539277015,1414.526429553368,783.7565286165087,2096.4554607186387,1469.0732103016514,618.2282547312113,2165.7349383546457,1340.8430132308554,1388.5485174904766,840.4293364703541,1362.2964219643975,1251.9162760712081,1309.7973363390997,2237.1880708579242,1125.5777595515112,1561.464588727519,1071.1364166687642,610.4037129056471,489.71276525122374,4909.111811729388,988.1516036466993,1699.843819209049,1769.157342996396,1853.9309506510347,1560.053455519272,2099.605333653329,605.6238151745804,959.6057235453391,1158.6470742547272,739.116919807682,280.5200042312096,218.73201978383838,271.43787701830524,326.5133875530283,417.84698669081587,476.13519894901754,448.40595451784446,1214.4560213574666,2301.1696486929854,2137.347322360896,1979.1624655026892,1859.050684625849,1785.0449234689486,1853.9496408056423,438.12754012779953,1994.0035741452723,2060.699216907586,1979.3763141820766,793.937882322076,919.2457462077907,887.2530928437732,1460.2399830030793,2417.38971757753,1874.21246991765,2299.081083335016,2128.8352377503966,3698.9418606425916,1957.7663138793246,2370.9903522873833,2200.471571111949,2698.4144717313357,2052.4078408766295,2003.2848169766698,1573.9274980844004,1253.80379996854,1249.3769264002715,1774.7266920811521,1375.7454343348757,945.7270757065766,1583.9117986326632,1453.9515038592106,1425.8552862786973,1322.794713497351,1755.5273022967408,1918.7453589497586,635.6556426387243,1527.7557098233513,1672.2352339754073,1382.005980954013,1524.7105886675165,1415.1386229916243,2076.5813615821535,871.1079372483915,903.3384084509369,10524.52605545276,10638.947137161646,10486.534142671437,9063.006541476385,7228.25101769903,456.891942063107,304.12552834156253,624.5594354945285,593.7397529667711,745.3417707416861,633.6181440062504,517.1978876027956,780.7997280048104,642.2387684592812,521.6619548662228,2479.2090301898893,2430.0174961896546,1925.6308519176239,3539.2381318180073,1492.059750809482,1097.4552744965206,996.2219598783644,507.75100570537666,775.8830372034852,456.341338488497,1538.0242898797937,1242.8679644979857,583.6390401168827,436.83599108308266,1758.2167926310487,1440.8411412212843,865.9941455826039,868.8663901922891,549.6609458112106,729.8423816397877,1621.7644342283213,747.0611905396499,1125.2551824752352,1885.8966403902577,601.7592326965487,1011.6675802026683,1499.23444513947,1533.9415501027759,1385.0749594603983,1722.150329285593,110.10935158977875,149.61239107513475,831.1466792680011,555.349055232874,1631.921299162332,1576.5463737071618,1553.0321935907002,1549.901163692095,1608.3334200416093,1588.9743128783716,1641.1919536511884,971.5838025486166,2364.5381648588836,893.1932382361517,555.1123819527388,4909.111811729388,2270.075049222339,4909.111811729388,4909.111811729388,4909.111811729388,2436.4111330730725,3100.6833005395897,1036.6510034641078,942.9539101760699,1206.8288800550047,2398.757128279246,1196.3257725008325,1632.9388121601191,1954.2043469693808,1079.482803909222,1337.8524076649126,1389.1966318384673,1083.85304016182,991.6236711037233,1629.2223961712627,680.2826771940355,1291.2013128812282,1157.58469902828,1719.5784045523087,2307.2326067100703,2476.8232061424533,1059.9492051036652,2488.0229403242643,1148.7013647878564,3974.9377037180875,3461.3603978864985,652.5713551490012,2299.921011344209,2097.9927944831416,696.5187901408327,1664.3875783999345,585.4620871973241,426.9589530012031,453.94653673145103,306.9876825159868,388.6248046258721,216.5120318039029,244.53046852030266,1190.4237400947136,1951.4526268095815,1743.6432583523022,2181.1537881496065,2139.3266029951533,2133.848913456637,365.67280762623284,2720.141988679412,629.0547766133469,660.0579931450721,916.5317675869444,1387.8021166863884,769.4786830225871,792.1266075991975,1213.3939521139876,2131.19086101901,1500.8376954976488,2133.2229927841818,1841.1053756830731,2095.538710891393,2124.668209257656,2019.553386623693,2086.400402665843,2040.3580963498882,2359.1764834790374,2022.6665877979865,1965.2887813640932,605.6586084781446,2024.8869028894844,2065.32468682344,2024.581120444549,1863.3614679745483,1897.5236249338202,1401.1779666752875,1866.64208291416,1864.9782777314078,1846.3854517554394,1853.815986897229,1877.6965305296185,1933.9477802885535,1847.2173625439182,1915.37540505515,1798.911376259785,1990.4273058954411,1335.4026734308293,2124.8165523686534,2068.785245539887,1650.4686560035248,451.54206322117926,2343.528307561026,2445.8957636111436,508.81012200648246,2379.2860631113895,2281.240144226045,2410.7970269752295
ALO2,90.6142132173538,0.0,75.31278858865834,746.3004227554745,1371.419698015163,842.3871418544093,769.3033056714369,767.5573719410163,1686.1999438263545,889.0212020177021,1004.29147924146,1060.7639803636814,1623.3960830863182,1628.0997373260032,1573.7402319633318,1667.1754260811913,1613.3131039277525,1710.2754208094673,1598.582652948542,1154.9212030372464,1560.2217153853492,1498.806384543714,1557.381085592412,409.89103050566996,647.3563811456556,1544.3091820914617,1487.5778028708287,306.9634604606878,1326.3629616831888,1176.8727927133841,1199.1839904043084,1177.633844284377,1148.4446433664098,1049.1594896268155,1135.8548941414128,1074.7376391659504,1376.1678557737787,1089.0941191361746,1633.5895812749302,1012.3379007747362,2263.75696311817,1075.0912244019114,956.4795628647795,962.6613493321528,1627.7456161827013,1202.3992592583381,1254.254306764382,1607.2172058626675,1144.3248662967176,1749.2413631723323,1020.7744886903278,1112.831661128493,1202.6032691997805,1170.39659052904,1265.5221345061495,1089.4636952280698,1366.41029711467,581.4731362470669,1020.3633966607193,1690.7881385037574,1685.0170607421164,1378.2278679086417,1375.0576571944175,1515.3081600073963,1424.9828157914749,1495.7019321576074,830.9736476808397,2185.6807103458636,1543.6443765015958,688.6845781814777,2166.1702430033056,1430.3620563734905,1465.0706345415572,920.9901387859699,1432.355311006316,1342.5148988867877,1378.0939644160703,2247.0078542390543,1209.4056001788647,1629.0040103722888,1155.5260437727059,699.9019491843126,520.5939385634456,4829.492943662926,1078.4561010048105,1784.9061109464603,1855.321333282989,1941.2654112164507,1618.4020814840967,2164.840324909329,561.2249747650653,897.693955222735,1192.6776273649964,829.066884983448,246.68586998335738,149.88655578763402,183.13676471953025,253.19855606058258,327.3395894949688,387.99035322068045,371.1600973648773,1279.028597266796,2327.5131570188028,2165.591402120342,2006.4727970257034,1885.4780410601688,1809.4094160308814,1876.4054423472169,439.021712103858,2007.8897102736366,2081.3017759257955,1986.6831067607777,861.0085361513828,972.6908893567979,977.5540876132042,1462.5643457152019,2425.9544759353453,1963.5678258903733,2293.8831511487183,2117.3627846196387,3685.9463057538037,2028.1662538814787,2445.811589041917,2289.477078797181,2787.7721446928795,2142.8870375567008,2064.928153258024,1625.4311388837261,1328.0396640324964,1305.460217304517,1830.5384219001382,1461.7016538913504,942.5568406007308,1646.5272359709334,1524.2703329308567,1487.1823793112098,1386.863331091296,1804.8066251562632,1969.5256723246991,662.180048643506,1570.2003061775017,1715.5343194086038,1411.8645725665986,1555.1573371751542,1458.1879802266271,2147.262206982535,790.9327987122922,922.083972463834,10542.346839344222,10652.919450517302,10471.99343707055,8976.428579932528,7140.901646543085,522.9086570496299,294.3242642009192,715.1090497730544,684.2380055943727,833.9956067337815,720.6615537191975,605.7767296463742,866.4935733819001,730.7936418900391,612.27611941558,2544.95650984628,2491.925154024117,2013.9007891545093,3620.276119597666,1575.946817623505,1146.6063407868166,1034.181833258778,494.75679516698074,835.956517380058,467.0444953839601,1611.1627453364197,1286.9143399475868,623.2764897009939,385.1104613504714,1763.4111659697683,1523.988861219297,931.9468709642764,929.2425613894354,477.19768058970953,798.0617994433524,1709.2765724759101,783.2055079957823,1211.8342142144502,1884.832941734514,619.5538016128828,1074.8595723003566,1586.3502275022965,1551.9389171262267,1453.293522242133,1809.2231257984631,194.81074635468556,148.1341057568016,766.1324856739805,569.5349982784429,1709.4308361944852,1654.732509395733,1629.9958376246823,1625.191836879938,1684.1886094950646,1663.221018369209,1716.39752480662,1056.8702429567945,2379.9586859550977,983.4234033883499,470.47685746466976,4829.492943662926,2359.364335572578,4829.492943662926,4829.492943662926,4829.492943662926,2526.269027435271,3191.1164336245247,1081.7835719560935,1033.5634479588905,1296.760699092372,2489.257347242239,1285.1086815195285,1698.6295642686273,2044.8125747552735,1169.2615173319878,1428.0311046389816,1479.7686617329962,1174.4412884595467,1081.6355972633667,1718.2299343112106,770.261109306306,1379.867204795497,1247.4901077893173,1736.8560301737405,2327.999453619051,2480.4235739266687,1149.2603967836933,2498.0014671571716,1213.4679177089279,3995.9562604437674,3460.6362044015277,734.4138354210453,2389.7376684447663,2167.5867326311054,750.0270052081644,1697.9332212850718,632.9262912575851,491.9770218857096,537.8325982552553,396.38183319457846,478.9427306956853,305.77145640114367,315.4830003921116,1274.9911834531144,2041.9115561271985,1833.6540567455484,2255.123072007248,2203.2153309648806,2224.1325062017863,344.90397991652895,2810.699959860366,661.5044394442722,733.0028373481362,1004.8541275407408,1441.1698491247455,860.091566456016,881.3714962823676,1294.2899721908339,2204.1746354757283,1582.4667318914333,2203.438697820991,1908.5208987549127,2164.0996230540577,2193.5187835720085,2091.77664517742,2158.484647900535,2110.6618862229834,2432.4835450704218,2091.874992033233,2033.320201160055,683.3148623455868,2090.89161248645,2132.6612147598717,2091.6589531288364,1933.0010861835135,1964.5044952054081,1480.5090137304173,1932.4882828341504,1931.0277263930645,1912.7246494296767,1919.261781799383,1943.4028701529198,1999.4313501541424,1911.44597642224,1978.5972206041847,1864.6587033909548,2054.394229681172,1407.9024191372719,2182.899487345218,2128.6422091457316,1738.6677048281713,449.71904691946247,2420.8626349896517,2521.855363880422,531.9307358715996,2444.8265882568608,2354.1423291428255,2479.869251203178
ALO3,165.9001840625862,75.31278858865834,0.0,818.7115483367751,1442.7586306825547,915.8859375810069,836.5385454072035,838.3711268322635,1747.4081123209314,954.2710975671429,1064.0999098214413,1118.943024122319,1684.1316869844234,1690.1359949856105,1636.0247742699376,1727.7634006639917,1674.373914237796,1770.0244671416267,1659.1632622960883,1227.639534020471,1623.565064044247,1558.6943009018798,1617.2950888121807,456.3123758501403,613.7846287461098,1610.8201526356065,1551.2207041581803,340.9284750398536,1388.2766397588052,1225.3222845414996,1251.4932921342408,1233.3441309987247,1204.9055724337904,1104.6603585668308,1190.1729675345514,1126.7490243905252,1336.5735733770887,1161.688309888672,1705.076372490394,1083.3076278324634,2325.9916518983896,1149.141357536574,1030.3837530905653,1037.62840545785,1701.0764368061184,1265.7963229564223,1316.082331665462,1675.6050804011065,1204.9325330034044,1802.511706172251,1089.0496370579256,1181.237674612946,1271.0218602624423,1236.5356320126812,1331.7329715825167,1152.107501722387,1439.6552441525714,629.4482282698075,1085.2238005499141,1754.095044796604,1752.8276957182643,1444.2126321650146,1442.5257017169572,1588.52595167029,1494.9477627382166,1565.0399903980085,877.5407215423112,2259.4271205491445,1608.2862799669715,749.0197054951219,2172.1252536025636,1505.2060537009543,1531.1598370519653,990.3368691995666,1493.8450153590231,1417.8158781125287,1438.3710001473892,2260.581659555124,1280.6797716482445,1688.4625739867613,1227.1962491313282,774.799788085283,553.9420738254138,4764.988249614578,1153.7036819142459,1856.8392582273455,1927.992020851463,2014.709827914767,1671.0379631142744,2222.1916808293804,530.7330136635162,848.0295658463082,1227.7437354459303,904.1683867180421,239.20710090347612,115.09841007985122,111.44284754598088,200.9601430916938,252.04400619002,314.994881454205,310.66148781771363,1336.7476675588289,2354.3850130462893,2194.159827716675,2034.4938914892564,1912.9688510811827,1835.376354920925,1900.7342753545092,451.1222375308189,2025.097614503302,2103.8425896070007,1998.5539923920512,918.1508426285556,1023.1102452997313,1052.402177662472,1471.4517708803517,2438.3007175468647,2038.2973841827952,2295.00071596756,2113.458256625593,3679.517751149329,2089.4604741437797,2510.2228601493807,2363.014627085004,2861.621039459735,2217.9083273087035,2119.627617273639,1672.8829576270819,1392.6237233294319,1356.9016514508337,1881.0136865147654,1534.3021987648603,949.2410892203508,1702.3218674164955,1585.8576816900818,1542.2113939382523,1444.0512192447723,1850.315947863381,2016.0050888734372,690.0730801708072,1610.799940193318,1756.5525633557907,1443.0216584488617,1586.4353487876144,1499.4719104030132,2208.7059604369897,724.7644710369153,946.574256486758,10560.376990086646,10667.777963634146,10463.186108960303,8903.765951402289,7067.677501728213,584.3527492115334,309.5899136094756,790.4218152654317,759.5466775154732,908.4177359867692,794.2151897323025,680.2349782420674,939.1517311281249,804.209274927544,687.5474678207761,2602.510769867072,2546.574457209321,2086.792029792292,3689.1063762058966,1647.1248278859312,1193.286688472821,1072.8696862903248,493.73021496625216,891.6371532666323,491.2358221849187,1674.7234668525275,1329.3605323612023,666.0654925019371,356.80903857352496,1773.9395714212328,1594.6768848058548,991.3911366023701,984.7826003641521,420.39923930142703,859.4762647030935,1782.860327513795,821.9807634568521,1284.9019349721057,1889.974931455774,646.2486181216586,1131.9862823908732,1658.299624015023,1573.3264001199473,1513.4262246683268,1881.0953266550048,268.65664344059974,182.48010694436613,718.4829122023978,589.1563022650998,1776.0808947628775,1721.8924316826804,1696.2965178051495,1690.2959022625969,1749.663917112226,1727.5482664396604,1781.3861094349013,1129.1681922032576,2397.952101396488,1058.6429010204974,400.9382383870756,4764.988249614578,2434.0440584864555,4764.988249614578,4764.988249614578,4764.988249614578,2601.2802230149423,3266.073003298763,1125.6782715797665,1108.851757491352,1371.8323499024714,2564.563833107993,1359.533938584545,1756.6588367268998,2120.1028894057395,1243.5935635431101,1502.7304438679944,1555.0799143813356,1249.6304629487468,1156.1934213076672,1792.7594228606267,844.8289315320237,1453.1828118445274,1321.9329048006186,1757.2666456554102,2350.3812123245466,2488.630957983851,1224.004867871583,2511.434068134169,1271.439164562432,4017.511048258954,3464.556387234909,802.8229619035193,2464.0423305760105,2228.2099739378473,797.5927024251271,1731.3702560076933,676.9833951893585,549.9339227999775,608.1471153044454,470.6652209621446,553.8694527394425,380.0900882798265,379.5918676083024,1346.7273699765742,2117.208136210092,1908.7553998206852,2318.964523130525,2259.526785421264,2299.362848077946,347.9343518399574,2885.829118510596,698.6646703338419,797.7655383471191,1077.965920152707,1490.3273995160707,935.3454832984992,955.2858332516549,1363.5411594831796,2267.3051670909194,1652.0839175034837,2264.509600982485,1967.6674100678133,2223.9517712265665,2253.5732704479574,2154.39152657713,2220.9668091951066,2171.8424314247404,2495.7728756237975,2152.2485493679187,2092.847524616132,751.2341624999631,2148.866093004862,2191.6120160574455,2150.438709618856,1993.7849318746432,2023.289536361542,1548.5682553475442,1990.4466758091557,1989.1391708522985,1971.065460662962,1976.929958267629,2001.2489413658586,2057.0722198888416,1968.2078050609973,2034.5518749632117,1922.5926235222453,2110.8575200303267,1471.1728618216775,2234.8041209179546,2181.939369761371,1812.6914514965222,464.55598965140666,2487.137314260232,2587.0898776242243,564.0517619474401,2502.2667261940055,2417.156363174055,2539.9669511592765
AT11,661.1667363713935,746.3004227554745,818.7115483367751,0.0,626.6272845519896,108.13346753452458,150.75301603616404,58.26518358333724,1014.8340444964391,249.3067986237038,418.9537956600943,485.13412812953067,959.0301438354271,950.7196566990714,895.9094303918228,1002.5576541915185,946.0999389599388,1052.3105732225633,936.8267139535462,658.4979196155446,872.5420943570575,849.31582420911,904.4404175776311,737.0320539311707,1090.6491711017795,828.4339703567206,799.6047683180738,787.143131904865,665.6447170075039,704.5436681441398,673.5427844799467,612.0118683465215,578.2059704447887,514.2962950838747,596.6202640759027,580.8153327564621,2004.880187622692,343.0089225311785,888.142490417501,271.34655866621915,1571.4378227193722,341.3314342819898,223.7592965420653,270.8417993608083,1052.0500118972486,534.3073252295911,600.5230925068577,876.3932697197074,519.2298034377457,1155.7689011234036,307.50841107846134,392.2755548756513,478.46671186718925,471.8877209093284,560.8756239488397,444.9241695176831,622.2305290260197,773.1608717181697,355.14960347999823,999.5673789195006,957.3313088105917,671.3522571534262,654.7268179095769,770.8336673199999,685.9700153680188,759.8077487739907,507.9991404766347,1571.9073168342336,844.2204279748271,668.2240450208299,2031.9530179179828,708.1583500955138,754.6267617683595,202.80115160422534,769.422610076543,671.6647192401883,732.253299044122,2031.4218889174645,465.2384687845578,977.3369778014132,410.17953964818923,138.98424011736014,865.0184704074243,5361.330531749091,399.9623060811553,1038.7473165299689,1109.2987252268013,1197.489250799576,1039.9796443792027,1516.1811721773106,1206.547506511903,1587.8057598360087,876.2421641567769,187.14322820088663,899.3100902253493,877.0128632896011,929.2414086503355,984.5607211676879,1065.162614855089,1133.6925270394947,1107.5711833588332,673.0892242370451,1973.4613864863009,1803.3302652236368,1660.2378465835245,1554.087266579636,1500.5490507272852,1578.5220916763437,943.0867989835212,1772.1040866610272,1785.9161856243493,1806.4675001698747,797.5834313841672,532.6040434680999,415.7967157880264,1369.9002654274286,2212.519549085463,1233.5381675942062,2199.6083808981202,2084.009178173897,3615.191156940359,1347.2796607589696,1735.4096718485512,1679.7238684961562,2159.0422639793765,1476.6514389874021,1443.8299443499004,1103.3484842574849,637.5130497394033,773.1055836359706,1261.779067439864,715.5983905998633,987.2428682551683,1032.2371636876344,855.5485185449702,892.3328172483647,776.0085345456317,1289.940543922802,1434.6412116591298,980.2059829045314,1129.262652645592,1255.7074411902531,1096.2540752978225,1217.7605451515944,1023.2441438626955,1463.0354820835798,1530.8334360665403,804.5877268479917,10185.2250183124,10324.640085423593,10370.914063076141,9722.476504600432,7886.096294440892,318.3308161384225,695.5972938575696,215.45354076857416,209.55893587654597,135.67723650423648,53.811393930444915,166.2378264270243,120.76018418608956,385.8632702420155,257.77199039102806,1887.5634518972618,1860.8159957163964,1432.3560957355303,2881.9103940463588,831.3173917097089,703.2950268084462,720.1112079979442,1037.7659599512624,383.4724634072314,643.8497291626472,919.8088338985389,865.4046969879107,498.12458401202565,900.7750374472364,1616.9627372889968,781.1264302015297,375.21652386457026,433.506386353402,1203.5442520057343,275.19976889135563,966.4692132956876,581.5470152596322,467.07253817013805,1780.497407954964,648.1570841541044,510.81168876558326,1057.2908418974325,1319.5904402404742,803.8921838445815,1266.4787296859708,551.9547627264476,765.8545018645369,1273.718030390989,979.421124876382,989.8187583126073,932.0183631305379,914.284406272467,919.5759246040608,974.2547216542076,963.5368700194826,1009.9150733141603,310.5734051647007,2112.4394946634657,313.74422607968285,1216.0679273470255,5361.330531749091,1626.9880479898638,5361.330531749091,5361.330531749091,5361.330531749091,1801.207359577329,2517.0728138446802,690.1697172673752,400.10445489672685,587.7161137081547,1783.6694797712323,554.5225914168514,1058.4108959201615,1355.774484098991,599.4186848528769,807.8921981414248,797.3102848207226,538.7715848028699,515.0273257337607,985.5967045722336,331.42169283613714,826.4016330921451,659.9256870164415,1492.7080730129621,2019.1624476962375,2305.4454750449127,430.9511560440644,2270.080729987498,612.8533781501216,3645.4892480168064,3292.9155579178446,538.6836145336231,1751.88999995016,1489.9636683508843,855.723832554736,1321.1897890837029,831.6345804306044,649.8996362511208,472.64630474313805,432.75877099368387,358.0358359053299,494.2595378263871,604.4542642174823,529.3105398005055,1337.8226167714356,1116.1013157269863,1550.4487998910488,1563.167710512216,1510.8568170651308,749.6403066953173,2129.5185143092694,561.1740207525229,199.03904924094118,531.7550682436838,918.2572162809178,289.11468498827895,418.2720560863434,561.190947708991,1505.4948218058355,844.4074794286844,1521.4581313481915,1249.8402315392705,1493.1767109467812,1520.3210155883523,1398.695908236379,1465.5399808532686,1429.2605421896342,1730.3027689822063,1417.7717254878323,1367.9532105573626,141.724961685328,1438.2858691419326,1470.2920181897528,1431.714240917348,1258.6272351213029,1307.646775419079,753.4712130360359,1284.3268214314494,1281.4563293291103,1261.528772062243,1274.2826863429289,1295.9782185071933,1352.309565318801,1275.4774792064231,1348.190006308583,1218.9114746269524,1416.8035980140164,727.2431732948011,1584.9806495856744,1519.0210414383191,999.2474225691911,701.6891986753102,1698.154633762394,1805.350114607147,589.21148914934,1789.9536694807073,1654.7529523562994,1802.132803820253
