scenario,time,node,availabilityCarrier
a,0,AL01,6790
a,0,ALO2,2820
a,0,ALO3,7960
a,0,AT11,8090
a,0,AT12,42840
a,0,AT13,2060
a,0,AT21,12540
a,0,AT22,14880
a,0,AT31,24640
a,0,AT32,11160
a,0,AT33,18920
a,0,AT34,3950
a,0,BE10,1340
a,0,BE21,4830
a,0,BE22,2990
a,0,BE23,4600
a,0,BE24,3180
a,0,BE25,5410
a,0,BE31,1810
a,0,BE32,6290
a,0,BE33,4310
a,0,BE34,2410
a,0,BE35,3050
a,0,BG31,37390
a,0,BG32,30110
a,0,BG33,49480
a,0,BG34,34060
a,0,BG41,14500
a,0,BG42,26530
a,0,CH04,2950
a,0,CH05,4240
a,0,CH06,2130
a,0,CH07,560
a,0,CHO1,4620
a,0,CHO2,8400
a,0,CHO3,2810
a,0,CYOO,19200
a,0,CZ01,1110
a,0,CZ02,16130
a,0,CZ03,21410
a,0,CZ04,8910
a,0,CZ06,26580
a,0,CZ07,11500
a,0,CZ08,6490
a,0,CZO,16270
a,0,DE11,19750
a,0,DE12,12310
a,0,DE13,14650
a,0,DE14,16110
a,0,DE21,35630
a,0,DE22,18800
a,0,DE23,13060
a,0,DE24,9500
a,0,DE25,12830
a,0,DE26,11590
a,0,DE27,20160
a,0,DE30,5950
a,0,DE40,44810
a,0,DE50,2280
a,0,DE60,3980
a,0,DE71,13960
a,0,DE72,6480
a,0,DE73,9620
a,0,DE80,56660
a,0,DE91,15190
a,0,DE92,18910
a,0,DE93,31090
a,0,DE94,35240
a,0,DEA1,20720
a,0,DEA2,16840
a,0,DEA3,18870
a,0,DEA4,14320
a,0,DEA5,13680
a,0,DEB1,9540
a,0,DEB2,5780
a,0,DEB3,11070
a,0,DECO,5590
a,0,DED2,14930
a,0,DED4,13930
a,0,DED5,9290
a,0,DEEO,50880
a,0,DEFO,33680
a,0,DEGO,25770
a,0,DK01,37830
a,0,DK02,28910
a,0,DK03,52520
a,0,DK04,48640
a,0,DK05,32220
a,0,EE00,74810
a,0,EL30,13100
a,0,EL41,34250
a,0,EL42,55100
a,0,EL43,54180
a,0,EL51,37360
a,0,EL52,25310
a,0,EL53,18260
a,0,EL54,16540
a,0,EL61,22960
a,0,EL62,12960
a,0,EL63,35210
a,0,EL64,40340
a,0,EL65,61880
a,0,ES11,27160
a,0,ES12,18040
a,0,ES13,5810
a,0,ES21,7780
a,0,ES22,26910
a,0,ES23,9250
a,0,ES24,270460
a,0,ES30,13690
a,0,ES41,501470
a,0,ES42,377200
a,0,ES43,57690
a,0,ES51,63530
a,0,ES52,57030
a,0,ES53,8270
a,0,ES61,170910
a,0,ES62,25420
a,0,ES63,60
a,0,ES64,20
a,0,ES70,0
a,0,F119,45710
a,0,FI1B,33080
a,0,FI1C,46790
a,0,FI1D,56690
a,0,FI20,660
a,0,FR10,35920
a,0,FRBO,159860
a,0,FRC1,92210
a,0,FRC2,21550
a,0,FRD1,59490
a,0,FRD2,31210
a,0,FRE1,35740
a,0,FRE2,59650
a,0,FRF1,15850
a,0,FRF2,86340
a,0,FRF3,40560
a,0,FRGO,86670
a,0,FRHO,55380
a,0,FRI1,69250
a,0,FRI2,43520
a,0,FRI3,77540
a,0,FRJ1,67230
a,0,FRJ2,145360
a,0,FRK1,66990
a,0,FRK2,76930
a,0,FRLO,61170
a,0,FRMO,5120
a,0,FRY1,0
a,0,FRY2,0
a,0,FRY3,0
a,0,FRY4,0
a,0,FRY5,0
a,0,HR04,40310
a,0,HRO3,30270
a,0,HU11,3010
a,0,HU12,10960
a,0,HU21,39520
a,0,HU22,34180
a,0,HU23,52260
a,0,HU31,14340
a,0,HU32,31350
a,0,HU33,52910
a,0,IE04,154960
a,0,IE05,173810
a,0,IE06,19340
a,0,ISOO,3670
a,0,IT13,16640
a,0,IT14,29070
a,0,ITC1,31120
a,0,ITC2,5240
a,0,ITC3,2530
a,0,ITC4,54030
a,0,ITF1,10320
a,0,ITF2,9570
a,0,ITF3,23300
a,0,ITF4,91180
a,0,ITF5,35060
a,0,ITF6,26680
a,0,ITG1,101400
a,0,ITG2,97400
a,0,ITH1,7240
a,0,ITH2,5000
a,0,ITH3,32700
a,0,ITH4,10550
a,0,ITH5,37710
a,0,ITI1,29320
a,0,ITI2,13630
a,0,LIOO,100
a,0,LT01,79870
a,0,LTO2,119760
a,0,LUOO,2100
a,0,LVOO,213210
a,0,ME00,2790
a,0,MKOO,16020
a,0,MTOO,960
a,0,NL11,14260
a,0,NL12,13800
a,0,NL13,9560
a,0,NL21,18040
a,0,NL22,28350
a,0,NL23,7530
a,0,NL31,16190
a,0,NL32,44800
a,0,NL33,47250
a,0,NL34,8490
a,0,NL41,32480
a,0,NL42,15060
a,0,NO01,2280
a,0,NO03,18390
a,0,NO04,24030
a,0,NO05,36960
a,0,NO06,6850
a,0,NO07,15970
a,0,NOO2,9980
a,0,PL21,20780
a,0,PL22,19670
a,0,PL41,66160
a,0,PL42,44910
a,0,PL43,18130
a,0,PL51,38610
a,0,PL52,20500
a,0,PL61,47290
a,0,PL62,59760
a,0,PL63,39110
a,0,PL71,39900
a,0,PL72,15050
a,0,PL81,64940
a,0,PL82,21170
a,0,PL84,39400
a,0,PL91,22350
a,0,PL92,46110
a,0,PT11,30300
a,0,PT15,4290
a,0,PT16,17110
a,0,PT17,7060
a,0,PT18,49870
a,0,PT20,0
a,0,PT30,0
a,0,R042,51950
a,0,RO11,44930
a,0,RO12,39550
a,0,RO21,88470
a,0,RO22,140350
a,0,RO31,113860
a,0,RO32,8020
a,0,RO41,66290
a,0,RS11,4860
a,0,RS12,55050
a,0,RS21,12480
a,0,RS22,16180
a,0,SE11,28480
a,0,SE12,56980
a,0,SE21,39710
a,0,SE22,39910
a,0,SE23,63590
a,0,SE31,33410
a,0,SE32,108240
a,0,SE33,194350
a,0,SI03,8340
a,0,SI04,3200
a,0,SK01,3610
a,0,SK03,11230
a,0,SK04,10920
a,0,SKO2,44100
a,0,UK13,7740
a,0,UKC1,21320
a,0,UKC2,25420
a,0,UKD1,16670
a,0,UKD3,19860
a,0,UKD4,13900
a,0,UKD6,10070
a,0,UKD7,13500
a,0,UKE1,18370
a,0,UKE2,21160
a,0,UKE3,11420
a,0,UKE4,17350
a,0,UKF1,21790
a,0,UKF2,23650
a,0,UKF3,28750
a,0,UKG1,21540
a,0,UKG2,23780
a,0,UKG3,21200
a,0,UKH1,58410
a,0,UKH2,17180
a,0,UKH3,18700
a,0,UKI4,15300
a,0,UKI6,9080
a,0,UKIS,12950
a,0,UKIZ,14470
a,0,UKJ1,26750
a,0,UKJ2,27160
a,0,UKJ3,20970
a,0,UKJ4,18610
a,0,UKK1,29440
a,0,UKK2,22150
a,0,UKK3,10900
a,0,UKK4,26920
a,0,UKL1,66750
a,0,UKL2,38340
a,0,UKM5,34600
a,0,UKM6,182110
a,0,UKM7,105520
a,0,UKM8,34000
a,0,UKM9,37320
a,0,UKNO,59440
