technology,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ASU,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.6189344104999972,1.309012974522537,1.309012974522537,1.309012974522537
BF_BOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF_BOF_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,10.83975208908007,11.007054457426968,11.636222438044092,11.66394697770009,11.946634429058342,11.946634429058342
SMR_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anaerobic_digestion,0.0354248499233675,0.13145465117549748,1.2694804719531882,3.643493909750916,4.778540110594436,5.815976994645306,6.494143506316494,7.57376929366394,8.293749329947394,8.57261275848088,9.450643570177304,9.539289511500584,9.909143105023576,9.722122451702951
biomass_to_coal_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomethane_conversion,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,5010.0
carbon_pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon_removal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_oxy_combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_pcc_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_pcc_ng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_haber_bosch,0.0035176975520132,0.0043823509578038,0.0161192570053892,0.0590971776339497,0.1373416697175045,0.2285817328635257,0.3303422563254233,0.4619658863390147,0.57166238410153,0.7713751276767095,1.0768294691908098,1.5170428687589368,1.5203642250977958,1.5111903163288019
electrolysis,0.10477827665401102,0.10477827665401102,0.10477827665401102,0.10477827665401102,0.10477827665401102,0.10477827665401111,0.102165993026196,0.1023319283052373,0.1033136004921664,0.1077357366923115,0.12425823306791697,0.1293020157199818,0.0403498254413016,0.0401838901622604
gasification,1.2184430016343268,1.2184430016343268,1.2184430016343268,1.2184430016343268,1.2184430016343268,1.2184430016343268,1.2184430016343268,1.2195616614973093,1.2235268003513673,1.2535582057636518,2.013091965578285,1.9653836673500589,1.9717924330844738,1.9717924330844736
gasification_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasification_methanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h2_to_ng,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
haber_bosch,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,1.963595802447985,0.07349537488934589,0.07349537488934589,0.1001823199215809
hydrogen_for_cement_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrogen_pipeline,5.152427770369748,5.152427770369748,5.1535705395435105,5.154713308717274,5.15947966399517,5.161765202342696,5.174938796348016,5.230269207962261,5.304500727322578,5.727752523622445,8.019065767689183,8.437317824919058,8.828236854325404,8.89913514182989
methanol_from_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methanol_synthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pv_ground,6.28697248719609,7.30783929011268,7.30783929011268,7.30783929011268,7.30783929011268,7.30783929011268,7.30783929011268,7.345652446717558,7.3884413776191815,7.627225020102784,9.090572397759473,9.666708044622025,9.666710614829503,9.66671118808462
refinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrap_conversion_BF_BOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrap_conversion_EAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
