time,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
2298,7.010514392386847,10.635907620820728,4.206142909313102,5.503250215982829,0.46768695057597715,7.697909867841484,60.844905756191366,4.264643741567721,0.944730541712911,4.626591934783936,25.459595518841155,9.29169772465915,43.205214925087205,2.114237929950241,4.861044881157584,3.478612405054238,31.555212086082275,1.3991416993140875,0.35971278178314,0.8159040831473102,0.416,0.924,0.0,13.376304778890496,14.781533448487217,21.55929870951913,5.1396816914328385,8.090385795817603,4.875,14.958414166680697,1.6001106175378315,3.4507311275070904,36.726519341245165
2299,6.938153301208731,10.447928628342224,4.19350889450758,5.675963378186205,0.41468695057597715,7.72995239777102,60.37292287270105,4.229976660280732,0.9664487302209009,4.826976753761619,27.3589183219055,9.283309466512895,45.17567835480425,2.1894486009024825,4.913157341719068,3.3318420283844024,32.61974279478386,1.3945935863325922,0.4028029400979501,0.8338680574623528,0.431,0.955,0.0,13.445775246692918,15.3471146940109,22.093159479208545,5.43203159336555,7.8332047918005925,4.91,15.354095254939592,1.6298080663909629,3.50439827552731,34.984347160371414
2300,6.548416195497916,10.21331807859568,4.157565394433839,5.912143666492717,0.3621869505759771,7.508963437448802,58.140306698284476,4.0978690783741865,0.9229934520460982,4.541175408567614,29.324763371926,9.481338117676883,46.107223239100435,2.124990911442957,4.738953159614685,3.314641929509968,30.677699620452362,1.2821408581104417,0.36481040093604516,0.7800694426161029,0.408,0.92,0.0,13.0698637246263,15.589997939754525,20.970054271535112,5.959255357969734,7.2792012614152295,4.746,15.033294520490493,1.5662961443977315,3.3590531529603345,35.86885277313743
2301,6.637247290117513,10.265211212329636,3.991817559210403,5.935219622885861,0.3086869505759771,7.373868515364834,56.65543576919889,4.013055219173332,0.8591261763721891,4.492273624794974,26.96438983280283,9.369832713970286,50.07487178061131,2.0563346008669203,4.6841472937072375,3.380886445841312,28.176393789811957,1.1700791628402671,0.3982392065030219,0.7170028737785851,0.392,0.96,0.0,12.391490414983213,15.639590920556742,19.817159471366516,5.670150957324536,6.743113883029727,4.57,14.940970936745165,1.5279551440445394,3.211700403869701,33.612183237821704
2302,6.286299970233351,10.525650019015146,3.5599711662865983,6.020628962585216,0.26468695057597713,7.026254775702739,54.47179296069369,3.7533612921513626,0.8039196965502395,3.988166280769302,24.79466934681217,8.961362862015417,53.46244452721663,1.8938363205944388,4.705141118235144,3.197394183247999,25.605602439012966,1.0883977241146334,0.3937150597369382,0.6426182522220472,0.364,0.906,0.0,11.841872069029312,15.00013147579464,18.605027864533113,5.223831776517952,6.434047652983002,4.519,14.238129802125783,1.4109186690673428,3.095099176239389,30.884253175725078
2303,5.898735306011311,10.022947627682935,3.320005694222111,5.691003417534549,0.23668695057597708,6.717520013250993,51.95805822133724,3.6056528119431372,0.7695310240897488,3.6158504677956067,23.078262232448406,8.631163687205001,50.3304578596373,1.625289021052646,4.446303456326235,2.915653194010181,22.974292845643912,1.0398179897428175,0.3698892331181362,0.6115034606921341,0.323,0.626,0.0,11.047367243080714,14.529133354799145,17.633145469138064,4.831109107599142,6.224217237339177,4.411,13.321119655862775,1.3227966244979927,2.996550586735147,27.79381961668056
2304,5.64797879705989,9.50313378965041,3.144788527956571,5.550390045112018,0.22168695057597712,6.806370138635488,49.96600959859569,3.5679771610027737,0.7403130743866952,3.4112006944359887,21.864447999625693,8.402804929292767,49.41503929010456,1.4927392118176022,4.2792278623577555,2.743066418702625,21.764510162833464,1.0135503530882386,0.36194746443797926,0.5937164631997359,0.288,0.532,0.0,10.559866809571085,14.137176152011323,16.9595906587521,4.466489350105789,6.118588050480192,4.139,13.483692209078727,1.2827183967605598,2.9189914358758244,24.82557550490338
2305,5.5098850944423114,9.159529043932185,2.8964454010089864,5.421798792975037,0.21718695057597712,6.659111940562498,48.47960618849495,3.482954390329477,0.7143880496332795,3.0003910876265474,20.906737092338965,8.120958048400338,47.71811301481062,1.3810322474664536,4.031611756360373,2.671927580215675,20.716263470317205,0.9986580520775868,0.3563618097505218,0.5746937660185142,0.268,0.465,0.0,10.255357199777814,13.923655586694098,16.5666822360835,4.238163012036573,6.0763129861067435,3.887,13.480199859824868,1.248852214955537,2.91244981340612,25.484901558201823
2306,5.164584329031104,8.872073320792257,2.624779366320584,5.06199036971746,0.22118695057597712,6.3062868606758204,47.74637513065367,3.452656180709952,0.6857445799277138,2.4817637209316556,19.992950768062983,7.689596130461034,42.9332048140243,1.269164491838702,3.7620256657198383,2.5273365507435095,19.39122938994913,0.9827391834960506,0.3313410849270592,0.5529840177451681,0.261,0.441,0.0,10.016129174181453,13.478259866854824,16.64584984420249,4.089507696532719,6.108040499911745,3.713,12.778967767315576,1.228690094933869,2.8396369093276923,25.774578078084534
2307,4.952520185096773,8.66280856585142,2.795506031845873,4.473725979767091,0.2501869505759771,6.048292557998751,47.75312431749441,3.361652773207161,0.7162087295074864,2.4987209828453407,19.010751917877652,7.981110421326444,36.98796702591427,1.1066121335660695,3.598540333137459,2.352854150603489,17.91711833627948,1.0388077768518915,0.30639228729649437,0.587569824526684,0.258,0.446,0.0,9.838889499824425,12.43336811893399,16.621323536117043,3.911294488760779,6.318065526993726,3.701,12.421417214247617,1.1581227134919094,2.815720693288983,24.281251359394595
2308,5.618133166157593,9.11737204287948,3.2304184867643695,4.4155487720117055,0.3111869505759771,6.45505025358646,50.78987395846501,3.5408743024575315,0.8025093807238604,2.9651202496757314,19.550997386941212,8.56273840538996,39.50822454944522,1.232849464624981,3.8482517990448706,2.128035394147326,19.441125404985517,1.2125119495896783,0.3235582784723433,0.661556229541435,0.266,0.493,0.0,10.197533020272383,13.000889609066878,17.02435605958625,3.7529530211599056,6.773301948793905,3.812,13.159286877933695,1.2287493276812445,2.9633020524412017,21.54352490968217
2309,6.66443457079621,9.9922698869559,3.7354016351038277,4.721434563807376,0.3546869505759771,7.396339138190397,57.05829016226351,4.053020710760266,0.9121813824832472,3.479691353218838,22.04905791179056,8.902027575987038,45.09137903178551,1.5516799590989416,4.411305109354639,2.1899699066974354,24.321084474386645,1.3462432338072456,0.33556311686328094,0.7637077964067152,0.296,0.552,0.0,11.427269269553348,14.286837517444875,18.80608197021156,3.8534219335655346,7.55205587566332,4.156,14.56758782992556,1.5251846796942305,3.348359383281735,20.809371706215185
2310,7.384682790462768,10.570195351856208,4.314301239128563,5.493726990718772,0.34568695057597715,8.004127144719979,61.890195899270765,4.51859284323027,0.9957115026807598,4.187653911249299,25.363717971366984,9.189500047806273,49.53074009789803,1.877936535284482,4.744403144394569,2.4132749179287742,29.49330487261618,1.4771467876240258,0.3542159729977126,0.8933357044733601,0.347,0.671,0.0,12.876789301236611,15.748144042131452,21.064190236194307,4.155136235550521,8.180282536261855,4.614,16.180790803014244,1.688740006484886,3.5375198349208232,23.07893891561107
2311,7.755459758545009,11.302589403680733,4.586904772435757,6.2467061389248375,0.3061869505759771,8.216860630011054,65.69829946414596,4.623770212569764,1.0440425843513899,4.689435867938643,27.372547612242872,9.314787737497907,53.3951233512839,2.0870974902233983,4.712793854949436,2.747501852152511,34.1551390208772,1.480531639293289,0.3905589290502022,0.9318344766103113,0.39,0.788,0.0,14.041776489844434,16.072053712738295,22.427559106535522,4.6365851039573505,8.423242134431776,4.817,16.309019461930976,1.7194035638449698,3.631152431149952,27.948652931317966
2312,7.818536303928558,11.61347280608173,4.575897446358313,6.745318398049353,0.27718695057597714,8.415445048454561,68.0406143590938,4.58909075050095,1.0210041188612426,4.896332214635654,28.747623513655565,9.254241032831922,53.84207904039174,2.148074939864605,4.6230206377738305,3.251371393328526,35.43445414390914,1.4474809867784657,0.40460046540132955,0.9270607226659514,0.418,0.861,0.0,14.341687030104545,15.889005325902765,22.708983284387728,5.3686832132285645,8.52006749001744,4.875,16.046105344052584,1.7382163107295157,3.6250791222410146,33.874827636789
2313,7.966453248064779,11.58962419067304,4.56916525568991,6.88616961541229,0.2581869505759771,8.491874572885006,70.09338401653957,4.715660653083572,0.9905523083930152,4.998346341367375,29.025576937644736,9.209633734357572,52.39576117767747,2.1476464891207607,4.644479776077241,3.547826819064639,35.0487339687256,1.4874912783121537,0.40675002153303264,0.9185313117380589,0.422,0.878,0.0,13.906887566214033,15.696368271497317,22.674087683097497,5.5656609063355225,8.409818680228502,4.827,15.931424484384019,1.7822614030274475,3.5640241201105054,37.63913858094103
2314,8.09012043792201,11.507007540154008,4.506485874653975,6.894184400025203,0.2531869505759771,8.563307959721886,72.4661233938204,4.701424066600954,0.9557367491387201,5.009461094265412,29.12477190439922,9.162588716696657,52.066310187882166,2.184777619095989,4.717376847168673,3.588528317445528,34.992554078197934,1.4749692450718341,0.45686149610793625,0.897347689345095,0.421,0.872,0.0,13.396347909004788,15.478198433472569,22.968185363017167,5.5460741196886705,8.339026377575152,4.841,15.869373989367698,1.7711760626465192,3.686051247235957,37.79838783526529
2315,7.974861900695441,11.163741438165065,4.529213389690495,6.917816649523206,0.23868695057597708,8.549824130409204,72.24299757971637,4.595799266926568,0.9658839212302438,4.919113185953573,29.41530723578855,8.933983069620133,52.78603608033539,2.1900721673400776,4.7776290063793985,3.6070965688155887,33.510893885420586,1.4720131963376295,0.46214221491090646,0.9114512406488242,0.42,0.866,0.0,13.033533761831007,15.27586443510842,22.88997611183484,5.638695898371475,8.283567331340738,4.774,15.53057310793049,1.7689718478574488,3.689406423059883,38.31126498433994
2316,7.761580888209198,10.794052727377377,4.4257707491601765,6.507182013486355,0.23568695057597708,8.513988032477656,70.93352852978927,4.790762284319703,0.9462905401772954,4.533133753465863,29.195121406756236,8.733348092633113,50.08633647486796,2.1398400676426497,4.754492819638853,3.6367034697865073,32.52674597986797,1.4391837142731623,0.429140658873888,0.8911533245949148,0.41,0.866,0.0,12.611794654588905,15.037474597180802,22.280706936543595,5.5299385669473216,8.11782499191853,4.725,15.179640023410464,1.7118069131336233,3.5660580169219966,38.6215851772647
2317,7.525809040739194,10.383415934802247,4.3298871768030605,6.268221881722997,0.24468695057597709,8.128138472735658,69.34670286124835,4.7513752938734575,0.9296591290975615,4.260981414392962,28.29085796549419,8.59662357102496,47.04930840079197,2.0523175705669714,4.784947187755778,3.640200848579342,32.01500224022036,1.393123520543217,0.39025114544999673,0.87282457696083,0.397,0.948,0.0,12.247308795845147,14.516288525531067,21.805699691297914,5.44354746568643,8.000383420637949,4.588,14.818194481255205,1.7156245036051367,3.4936443532297408,38.6948284939309
2318,7.308649815609489,10.105007694702701,4.275858378367468,5.9289610256593965,0.28868695057597715,8.128362565887743,67.58558611743729,4.623218023535469,0.9167464399581879,3.944710735654284,26.964414242136776,8.521371448707816,43.38054211818525,1.9888005901264045,4.8037321143071505,3.5015201196307935,32.559716846566005,1.3717158839001664,0.3716890745350636,0.8521688952087547,0.393,0.956,0.0,12.044914690711861,14.375708892842741,21.750686508404147,5.573036498328766,7.859765812263206,4.401,14.696951976891544,1.652264492506291,3.422790737618906,37.33777523990089
2319,7.118863630500579,10.045416772543176,4.2262594505328686,5.703638291023646,0.32668695057597713,7.90841488453724,65.52062966069722,4.601223617695777,0.9456455966475533,3.7169840576801088,26.378238580934642,8.594641055128355,40.6441493300964,1.9608958522375437,4.827132058612976,3.414042724677703,32.46320069140901,1.3520464992895775,0.3914570608686501,0.8220577447381363,0.389,0.862,0.0,12.28375224595869,14.315784999833399,21.49195859582616,5.503856925633503,7.813491062163355,4.401,14.517589968601904,1.6184820177083803,3.463605978611444,36.47479397072023
2320,7.134298687668073,10.12767558353764,4.401049952656095,5.657485213305228,0.3716869505759771,7.844878418524659,64.53179394718381,4.729134693182524,0.9408209994027332,3.6248784467417803,26.11759308825055,8.655459333445982,39.38513434069415,1.929360150669382,4.768986490355223,3.3900255969058306,31.201706342404673,1.3544374931924887,0.43738287869577164,0.8091793916288947,0.39,0.905,0.0,13.045802827720903,14.201979698122376,21.18033022525516,5.380638839407158,7.83390975383839,4.404,14.550259265429892,1.5432998702691747,3.4473767697058753,36.10410301458263
2321,7.1994526439716875,10.225438529758186,4.553756649122347,5.791139019261328,0.4341869505759771,7.59710637408318,64.26309676176794,4.595144087482578,0.9292925892549296,3.8213861161292932,25.987808827465948,8.69075305949299,41.393735426666524,1.9390476197800512,4.8327338615198,3.5216286891690185,30.886122536130927,1.3482622380962845,0.44585808346019357,0.7908649402955645,0.405,0.971,0.0,13.146040867414323,14.29786723078668,21.03380051713999,5.295976945199174,8.022469372071594,4.48,14.73927319297044,1.5942649040988166,3.476227809682612,37.48958576402617
2322,7.146672151974056,10.096959232230654,4.577896993501667,5.982358309882403,0.4411869505759771,7.793313546511333,63.73445904717974,4.33513386958426,0.9657751527168843,4.526062572154161,26.43632535528671,8.873607687705361,44.432800389080526,2.0863639799005798,5.060997940936051,3.5437779801458755,32.49099271689194,1.4086856984322176,0.423453276000572,0.8283964250968637,0.433,1.014,0.0,13.346014236447088,14.539152973609685,21.824833726758325,5.283505747405298,8.332943488373893,4.734,15.02926823299651,1.5982876137267994,3.564848851088137,37.2733052365021
2323,7.075281504085805,10.050806129238667,4.463597219666468,6.140656891228797,0.39818695057597714,7.8109151522353955,62.78124080384978,4.26813092130532,0.9864646689042204,4.747139446033338,28.21485694425754,8.996867607664903,46.21402196943859,2.2416982398890974,5.095886224054503,3.3565909559909404,33.75950166688621,1.4102861821884018,0.4303814074236342,0.8327620014939933,0.446,1.022,0.0,13.51897556102701,15.021108747019504,22.5973203344318,5.593349704330553,8.090603087534168,4.829,15.40418705008961,1.6646078619801639,3.60843789679339,36.77924726214377
2324,6.716299847181531,9.90753482644906,4.408952169333871,6.325989190159021,0.34468695057597715,7.545456788102027,60.69696733153189,4.212538672163842,0.9420219235945632,4.463599694646559,30.009464095831973,9.242162520223573,47.4819229115501,2.17223127992137,4.928155300864817,3.3274348921633354,31.763979942707063,1.3032348880015057,0.43237947052696396,0.7855022492753498,0.427,0.996,0.0,13.206058083587559,15.55999332195207,21.424029094070423,6.041579511360868,7.559628963810164,4.731,15.579742591287264,1.5936987277457044,3.4138147967300654,36.063157249228325
2325,6.79498967490679,10.091979860859634,4.25856584551744,6.374016177861483,0.2961869505759771,7.386817371996557,59.040365234446256,3.940672488044218,0.8540606929155435,4.278891595665024,27.692102340044954,9.131899537041944,50.964325882654634,2.125149022899768,4.88270036816924,3.37867533273769,29.12474327843479,1.1713176577467934,0.47182159832369625,0.6968075560354636,0.407,1.054,0.0,12.53856386726723,15.77268386365193,20.097270962278987,5.809524139582088,7.015469422572773,4.549,15.448353217112015,1.5167408960181612,3.2696066627650877,33.98733527732119
2326,6.486401495353979,10.128273137515489,3.868380941212256,6.446006541434503,0.2516869505759771,7.113285533763154,56.46075799532547,3.6112957301556428,0.8013154466310631,3.8250754381814627,25.553551676290603,8.750406330827456,54.68937371852209,1.9484272413807742,4.9063340391201145,3.191748168054052,26.63673919002871,1.0882691476329696,0.4485881692115256,0.6167329883908135,0.381,1.002,0.0,11.82770336066844,15.038506935618512,18.867954128089846,5.409957762381528,6.691312722883638,4.57,14.702036357011815,1.454891246651305,3.1990239195111476,29.63776427227284
2327,6.122090954792393,9.55324420010331,3.5871349375180315,6.099274113246862,0.22618695057597712,6.788402501483803,53.45112243658354,3.4029278264228715,0.7723329642310932,3.5052584228799595,23.924110647629448,8.384451092892023,52.024838529185345,1.6940884739959639,4.665759641513332,2.9751541343144767,24.133306914560297,1.0463529890690242,0.4248289070233574,0.5895972008798939,0.341,0.891,0.0,11.000511360702221,14.409685469211452,17.829475168236502,4.955121585155732,6.480651155443128,4.492,14.031317999727127,1.3563942926337513,3.097292483489114,27.16320514354282
2328,5.843437424695401,9.010003744719272,3.4315595722465235,5.847187880058355,0.2131869505759771,6.894817498533266,51.39945462601943,3.3569206051485527,0.7547622083607589,3.318683644917769,22.51292811253376,8.12207675101739,50.60366406892284,1.5318578336173636,4.4704134675903004,2.788698541850804,22.596927896592092,1.018401642150611,0.4079382589445876,0.5639739680836293,0.304,0.788,0.0,10.509896438385805,14.291376659280024,17.08044980167067,4.641536126434649,6.356699212532658,4.164,13.857941814358096,1.335072165763301,2.980468819749257,22.756356715816434
2329,5.6627336656541445,8.692104204580994,3.2386045926589224,5.7033867577025985,0.2076869505759771,6.720068739163878,50.04805918824155,3.3752040068615385,0.7367192381155213,2.9272651509989727,21.50391348600139,7.933109947169365,48.962276876921614,1.432713745910348,4.219814799833419,2.6868857646525703,21.59116175832673,1.0011052371110685,0.3833370406722362,0.5423694460640998,0.279,0.717,0.0,10.20888205015428,14.046440282589169,16.754453402909917,4.384889283582672,6.297943643775247,3.943,13.866844031493185,1.265615921988313,2.975342254125772,22.12337638457423
2330,5.3685045919644,8.337298678793754,3.0256423217687445,5.28687475929334,0.2131869505759771,6.440141608046766,48.90693963287286,3.2159343926156283,0.702551943509344,2.4670565070323853,20.665211167131766,7.487584093100672,44.4187164836878,1.3251911195974175,3.9953723654922104,2.539705497355488,20.531461236206653,0.9809844380503263,0.3709767140855479,0.5190527025535012,0.265,0.68,0.0,9.991061588764735,13.673073791990795,16.541424308114273,4.2149529837766195,6.276579360202513,3.753,13.616822726733194,1.2680949812368743,2.92063025693453,20.94790577281734
2331,5.1844335722964425,8.065984876367347,3.059072532034241,4.782683731233595,0.24168695057597708,6.204953256562105,48.743998268720695,3.1502263658536465,0.7243275339919164,2.2832802801320553,19.88588861355118,7.761688709712866,39.29255696779447,1.2207092988976573,3.8759159088933024,2.366723888278499,19.164418100032954,1.029138045888553,0.3622226213682732,0.5493890114849538,0.261,0.681,0.0,9.879934121047635,12.752623598484556,16.684072180481756,4.035707575974985,6.480173637294777,3.687,13.080036802423693,1.2347069349312259,2.9379723399499387,18.627731400423933
2332,5.760702430401562,8.312705953705478,3.4361433670995094,4.591664352607927,0.3016869505759771,6.4998572653979485,51.09331641164049,3.3416083136091004,0.7967011527215914,2.73669385380134,19.980975525596683,8.35037117259283,40.01331931543611,1.273541826793414,4.0384612645122075,2.1752775671961855,19.907457524093353,1.1955523097507972,0.38729161749516405,0.6308635625501723,0.274,0.725,0.0,10.190524469074605,13.006515742811416,16.954534496190963,3.882994045851268,6.955053863480364,3.876,13.569126755466634,1.28762800317313,3.035208446020611,15.77299807785596
2333,6.775828553695775,9.147833961135609,3.9424633423600333,4.956139624333149,0.33318695057597714,7.438151901753818,56.86567281584953,3.82793194574496,0.8952925301196466,3.3212774309649316,22.639191293816385,8.674161745614349,45.415456533073296,1.594243255121005,4.605840994460323,2.194204004706826,24.666568966421206,1.3487065630227162,0.4157007906328807,0.7503059753824696,0.314,0.788,0.0,11.356825447805724,14.207465317824674,18.73109445936124,3.907896294730142,7.639363302702638,4.226,14.96406068446585,1.5375264231951327,3.4223650959805645,17.11951295806283
2334,7.517113509422711,9.64408884728497,4.562722138847757,5.633347549119587,0.3181869505759771,7.995750455859929,61.068990170319346,4.274798031595291,0.994824637099614,4.033910078895818,26.08317247899872,8.876778832515495,49.8703589497278,1.9088994743255205,5.026485538500891,2.4111415202176096,30.020604930577683,1.4920621532335978,0.45320499448322876,0.8795250792593257,0.374,0.833,0.0,12.708504128355173,15.519673092284572,20.916910108688963,4.245903887296775,8.281375054125604,4.666,15.743147956046185,1.7195488403045291,3.608966226473001,21.856702000006102
2335,7.828570111050451,10.18667417609896,4.835253802660249,6.274707094104865,0.28418695057597715,8.221714208308706,64.42572432451124,4.532299697642151,1.0058907155751908,4.699990081683188,27.995035500514945,8.827214726188823,53.06724089253405,2.0896143779197054,5.089930073708823,2.720982508154063,34.691047174387194,1.5342325783573436,0.48010688395967527,0.9266504088765019,0.413,0.926,0.0,13.394368947717396,15.912658417117648,22.386139217078508,4.717374648398314,8.445726603815368,4.819,15.775876584167573,1.767573854981352,3.707356864737063,25.920161362067265
2336,7.943024534473652,10.461719847518937,4.786100216665911,6.468065869611732,0.2581869505759771,8.503725660789428,65.76459600301615,4.5680387656649275,0.9918453489390945,5.146589998474314,29.43782965140866,8.723607101397842,53.2295717077585,2.1337992399964802,5.085842443564195,3.1970653171894936,35.553263957949234,1.524395933504972,0.47735125381575044,0.9315737355598781,0.428,1.006,0.0,13.335345007186476,15.692687153557193,23.044128583671075,5.438835982576197,8.26666747528767,4.901,15.25855454681514,1.727770011105233,3.7904388040587795,29.99136092868575
2337,8.053027171782603,10.507576911183111,4.7268762213179745,6.344232504216676,0.24118695057597708,8.5923600463972,66.88195988634162,4.6905534466902585,0.993579776231064,5.307002732441543,29.784108059254933,8.64873354152881,52.41156533837822,2.1201566684160658,5.143749319444822,3.444757632006725,35.08761553305598,1.5189839061027195,0.46637913064701964,0.9168641962536421,0.431,1.027,0.0,12.871923962783892,15.378202503808714,22.88578036857849,5.622513467048616,8.136230521898076,4.857,14.673875182114195,1.717256497029007,3.686775665690026,31.791125041368147
2338,8.068243013307494,10.443618216396942,4.6271234883105,6.31224185592933,0.23218695057597707,8.608276683094983,68.64809065101622,4.7022839578836875,0.9683254705402854,5.252334577707461,29.8955913433618,8.576092959035934,50.649854882665835,2.1552232374257354,5.1880542085836705,3.502079603358661,34.4889254019737,1.5085339182685769,0.47388569949291576,0.8819624296838574,0.422,1.016,0.0,12.38181217773094,15.138733931983964,22.97424330646669,5.604690059010927,8.074890903803915,4.824,14.486987740520563,1.6399177228716013,3.7907694186197123,31.404697659414307
2339,7.832342112581138,10.283525592436044,4.5711161827864775,6.325020948247816,0.22468695057597712,8.585743944750254,67.92864433438477,4.738767112364697,0.9591397870591368,5.0598481261022705,30.012774467237527,8.430536683142096,50.84743923870566,2.124226151530879,5.190192577989003,3.5481396915346846,32.34633279384397,1.50092363713881,0.4703704250146215,0.8874413826943321,0.414,1.023,0.0,11.866519105641956,14.815576961052592,22.629881200581014,5.683866811567608,8.056893990738205,4.762,14.204244208534636,1.6571089158345915,3.789763994185267,32.59352303173622
2340,7.631970749397254,9.94759378290614,4.420934496278193,6.107515941822658,0.21918695057597712,8.59377114458612,66.039026306853,4.695087323642981,0.9204988531749118,4.772132528260089,29.701878968248174,8.323975756394134,48.56106347057819,2.0590022026202384,5.092748053552555,3.6033266836866655,32.00410682085113,1.466299888325963,0.42608865786987016,0.8714458432386656,0.405,1.02,0.0,11.410597527498627,14.54303969777743,22.233982613307663,5.54082458914474,7.9198935893243725,4.673,14.037390139697944,1.6005250629956507,3.7271114021378375,32.75658001405865
2341,7.316264482148256,9.521953539702118,4.3141282792969475,5.905113580021402,0.22968695057597707,8.144053258739797,64.3970903742032,4.683602457853049,0.9002068844318951,4.581435019938144,28.48325051057754,8.199849604466824,45.099125995993944,1.977766538133477,5.003362398624537,3.6048206051841594,32.299737782023534,1.4472155426177846,0.40060177181261136,0.8407890614050175,0.391,1.134,0.0,10.816042182464662,14.3548536261277,21.771976178946304,5.428054945341355,7.779563041363966,4.567,13.938350593061733,1.54142633454657,3.6331131652850144,31.44375096453814
2342,7.073715770644382,9.350823761756098,4.2434226600820715,5.571551661500319,0.27868695057597714,8.136249247812236,62.98565690656541,4.522223475634883,0.8650659980738659,4.2923006335117275,27.239105781864804,8.116792793211024,41.59765359016307,1.8837267697990068,4.98476479535344,3.4992685312967096,32.120109169176594,1.356857727306135,0.37627288537382375,0.8096624053075818,0.379,1.109,0.0,10.752341890058613,14.56142503350939,21.524101947119885,5.510900111768828,7.675185982994165,4.464,14.10865237330673,1.4326614489481886,3.5626060162612276,30.71289417377647
2343,6.9224289229624265,9.148913531252814,4.169764249989374,5.487034582812699,0.32668695057597713,7.935735132092661,61.16672252167494,4.520228737299755,0.8550268602675609,3.9354205339681023,26.737657158552892,8.130833163356412,38.77687442244686,1.8319051896768554,5.0314056900612965,3.443657298947486,31.826708281724507,1.302628148545591,0.3668632007152456,0.7693751509270352,0.37,0.996,0.0,11.257119902042225,14.599502877931338,21.358746244328426,5.448923379106555,7.642583319195538,4.421,13.882272117707648,1.4268252581222036,3.538879200351547,29.855380910396256
2344,6.894806241832205,9.350327710008475,4.266858732728547,5.31308450593338,0.3761869505759771,7.809781644598177,60.980245135350486,4.682446414267793,0.8781772356388289,3.872032486466654,26.32281453949097,8.214846700983598,36.855545313854975,1.8179869337928534,4.9477704976384524,3.4220568069806525,30.813850716894393,1.3112141541764577,0.3810506456078069,0.7540753506389379,0.371,0.966,0.0,12.296348355960731,14.321249131539227,21.121855341512493,5.381680254099302,7.719031087590224,4.44,14.160533495061596,1.4119325399976512,3.470486621033473,31.912773590479016
2345,6.949454215343947,9.619067370018833,4.439006247444714,5.248650850974585,0.4341869505759771,7.502339595971593,60.567645479046476,4.609127547697921,0.8872891948705536,4.112528052934481,25.944675772460123,8.372883706850196,37.77721494391419,1.8046295026757821,4.930533292012798,3.5405653909958383,30.241277184333732,1.3220134079279307,0.40768378508452696,0.7440834250557277,0.383,0.979,0.0,12.616985206890089,14.040660902970757,21.03992948013439,5.259209842542145,7.915174963568688,4.549,14.474945168348697,1.465118997449584,3.4855570122968786,33.577323670531285
2346,6.9961387178296395,9.726835460411616,4.614758334447164,5.356965322032554,0.4426869505759771,7.632875628819475,60.26628177322776,4.348354994098601,0.9239596159006124,4.825558995599093,26.426259061561552,8.634964229934894,40.66593547471943,2.000649703914445,5.147729576426574,3.542987235265043,32.28511126207455,1.3905527117011809,0.4460500461678887,0.7859862485689605,0.422,1.059,0.0,12.937061164511224,14.074447415716193,21.86071243937515,5.269627593396198,8.426748539843736,4.795,14.793791683966978,1.5650001464333725,3.605396684170636,32.27527792522566
2347,7.085958942592331,9.862002343190092,4.613490525456271,5.486481236245349,0.40018695057597714,7.7067298493851,60.25375103049322,4.259883904541022,0.9520208916820609,5.01508660588694,28.360155252196023,8.862673774847735,42.32929259849779,2.1973809791025087,5.236837397321801,3.4241597395981276,33.863792857025224,1.3995992474884729,0.4639234797906086,0.8088614039569463,0.444,1.096,0.0,13.206248561659361,14.681708708730612,22.544466289084596,5.58239689513245,8.1284867125862,4.901,14.780760713294208,1.6501690164246394,3.65332243475039,31.561236300916008
2348,6.770267382882922,9.712306962804615,4.582127247187539,6.008001344330591,0.34568695057597715,7.513045478897405,58.85691931316687,4.208216517260873,0.9108571743845302,4.67548799916004,30.166195454633524,9.125534404918408,44.2274597308217,2.161517669567818,5.081610304639959,3.4145122308875653,32.07812976043756,1.2819232601633301,0.4614799001991085,0.7576952534733501,0.429,1.062,0.0,13.00166719544313,14.830142355862133,21.28089195082184,5.962199835103472,7.620841627306516,4.792,14.639664471572253,1.5636113860970475,3.4893293050223404,30.750680199084474
2349,6.804086947779251,9.85575978523821,4.393016243040122,6.1098896934141855,0.29068695057597715,7.402707586665548,57.64326599044918,3.980694384938869,0.8417311101454711,4.451571166803249,27.933560445799273,8.962638239287648,47.529518260924554,2.101408210869446,4.987358074416817,3.4368424665952713,29.28581651540272,1.1350284889229245,0.46753736839063637,0.6797500416118829,0.414,1.122,0.0,12.335209994778541,15.076284688583113,19.913863193622365,5.737018094336795,7.115809498015982,4.659,14.630434746912675,1.5320088709426583,3.3453172960156694,29.371260459584718
2350,6.4991574976594535,9.852549611265173,3.9129280946990526,6.106486897119785,0.2506869505759771,7.1086509998966365,54.648872197482724,3.730375080255232,0.7822140610796465,3.9016187170074277,25.428550403116787,8.577242489323623,50.68628384152625,1.9279840963303334,5.010796299580331,3.231411249514763,26.73417930539181,1.0453767676554515,0.4520613570675549,0.6038003570523973,0.392,1.084,0.0,11.534046574667904,14.463280485297833,18.675238610706025,5.335197907344561,6.65803483637505,4.566,13.661015839544918,1.4655223785599898,3.2507355585665514,25.093522091800757
