time,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
12,5.104488522800641,8.033247036873728,1.9297284926334735,5.066564962789716,0.2956869505759771,4.8419692428851935,41.518005072141214,3.448789095566578,0.778750463814203,2.865416416038809,22.8407972210391,8.05459824570858,48.26757214446245,1.2708403588794028,2.6321213055453407,2.867826994671055,19.191587200846158,1.1907881437951717,0.3046878277445524,0.6048340504240136,0.385,0.886,0.0,10.668222908336437,15.707600383162001,15.141435423049026,5.116421436714291,5.320069331680054,3.916,14.541990585333362,0.9037157814990421,2.4013430282969095,33.41176449787588
13,4.977740913995955,7.759866552560632,1.7968299036760524,5.0958345517562185,0.3061869505759771,4.924162451540154,40.64008537408195,3.437535443058474,0.786330586884117,2.246198116432109,23.868186343688173,8.1832203357106,46.96840754263395,1.1852696510589484,2.5841233224505764,3.082374164348776,17.451106482447933,1.189941135879333,0.2921065494675235,0.6063253059420608,0.382,0.871,0.0,10.801343017865078,15.740838302881784,15.477927514578592,5.478765380588202,5.309388055238896,3.787,14.65849279214342,0.8578526200379997,2.3571585272146645,35.135142040548274
14,4.854788236422079,7.514182115569373,1.7424646419049439,5.38609439170094,0.33068695057597713,4.814163111049348,39.57629911736609,3.4379397213284544,0.8089633863803979,1.9868205061058757,24.030019186095938,8.381314225652801,43.864367119855515,1.0953088650487248,2.639875439947445,3.2025755529090016,15.789230337780856,1.1986624674988773,0.27770127484631446,0.6123653006810407,0.377,0.965,0.0,10.984619764274727,15.788327743053722,15.404930314725423,5.366463649392129,5.393990561133971,3.676,14.92852903347407,0.8163905618870286,2.347163656515795,35.5664590570108
15,4.842202156747643,7.5637133208382,1.8920175477511987,5.236957732348776,0.3736869505759771,4.808334513457845,39.51220501683825,3.478812451529726,0.8566185759149648,1.9014651232192517,22.241108369177862,8.606147174841112,41.5470845474146,1.034834322702956,2.637575653712359,3.1665329213950186,15.333577856651795,1.2812044986695923,0.2692430589145522,0.6688767326950555,0.373,0.988,0.0,11.387125195885293,15.992550237067693,15.474688444044975,5.078561467098031,5.619134780582842,3.744,15.214340589254526,0.7928931482456809,2.27716475436641,35.140446219405014
16,5.046754720501253,7.735271806763177,2.3862125187682914,4.825857521139875,0.45968695057597714,4.91297640166645,41.09386936766688,3.6701738344095376,0.8647487821406884,2.181609383189528,21.55966898285447,8.651090088736034,40.77663112039812,1.1051940172762702,2.8506372465734455,3.10807630882994,16.279672722678868,1.3210988065218514,0.27482691646308477,0.6906674690984341,0.388,0.989,0.0,11.960874167521473,16.172078403461917,16.37268862030321,5.056218558280235,6.204795665146538,4.054,15.435141825593709,0.837747689181285,2.4550566560370415,34.95510744897094
17,5.322026717376317,8.39601797063154,2.6194113783635897,4.39488234679841,0.4971869505759771,5.056457990724096,44.49763458140971,3.937846580606413,0.8534944759967555,2.6892916757924636,21.889298341163236,8.68340917698046,43.74355022421258,1.2231260358347686,2.9124888550746224,3.241708434225734,18.520293090586478,1.3027750251741343,0.3018757494344568,0.6862546762629873,0.401,1.011,0.0,13.012605367364937,16.027976105382177,16.564266796309152,5.167420404490184,6.352623756237855,4.131,15.471521940966346,0.8895159892507203,2.46833776936862,37.282518621013566
18,5.279152461629488,8.553908821066475,2.64665625658424,4.6649426070183235,0.5051869505759771,5.057044369920293,45.14761031898544,3.890885240417126,0.8433081597311832,2.869714420353714,23.916802688668465,8.748361998896087,47.10323592402162,1.2444795996170623,2.9304090573578634,3.6353757137820537,19.167750289909392,1.2874203479433455,0.3176382429610657,0.6734066320325809,0.399,0.986,0.0,12.697086167785205,15.732862856959798,16.515435996147637,5.632402909129814,6.366825591842366,4.079,15.254139870524789,0.8959282853453902,2.476977059673311,38.38487722751765
19,5.09209309500837,8.282023453178036,2.6646464561628855,4.85301015211272,0.5041869505759771,5.000099747440739,44.236010936510674,3.6700834213071474,0.8415721515821536,3.1139134218999875,24.967644901133347,8.705967625473473,48.871579420654,1.2752163844346782,2.9499475419257877,3.5962576104414787,19.92549731422369,1.2611554444719972,0.3183215257065971,0.6711814891992405,0.398,0.978,0.0,12.270935168209816,15.43817398131679,16.453541134390466,6.051103986224534,6.306976757061623,4.085,14.88801766749979,0.917448228496172,2.467791679784362,36.66143218648774
20,4.9214272621246815,8.01624553822388,2.698212470703697,4.883346671617918,0.49268695057597717,5.061257627294256,42.64967496694,3.464272827944324,0.8280747869992207,3.389115509984768,25.804937361806765,8.595031204631754,49.55481443551329,1.340523788152397,3.008630701728614,3.3646975090919953,20.066174616685004,1.2350171319083547,0.30715307562301647,0.6543955337397204,0.395,0.96,0.0,11.852646944216405,15.396085579876807,16.26073569292354,6.1923731905421135,6.123524409582903,4.054,14.602940457468025,0.9155793826611474,2.487428014209156,34.24103662816113
21,4.817961614025283,7.991746770828717,2.924037917599609,4.951712747554741,0.4456869505759771,5.006173463414056,42.07846796396207,3.357270978837869,0.8134766329650072,3.592551688986262,26.57548234986848,9.069235246241888,50.23055660468712,1.4460229292532603,3.084780017022431,3.2056363454353964,19.99362576266194,1.1822733312255633,0.30570970745875403,0.6363146705256284,0.388,0.957,0.0,11.442939946064618,15.411044246862232,15.751806565188739,6.250183081706242,5.901313381463681,3.972,14.492637959474727,0.9006388406266612,2.4519689182842095,32.518792486706694
22,5.261613519403335,8.43734832612988,2.787608161632372,5.4277252789928845,0.39668695057597714,5.253660897715894,42.912352498246676,3.250632459756443,0.7721526802292455,3.4183956455859943,26.358314029338057,8.762021878124008,54.39202465826254,1.462566679820807,3.2018842234405263,3.115102316180313,19.628341269888416,1.1215012913674058,0.34782732929488536,0.5930530494737012,0.381,1.063,0.0,11.105099591151827,15.575485453243118,15.388103323171794,6.100899815895231,5.610547970741537,4.048,14.538470988734725,0.9169204572053782,2.452157993143991,30.909607351677156
23,4.93986812324896,8.513806606554455,2.514380746696431,5.393084416481734,0.34318695057597715,4.965112694828031,40.43331360256828,3.027262567815119,0.7349113812133534,2.9124529078490755,24.386209509816627,8.341578480334478,56.37204824364522,1.3530930291904133,3.123739097509581,3.0515259216891275,17.80723640085287,1.0563310537795823,0.34459859748696176,0.5440181720225885,0.374,1.076,0.0,10.592615274881004,15.236280496288973,14.501110863583836,5.802744182618635,5.325558860808051,4.079,13.779644958276988,0.8394332945725662,2.365118548177935,29.89621276072164
24,4.6275851321647705,8.073623760331369,2.300447356406855,5.587222623779433,0.3041869505759771,4.470022214502277,37.403098711540856,2.8549798913250704,0.6944105597531748,2.5438492612739623,21.819187035204806,7.984647484213144,53.339176518465976,1.1407152717029414,2.806899964538749,2.969131047929409,15.763513684989285,0.9959770256235925,0.32304853047594373,0.5008863146022071,0.349,0.988,0.0,10.143811006309715,14.645958435217398,13.63035647033612,5.313494325438355,5.171662227139726,4.067,13.143995871935514,0.7661558863571293,2.2581086988275008,26.860286689637572
25,4.33324517505605,7.739745447885159,2.1176099136097886,5.900743760917569,0.28368695057597715,4.4259767290192364,35.51255396346513,2.724927613612399,0.6653447445426562,2.2995811561426223,19.48498162963112,7.653259523230389,51.720201241744405,1.0073107748519705,2.6440967286141417,2.7673311701478664,14.318889853615337,0.9611426690185079,0.2982953684280536,0.47215804381754695,0.314,0.895,0.0,9.851853417858997,14.307875223377717,13.006566500769013,4.793937262991835,5.0440885538519,3.834,12.902796394229961,0.7195982134827796,2.1339818549829226,25.948901411302632
26,4.123171765782445,7.311944117754477,1.8913874826116672,5.903812579121727,0.27068695057597714,4.41801932676098,34.08590334891774,2.6524743031755778,0.627743351298618,1.7939484020733634,18.042739614815016,7.357570542789299,49.6857803681317,0.8967316916624222,2.417081966915225,2.5357005254310274,13.047879243657672,0.9328099203939428,0.2822267286672243,0.43740476914766846,0.286,0.819,0.0,9.51935226644458,14.044114405070792,12.692107494580846,4.353901890135903,4.993630364625546,3.586,12.6057728427736,0.6588564524461216,2.1158589404997765,25.15674671900466
27,3.778913649854294,6.900027151629123,1.3829088133220333,5.57776704855573,0.27468695057597714,4.069071501921666,32.83330888203017,2.5591321097879094,0.5700732984276742,0.9159199213401052,16.87898658610162,6.71896119896291,44.38527916883375,0.7846738791818612,2.1552115240790846,2.3484444503514346,11.464231158621576,0.8918923359134912,0.264043521510828,0.38934225878363526,0.267,0.771,0.0,9.232291801324108,13.43877352899084,12.400336598915228,4.00662950159489,4.9920227393123335,3.369,12.191179008558574,0.6035610200876591,2.0099579344556058,23.256220897990524
28,3.186543861557929,6.435680982615853,1.389577970651582,4.666337273710699,0.28018695057597715,3.4474543388219696,30.652926077804672,2.394418946057566,0.5748727221307425,0.759637452323294,15.75521860726148,6.754492124950632,37.27503668508702,0.5695534187827482,1.72511291024165,2.1248458300628448,9.079538605209363,0.9063517832291637,0.2257790566424397,0.41020403490237545,0.259,0.756,0.0,8.92769975049481,12.241474479670291,12.132985376337722,3.78485278877959,5.088028930289893,3.292,11.123484358789845,0.49515443526053254,1.884557533767678,21.134977991848388
29,3.3835052469842353,6.465889443485424,1.5448861337332171,4.452662845552878,0.29018695057597715,3.4599776699546156,30.689455477239814,2.448589195852995,0.6021502418066368,0.9852065383778541,15.871293005942176,7.011691666459027,37.0058551242416,0.6084861055393349,1.8185053569950604,1.9044088137927928,9.386893967387264,0.9647492102957148,0.23088223537891223,0.4488471837147118,0.262,0.777,0.0,9.065467708693072,12.14418799899299,12.474308461522488,3.6093532899924803,5.264490904242852,3.317,11.168271045365497,0.5171865972472586,1.911671669349766,17.82477108989699
30,3.62381792587789,6.766891974615325,1.7247026800178678,4.513347675771275,0.3131869505759771,3.6811083116502887,31.976652296871315,2.614636892037698,0.6443039045058148,1.1588480960910164,17.114887256929983,7.015684185787666,39.00007322997159,0.7328223996271956,2.0729480053379836,1.842131241536042,11.436702045367765,1.0306700800248874,0.22500117802221573,0.4870027750484076,0.265,0.818,0.0,9.518859239297234,12.528811115412202,13.427958729690458,3.588534247515512,5.455720972485528,3.328,11.48354325549885,0.5870569246030802,2.017999863667007,17.83395899755002
31,4.0229051515824,7.051942093630064,2.174265771101218,4.467340796652861,0.34468695057597715,3.9262336725693117,33.69140543609483,2.8276453309864253,0.6812041261431531,1.5326300241871862,18.65133664171684,7.389814480430557,40.69072970352394,0.8379058506851781,2.2715053730869723,1.9004688821823466,13.326165356507767,1.0965031058104258,0.2284226199892904,0.5248630502981233,0.281,0.822,0.0,10.123632365529666,13.04571680973206,14.086753865129184,3.7475061713891766,5.700286450079605,3.527,12.054625934010538,0.6676719300126688,2.0889880878173934,19.889362905847378
32,4.4246102799627325,7.6190377743307325,2.5373691809198577,4.62462084258505,0.34968695057597715,4.181939105563641,36.1887290842923,3.100914868699792,0.7250115874155332,2.0862115898603744,20.457759259671842,7.6047035879569655,44.09740647713417,1.0230828845075557,2.5929609278317574,2.01142481108794,15.533627663267415,1.171087156576215,0.2504294169850944,0.5596661582202879,0.316,0.888,0.0,10.918628918199147,13.498178852142518,14.844006772584486,3.95782395861209,5.988462941054451,3.744,12.759519539509608,0.7677669221537007,2.2413465555843333,22.284025190659356
33,4.889552659190939,8.178229563263832,2.6799736825184164,4.647163384197521,0.3551869505759771,4.726913584468969,39.48460949623275,3.3771183497345114,0.7801041514356968,2.4967789012483594,23.22307593065005,7.784034696232357,47.70069834758796,1.2079267432594716,2.89674878956437,2.1938578905193657,18.091525779345858,1.255684333210895,0.2642204751284719,0.6165647685093505,0.359,0.96,0.0,11.619030945331462,14.088458159965448,16.18093320724316,4.291794916516385,6.11211217986347,3.945,13.542951523550474,0.8862686017456902,2.438514248241182,25.147133943568335
34,5.293492109395631,8.705659385900654,2.6631406224646805,4.757977966129593,0.35168695057597715,5.234147860605502,42.22799773808403,3.5830085797157705,0.8048081587431251,2.7855686481508224,25.83371011791639,7.934429661861037,50.55422098474365,1.3553721867805413,3.0659756845812636,2.4092153507121354,20.177639338331375,1.3138729389404231,0.290954125406565,0.6407222971811188,0.385,1.0,0.0,12.038465087874338,14.898598201244141,17.21373751084104,4.91414294222165,6.107637359642578,4.06,14.218775417361348,0.9822861982965783,2.497996210235678,28.78682070034386
35,5.4831044880572275,9.044127332574009,2.565994166228786,4.9453507437524795,0.33968695057597714,5.518908552822399,44.42877182707234,3.660900201611537,0.8121967243684223,2.99203789783139,26.760253348855542,8.04473169639116,52.10036563751494,1.4510145946986421,3.1608083427036737,2.732437447199592,21.364466377722135,1.3536609798379304,0.3058506420174671,0.6520535349463032,0.394,0.994,0.0,12.125007427239213,15.228830755759486,17.48817683571362,5.29054215295075,6.043518994770474,4.034,14.637848253432367,1.0386821645676727,2.7256951548992454,31.088411677038714
36,5.446429479427278,9.142849207134809,2.42378258097699,4.822101757061658,0.33418695057597714,5.515137872666688,45.396488524788836,3.660906294979639,0.8183262101127389,3.0744401214404777,26.74452281862555,8.071262305793596,54.74944531847928,1.4742355329402046,3.194845802409426,2.9540005279146784,21.29312898934514,1.3593701551955655,0.32046472158906164,0.6541639167345479,0.39,0.982,0.0,12.119191880241122,15.27414931307646,17.643653307090073,5.467331690515252,5.982523402857133,4.012,14.701408240710554,1.0939392447891643,2.678463646870224,32.380384539248155
37,5.288681870622593,8.94996872282171,2.2840097478743147,4.774774388916422,0.33218695057597714,5.601255623249661,44.509873958784,3.6273803433336727,0.8191588035125608,2.956571853573225,27.20506447606277,8.186847370676087,53.07295425345515,1.450323821794891,3.1403478193146612,3.1321076248470994,20.232885945354695,1.3503852720657121,0.3020425512381185,0.653485727676348,0.379,0.977,0.0,12.136241209051988,15.359362807606853,17.888579729455746,5.742842860638105,5.9359081454400755,3.93,14.674910447520615,1.0626150289312464,2.650808458892819,33.932005375237765
38,5.130689579862722,8.786926952714682,2.247451131164816,5.016825795121784,0.3631869505759771,5.438017146105407,43.35387590728598,3.5988918407304467,0.8364416145894339,2.82594215096314,27.534897318470534,8.438782537434196,49.78624029387234,1.3940220324598083,3.1592712316421245,3.2226268809259304,19.322772126279837,1.3487259625789205,0.29223979396591354,0.6545901290031793,0.379,1.092,0.0,12.28933873617941,15.33160167639541,17.83114819876647,5.840541129442031,5.987436900261132,3.858,14.776352684370309,1.041023235931104,2.6048755805575845,34.30084079478604
39,5.058748306781282,8.707671098900603,2.4446007144802664,5.057170552957155,0.41618695057597715,5.336798495716479,43.120375144030405,3.589309169207445,0.889548045079251,2.721625491633979,26.560144005228373,8.69244441737526,47.1986312582358,1.3468884934388985,3.184300150576445,3.147326309148042,19.189308425220098,1.4010252278573143,0.2843835210547185,0.7092710055934413,0.382,1.105,0.0,12.438426848726166,15.418949456101073,17.841449195118617,5.734471720898993,6.218654870784022,3.926,15.241301225478892,0.9936555571389278,2.51322338057609,33.90656626077729
40,5.205695677127892,8.827730447482802,2.9313923629665535,4.785199706262917,0.5046869505759771,5.3010695733759565,44.711649758967894,3.8975993781111438,0.8961294922602248,2.881633088591196,25.91954711522907,8.819741365515624,45.96530474962607,1.3850675231645826,3.418783038268125,3.1151875641015683,20.20721451117785,1.4369033879695585,0.2866626981984229,0.7245939452907455,0.401,1.069,0.0,12.836805481579466,15.773453197305908,18.66588370221296,5.704823077083173,6.853249736323617,4.195,15.815696466299027,0.9817895739793133,2.6996445953515624,33.649328239056
41,5.425560289229631,9.484695224747542,3.1384654667071072,4.6031853447718145,0.5311869505759771,5.287551162433603,47.65801704341853,4.309406044802389,0.8874239451610416,3.221003702311352,26.043176473537834,8.91170641951461,48.30422385344053,1.442999541723081,3.4571372133855487,3.216743881714851,22.65683487908546,1.4114949117885425,0.3164802113327748,0.71781839373762,0.417,1.092,0.0,13.847369362359123,15.95805005515054,18.6104846803502,5.780192149542065,6.991077827414934,4.322,15.969733340072194,0.9911486632947957,2.6979877010467748,36.542744400818776
42,5.2827521476891395,9.530906246183452,3.1049493124108025,4.952245604991727,0.5301869505759771,5.26062229474751,48.02944282570935,4.236485791742725,0.874160649470879,3.2563664895728768,28.19768578993083,8.897782662851975,51.192909553249564,1.4273531055053748,3.3896361208381958,3.7437994933159287,23.417365590772786,1.3781402345577536,0.34359828103751483,0.7014183011165191,0.414,1.08,0.0,13.395267481843199,15.935812069138724,18.368613750386093,6.396424996661871,6.926279663019444,4.318,15.732174561967158,1.0091517486355124,2.6850976782466254,38.28052070613289
43,4.979902505308981,9.191165270493691,3.0455071895680135,5.058313150086125,0.5221869505759771,5.122425832624321,46.468310923064244,3.867438707357894,0.8518892806774925,3.3822538122363697,29.319880086101822,8.786657650729769,52.47410515981414,1.4290898903229907,3.3702581454693377,3.7747771774027847,23.981161509425547,1.3445155748807556,0.34419535919323263,0.6976569305208372,0.411,1.069,0.0,12.79001994392177,15.58852347576018,18.138028166481565,6.9981814662744375,6.779496847262802,4.276,15.251778388285908,0.9910329763853302,2.6279122983576775,37.16959402375168
44,4.822975290803342,8.784749498477362,3.0486698815780207,4.963689551666382,0.5151869505759771,5.130968736938353,43.84461008440622,3.6178202278691507,0.8361832641495861,3.528105497880905,30.230505455717303,8.546744635899454,51.768394827945976,1.4503201133301893,3.4008387474846717,3.532034943571907,22.958838811886856,1.2951546922697994,0.32460969196913947,0.6827826989082814,0.4,1.034,0.0,12.268278658038168,15.425384801627954,17.66233045032681,7.149450670592016,6.50816074379074,4.199,14.938111958047974,0.9717510023083472,2.6390779458873115,35.21837282648084
45,4.6946935284976075,8.564715294281854,3.242369572619187,5.08058803500613,0.4711869505759771,5.037274625855578,42.71155155075498,3.4500054506578364,0.8167702649747408,3.6290454907493084,30.69905541266679,9.158549991840784,51.79971729712891,1.5064181033140622,3.412645473117302,3.3360654682256303,21.968241063525333,1.228828565334045,0.3018294277897257,0.659315301789204,0.395,1.014,0.0,11.768763442150895,15.57021873102394,16.99244692685461,7.0660392580011315,6.186701433616659,4.144,14.822038747910245,0.949401249519908,2.589089536857524,33.25268389428365
46,5.161675470922011,8.838285359947506,3.0639688165425802,5.581914126892931,0.4251869505759771,5.308436213915698,43.54472946702695,3.338488203969815,0.7599576171376647,3.403435357999677,29.55972958846045,8.724046711203817,55.85149120348684,1.528961853881609,3.476056800364283,3.2280567501917656,21.078145350821135,1.1319666866575795,0.33439693960822864,0.5847090675697851,0.387,1.096,0.0,11.40449644574005,15.876683488383,16.454771961428975,6.7170063346702955,5.876195137760727,4.147,14.87350688435431,0.9422218117017495,2.557278611717306,31.62619152339563
47,4.755267736145895,8.871888632138583,2.7217704014972686,5.868943264372332,0.3771869505759771,4.9295142380836,41.39100850178253,3.122403259267319,0.7211405449106557,2.848667636132482,27.29170472419241,8.317837810194613,56.6449835987015,1.3933123945194805,3.2792242969193826,3.1180773872672605,18.506385475862345,1.0604568887091141,0.32934190550027087,0.5278882905638796,0.382,1.071,0.0,10.929706500588871,15.546654393939471,15.306283954246597,6.356684790156534,5.578745084869598,4.119,14.323096417965187,0.8911993694700866,2.414139600060815,30.150039916118722
48,4.428654856116672,8.33209931545695,2.4661145778837525,5.920549064267105,0.33018695057597713,4.4319327814607625,38.10776055055026,2.9626651810529974,0.6892897350310692,2.4520256367007036,24.30450684431444,7.932834924433672,53.28783706504772,1.178198459646348,2.9249687040117696,3.0651121748625347,15.588802645729622,1.0148762424008178,0.29845905562976527,0.5059258777197453,0.356,1.007,0.0,10.481010007818174,15.014332332867896,14.199404508015414,5.777174015492942,5.357914470225375,4.147,13.928013344055113,0.8214129807028574,2.2935230561090103,27.43321561913922
49,4.10923620662129,7.861928271448556,2.2724414901344465,5.993149270629939,0.3096869505759771,4.354811837905734,35.959664767120636,2.817594880764985,0.6582033811556409,2.1678941945824204,21.712296469852987,7.609996745999979,51.101555935543644,1.0161891368561786,2.751165468087162,2.8490543568170867,13.983056407652803,0.9882644558430465,0.2702058935818751,0.4771124140434583,0.32,0.898,0.0,10.134324304783986,14.670849386866003,13.48524232866178,5.1428382568014355,5.204092514882688,3.899,13.501751112429979,0.7692645185824609,2.171863533005638,26.503087047487078
50,3.8804530731067235,7.53284641737147,2.0190161048955506,5.7934120030575755,0.2996869505759771,4.29942087001655,34.32844514207027,2.701413869466027,0.6143005457146995,1.5975347665392756,19.78320698982503,7.224489457512116,48.5204098704055,0.8944727251639781,2.490055550110811,2.650681652364153,12.66299690335668,0.9526540678242623,0.24112208971872903,0.44229146076856474,0.289,0.815,0.0,9.74857315336957,14.28548830272129,13.055280585243608,4.635497148947481,5.130832382728637,3.605,13.031927300221325,0.7211135467918497,2.140749996165917,25.692382135652014
51,3.5217843686141412,7.0928634904993695,1.4798565463990503,5.391988362334104,0.2946869505759771,3.945333696628278,33.21114427884737,2.6973259526408806,0.5412687424252545,0.6889375085874532,18.4034589299994,6.400876538431897,42.88112056459888,0.769177393495668,2.2051825406584245,2.4358497695020493,11.125152899253298,0.9065062359695768,0.21176226589670483,0.38411837715689345,0.271,0.747,0.0,9.388533868730638,13.68599771576026,12.613579092906347,4.290224760406467,5.10030452000065,3.367,12.426338426471627,0.6298680856911582,2.034523688576221,24.061237162839355
