scenario,time,node,importPriceCarrier
a,0,SE33,70.0
a,0,SI03,70.0
a,0,SI04,70.0
a,0,SK01,70.0
a,0,SK03,70.0
a,0,SK04,70.0
a,0,SKO2,70.0
a,0,UK13,70.0
a,0,UKC1,70.0
a,0,UKC2,70.0
a,0,UKD1,70.0
a,0,UKD3,70.0
a,0,UKD4,70.0
a,0,UKD6,70.0
a,0,UKD7,70.0
a,0,UKE1,70.0
a,0,UKE2,70.0
a,0,UKE3,70.0
a,0,UKE4,70.0
a,0,UKF1,70.0
a,0,UKF2,70.0
a,0,UKF3,70.0
a,0,UKG1,70.0
a,0,UKG2,70.0
a,0,UKG3,70.0
a,0,UKH1,70.0
a,0,UKH2,70.0
a,0,UKH3,70.0
a,0,UKI4,70.0
a,0,UKI6,70.0
a,0,UKIS,70.0
a,0,UKIZ,70.0
a,0,UKJ1,70.0
a,0,UKJ2,70.0
a,0,UKJ3,70.0
a,0,UKJ4,70.0
a,0,UKK1,70.0
a,0,UKK2,70.0
a,0,UKK3,70.0
a,0,UKK4,70.0
a,0,UKL1,70.0
a,0,UKL2,70.0
a,0,UKM5,70.0
a,0,UKM6,70.0
a,0,UKM7,70.0
a,0,UKM8,70.0
a,0,UKM9,70.0
a,0,UKNO,70.0
