scenario,time,node,availabilityCarrier
a,0,ES63,381638.5195
a,0,ES64,608639.5676
a,0,ES70,0.0
a,0,F119,0.0
a,0,FI1B,12721985.8
a,0,FI1C,34832443.42
a,0,FI1D,20673092.94
a,0,FI20,392144.7777
a,0,FR10,137091236.3
a,0,FRBO,0.0
a,0,FRC1,104480746.4
a,0,FRC2,44146829.85
a,0,FRD1,91073840.12
a,0,FRD2,66705078.35
a,0,FRE1,97466975.37
a,0,FRE2,91147296.37
a,0,FRF1,27176818.01
a,0,FRF2,108822773.8
a,0,FRF3,83973964.65
a,0,FRGO,0.0
a,0,FRHO,0.0
a,0,FRI1,79524199.57
a,0,FRI2,31984469.06
a,0,FRI3,123558118.8
a,0,FRJ1,41661956.39
a,0,FRJ2,123152986.3
a,0,FRK1,61209058.13
a,0,FRK2,110541003.1
a,0,FRLO,0.0
a,0,FRMO,0.0
a,0,FRY1,0.0
a,0,FRY2,0.0
a,0,FRY3,0.0
a,0,FRY4,0.0
a,0,FRY5,0.0
a,0,HR04,0.0
a,0,HRO3,0.0
a,0,HU11,4360313.387
a,0,HU12,16264663.9
a,0,HU21,33075346.95
a,0,HU22,19654953.61
a,0,HU23,38132107.04
a,0,HU31,19565498.42
a,0,HU32,61800599.46
a,0,HU33,67117243.29
a,0,IE04,45034540.31
a,0,IE05,97863476.91
a,0,IE06,37563827.78
a,0,ISOO,0.0
a,0,IT13,0.0
a,0,IT14,0.0
a,0,ITC1,86349385.42
a,0,ITC2,2143029.239
a,0,ITC3,10729144.98
a,0,ITC4,222783532.8
a,0,ITF1,19563624.97
a,0,ITF2,9730146.814
a,0,ITF3,66292130.48
a,0,ITF4,57547836.18
a,0,ITF5,17817721.46
a,0,ITF6,21142561.39
a,0,ITG1,60777380.36
a,0,ITG2,33060408.23
a,0,ITH1,8215593.543
a,0,ITH2,6142963.657
a,0,ITH3,118795020.5
a,0,ITH4,23329986.46
a,0,ITH5,116422787.4
a,0,ITI1,44175551.51
a,0,ITI2,21224506.44
a,0,LIOO,0.0
a,0,LT01,9283582.762
a,0,LTO2,0.0
a,0,LUOO,0.0
a,0,LVOO,0.0
a,0,ME00,2508562.832
a,0,MKOO,0.0
a,0,MTOO,0.0
a,0,NL11,23272202.93
a,0,NL12,34502694.23
a,0,NL13,20166761.22
a,0,NL21,48768691.88
a,0,NL22,71941890.59
a,0,NL23,11397068.08
a,0,NL31,25888003.92
a,0,NL32,42373855.61
a,0,NL33,55722610.23
a,0,NL34,11881118.72
a,0,NL41,93290753.48
a,0,NL42,39041017.37
a,0,NO01,0.0
a,0,NO03,0.0
a,0,NO04,0.0
a,0,NO05,0.0
a,0,NO06,8995006.491
a,0,NO07,3765575.644
a,0,NOO2,0.0
a,0,PL21,29065883.59
a,0,PL22,30766454.83
a,0,PL41,121849089.0
a,0,PL42,42130068.68
a,0,PL43,19955564.03
a,0,PL51,55874602.49
a,0,PL52,34650631.99
a,0,PL61,62669151.27
a,0,PL62,42361053.66
a,0,PL63,36200189.64
a,0,PL71,51324169.46
a,0,PL72,22159519.33
a,0,PL81,52960549.2
a,0,PL82,21593628.49
a,0,PL84,36209866.83
a,0,PL91,18599145.93
a,0,PL92,79150179.51
a,0,PT11,31067484.69
a,0,PT15,3019408.379
a,0,PT16,36290385.82
a,0,PT17,19309121.59
a,0,PT18,38869673.06
a,0,PT20,0.0
a,0,PT30,0.0
a,0,R042,0.0
a,0,RO11,39409065.22
a,0,RO12,31077373.92
a,0,RO21,42902146.84
a,0,RO22,63728837.52
a,0,RO31,79558359.85
a,0,RO32,4494988.702
a,0,RO41,47418936.89
a,0,RS11,4943628.06
a,0,RS12,60130660.63
a,0,RS21,30338880.49
a,0,RS22,21894439.31
a,0,SE11,16171146.06
a,0,SE12,39845571.1
a,0,SE21,20645725.11
a,0,SE22,47967384.08
a,0,SE23,33767978.0
a,0,SE31,7521608.663
a,0,SE32,2421994.728
a,0,SE33,3440295.718
a,0,SI03,17395489.03
a,0,SI04,7138770.653
a,0,SK01,7827131.67
a,0,SK03,13885283.0
a,0,SK04,14591215.83
a,0,SKO2,0.0
a,0,UK13,0.0
a,0,UKC1,18772912.45
a,0,UKC2,22809098.18
a,0,UKD1,23652919.91
a,0,UKD3,20957424.81
a,0,UKD4,22208338.69
a,0,UKD6,16857995.96
a,0,UKD7,11288693.09
a,0,UKE1,28766359.02
a,0,UKE2,49142572.14
a,0,UKE3,13783853.08
a,0,UKE4,20600067.78
a,0,UKF1,34760042.74
a,0,UKF2,37989568.28
a,0,UKF3,49482408.63
a,0,UKG1,41259610.79
a,0,UKG2,39456106.67
a,0,UKG3,20448823.51
a,0,UKH1,100985605.0
a,0,UKH2,22872551.01
a,0,UKH3,27381625.87
a,0,UKI4,15866425.22
a,0,UKI6,8953708.908
a,0,UKIS,0.0
a,0,UKIZ,0.0
a,0,UKJ1,45879329.06
a,0,UKJ2,27585911.78
a,0,UKJ3,27141860.81
a,0,UKJ4,20349646.86
a,0,UKK1,44621438.65
a,0,UKK2,31655071.73
a,0,UKK3,15710215.35
a,0,UKK4,30092124.92
a,0,UKL1,41355273.54
a,0,UKL2,28181540.23
a,0,UKM5,22114987.47
a,0,UKM6,15934334.49
a,0,UKM7,47273450.46
a,0,UKM8,11240480.73
a,0,UKM9,37442141.7
a,0,UKNO,0.0
