scenario,time,node,availabilityCarrier
a,0,AL01,7459560.926
a,0,ALO2,0.0
a,0,ALO3,0.0
a,0,AT11,10973554.06
a,0,AT12,65289817.66
a,0,AT13,28044908.44
a,0,AT21,15421604.13
a,0,AT22,34252583.22
a,0,AT31,45685351.82
a,0,AT32,12899679.82
a,0,AT33,16279126.09
a,0,AT34,7696821.635
a,0,BE10,9388567.356
a,0,BE21,32955984.04
a,0,BE22,15653760.02
a,0,BE23,28848026.78
a,0,BE24,15845395.44
a,0,BE25,47220942.44
a,0,BE31,8006812.158
a,0,BE32,27579860.33
a,0,BE33,22573392.27
a,0,BE34,11162184.73
a,0,BE35,16066300.11
a,0,BG31,23908397.29
a,0,BG32,22895771.14
a,0,BG33,19148247.9
a,0,BG34,26677893.89
a,0,BG41,5037147.641
a,0,BG42,19626760.89
a,0,CH04,23005887.93
a,0,CH05,28948135.5
a,0,CH06,21048837.33
a,0,CH07,5277090.375
a,0,CHO1,0.0
a,0,CHO2,0.0
a,0,CHO3,0.0
a,0,CYOO,0.0
a,0,CZ01,2093202.655
a,0,CZ02,27467229.28
a,0,CZ03,33878698.3
a,0,CZ04,10641083.23
a,0,CZ06,35786924.87
a,0,CZ07,17899124.75
a,0,CZ08,8293591.868
a,0,CZO,0.0
a,0,DE11,70845863.03
a,0,DE12,38941456.25
a,0,DE13,34096904.64
a,0,DE14,43648560.51
a,0,DE21,86773094.01
a,0,DE22,57280197.65
a,0,DE23,32098794.14
a,0,DE24,25904170.63
a,0,DE25,40129227.22
a,0,DE26,36058102.93
a,0,DE27,49997114.97
a,0,DE30,31446810.55
a,0,DE40,99401602.75
a,0,DE50,6618608.217
a,0,DE60,16746115.24
a,0,DE71,50962354.81
a,0,DE72,20864008.34
a,0,DE73,33340618.03
a,0,DE80,96807453.69
a,0,DE91,47305033.57
a,0,DE92,66704780.09
a,0,DE93,79009530.51
a,0,DE94,129539373.4
a,0,DEA1,65649600.39
a,0,DEA2,59298450.13
a,0,DEA3,85873341.24
a,0,DEA4,52148117.18
a,0,DEA5,53044379.36
a,0,DEB1,26836883.65
a,0,DEB2,12197024.38
a,0,DEB3,33852337.1
a,0,DECO,0.0
a,0,DED2,40056381.48
a,0,DED4,38373999.54
a,0,DED5,27971624.63
a,0,DEEO,0.0
a,0,DEFO,0.0
a,0,DEGO,0.0
a,0,DK01,26104124.76
a,0,DK02,50347348.68
a,0,DK03,96129756.69
a,0,DK04,92837638.16
a,0,DK05,56911420.46
a,0,EE00,20753206.48
a,0,EL30,2813910.785
a,0,EL41,2156613.832
a,0,EL42,1909710.011
a,0,EL43,8289256.589
a,0,EL51,19027067.46
a,0,EL52,32593568.22
a,0,EL53,7422207.153
a,0,EL54,10384496.69
a,0,EL61,21135237.67
a,0,EL62,1161893.497
a,0,EL63,12328713.88
a,0,EL64,9870649.007
a,0,EL65,5027467.537
a,0,ES11,56597858.95
a,0,ES12,15578476.93
a,0,ES13,9498272.873
a,0,ES21,21671801.0
a,0,ES22,24654216.78
a,0,ES23,8395177.911
a,0,ES24,96595044.82
a,0,ES30,52339997.26
a,0,ES41,206865384.8
a,0,ES42,126514385.4
a,0,ES43,62832929.52
a,0,ES51,143901760.8
a,0,ES52,51605364.92
a,0,ES53,10787476.09
a,0,ES61,152978672.7
a,0,ES62,26063582.15
