carrier,node,time_operation,carbon_emissions_carrier
electricity,ES24,2,0.0
electricity,ES24,3,0.0
electricity,ES24,4,0.0
electricity,ES24,5,0.0
electricity,ES24,6,0.0
electricity,ES24,7,0.0
electricity,ES24,8,0.0
electricity,ES24,9,0.0
electricity,ES24,10,0.0
electricity,ES24,11,0.0
electricity,ES24,12,0.0
electricity,ES24,13,0.0
electricity,ES30,0,0.0
electricity,ES30,1,0.0
electricity,ES30,2,0.0
electricity,ES30,3,0.0
electricity,ES30,4,0.0
electricity,ES30,5,0.0
electricity,ES30,6,0.0
electricity,ES30,7,0.0
electricity,ES30,8,0.0
electricity,ES30,9,0.0
electricity,ES30,10,0.0
electricity,ES30,11,0.0
electricity,ES30,12,0.0
electricity,ES30,13,0.0
electricity,ES41,0,0.0
electricity,ES41,1,0.0
electricity,ES41,2,0.0
electricity,ES41,3,0.0
electricity,ES41,4,0.0
electricity,ES41,5,0.0
electricity,ES41,6,0.0
electricity,ES41,7,0.0
electricity,ES41,8,0.0
electricity,ES41,9,0.0
electricity,ES41,10,0.0
electricity,ES41,11,0.0
electricity,ES41,12,0.0
electricity,ES41,13,0.0
electricity,ES42,0,0.0
electricity,ES42,1,0.0
electricity,ES42,2,0.0
electricity,ES42,3,0.0
electricity,ES42,4,0.0
electricity,ES42,5,0.0
electricity,ES42,6,0.0
electricity,ES42,7,0.0
electricity,ES42,8,0.0
electricity,ES42,9,0.0
electricity,ES42,10,0.0
electricity,ES42,11,0.0
electricity,ES42,12,0.0
electricity,ES42,13,0.0
electricity,ES43,0,0.0
electricity,ES43,1,0.0
electricity,ES43,2,0.0
electricity,ES43,3,0.0
electricity,ES43,4,0.0
electricity,ES43,5,0.0
electricity,ES43,6,0.0
electricity,ES43,7,0.0
electricity,ES43,8,0.0
electricity,ES43,9,0.0
electricity,ES43,10,0.0
electricity,ES43,11,0.0
electricity,ES43,12,0.0
electricity,ES43,13,0.0
electricity,ES51,0,0.0
electricity,ES51,1,0.0
electricity,ES51,2,0.0
electricity,ES51,3,0.0
electricity,ES51,4,0.0
electricity,ES51,5,0.0
electricity,ES51,6,0.0
electricity,ES51,7,0.0
electricity,ES51,8,0.0
electricity,ES51,9,0.0
electricity,ES51,10,0.0
electricity,ES51,11,0.0
electricity,ES51,12,0.0
electricity,ES51,13,0.0
electricity,ES52,0,0.0
electricity,ES52,1,0.0
electricity,ES52,2,0.0
electricity,ES52,3,0.0
electricity,ES52,4,0.0
electricity,ES52,5,0.0
electricity,ES52,6,0.0
electricity,ES52,7,0.0
electricity,ES52,8,0.0
electricity,ES52,9,0.0
electricity,ES52,10,0.0
electricity,ES52,11,0.0
electricity,ES52,12,0.0
electricity,ES52,13,0.0
electricity,ES53,0,0.0
electricity,ES53,1,0.0
electricity,ES53,2,0.0
electricity,ES53,3,0.0
electricity,ES53,4,0.0
electricity,ES53,5,0.0
electricity,ES53,6,0.0
electricity,ES53,7,0.0
electricity,ES53,8,0.0
electricity,ES53,9,0.0
electricity,ES53,10,0.0
electricity,ES53,11,0.0
electricity,ES53,12,0.0
electricity,ES53,13,0.0
electricity,ES61,0,0.0
electricity,ES61,1,0.0
electricity,ES61,2,0.0
electricity,ES61,3,0.0
electricity,ES61,4,0.0
electricity,ES61,5,0.0
electricity,ES61,6,0.0
electricity,ES61,7,0.0
electricity,ES61,8,0.0
electricity,ES61,9,0.0
electricity,ES61,10,0.0
electricity,ES61,11,0.0
electricity,ES61,12,0.0
electricity,ES61,13,0.0
electricity,ES62,0,0.0
electricity,ES62,1,0.0
electricity,ES62,2,0.0
electricity,ES62,3,0.0
electricity,ES62,4,0.0
electricity,ES62,5,0.0
electricity,ES62,6,0.0
electricity,ES62,7,0.0
electricity,ES62,8,0.0
electricity,ES62,9,0.0
electricity,ES62,10,0.0
electricity,ES62,11,0.0
electricity,ES62,12,0.0
electricity,ES62,13,0.0
electricity,ES63,0,0.0
electricity,ES63,1,0.0
electricity,ES63,2,0.0
electricity,ES63,3,0.0
electricity,ES63,4,0.0
electricity,ES63,5,0.0
electricity,ES63,6,0.0
electricity,ES63,7,0.0
electricity,ES63,8,0.0
electricity,ES63,9,0.0
electricity,ES63,10,0.0
electricity,ES63,11,0.0
electricity,ES63,12,0.0
electricity,ES63,13,0.0
electricity,ES64,0,0.0
electricity,ES64,1,0.0
electricity,ES64,2,0.0
electricity,ES64,3,0.0
electricity,ES64,4,0.0
electricity,ES64,5,0.0
electricity,ES64,6,0.0
electricity,ES64,7,0.0
electricity,ES64,8,0.0
electricity,ES64,9,0.0
electricity,ES64,10,0.0
electricity,ES64,11,0.0
electricity,ES64,12,0.0
electricity,ES64,13,0.0
electricity,ES70,0,0.0
electricity,ES70,1,0.0
electricity,ES70,2,0.0
electricity,ES70,3,0.0
electricity,ES70,4,0.0
electricity,ES70,5,0.0
electricity,ES70,6,0.0
electricity,ES70,7,0.0
electricity,ES70,8,0.0
electricity,ES70,9,0.0
electricity,ES70,10,0.0
electricity,ES70,11,0.0
electricity,ES70,12,0.0
electricity,ES70,13,0.0
electricity,FI19,0,0.0
electricity,FI19,1,0.0
electricity,FI19,2,0.0
electricity,FI19,3,0.0
electricity,FI19,4,0.0
electricity,FI19,5,0.0
electricity,FI19,6,0.0
electricity,FI19,7,0.0
electricity,FI19,8,0.0
electricity,FI19,9,0.0
electricity,FI19,10,0.0
electricity,FI19,11,0.0
electricity,FI19,12,0.0
electricity,FI19,13,0.0
electricity,FI1B,0,0.00010496940105978081
electricity,FI1B,1,0.00013080802302131388
electricity,FI1B,2,0.0
electricity,FI1B,3,0.0
electricity,FI1B,4,0.0
electricity,FI1B,5,0.0
electricity,FI1B,6,0.0
electricity,FI1B,7,0.0
electricity,FI1B,8,0.0
electricity,FI1B,9,0.0
electricity,FI1B,10,0.0
electricity,FI1B,11,0.0
electricity,FI1B,12,0.0
electricity,FI1B,13,0.0
electricity,FI1C,0,3.263629026045472e-05
electricity,FI1C,1,4.06698386826897e-05
electricity,FI1C,2,0.0
electricity,FI1C,3,0.0
electricity,FI1C,4,0.0
electricity,FI1C,5,0.0
electricity,FI1C,6,0.0
electricity,FI1C,7,0.0
electricity,FI1C,8,0.0
electricity,FI1C,9,0.0
electricity,FI1C,10,0.0
electricity,FI1C,11,0.0
electricity,FI1C,12,0.0
electricity,FI1C,13,0.0
electricity,FI1D,0,2.0721692305757395e-06
electricity,FI1D,1,2.5822416597656026e-06
electricity,FI1D,2,0.0
electricity,FI1D,3,0.0
electricity,FI1D,4,0.0
electricity,FI1D,5,0.0
electricity,FI1D,6,0.0
electricity,FI1D,7,0.0
electricity,FI1D,8,0.0
electricity,FI1D,9,0.0
electricity,FI1D,10,0.0
electricity,FI1D,11,0.0
electricity,FI1D,12,0.0
electricity,FI1D,13,0.0
electricity,FI20,0,0.0
electricity,FI20,1,0.0
electricity,FI20,2,0.0
electricity,FI20,3,0.0
electricity,FI20,4,0.0
electricity,FI20,5,0.0
electricity,FI20,6,0.0
electricity,FI20,7,0.0
electricity,FI20,8,0.0
electricity,FI20,9,0.0
electricity,FI20,10,0.0
electricity,FI20,11,0.0
electricity,FI20,12,0.0
electricity,FI20,13,0.0
electricity,FR10,0,9.428670096050324e-05
electricity,FR10,1,0.0
electricity,FR10,2,0.0
electricity,FR10,3,0.0
electricity,FR10,4,0.0
electricity,FR10,5,0.0
electricity,FR10,6,0.0
electricity,FR10,7,0.0
electricity,FR10,8,0.0
electricity,FR10,9,0.0
electricity,FR10,10,0.0
electricity,FR10,11,0.0
electricity,FR10,12,0.0
electricity,FR10,13,0.0
electricity,FRB0,0,2.8685964457891154e-07
electricity,FRB0,1,0.0
electricity,FRB0,2,0.0
electricity,FRB0,3,0.0
electricity,FRB0,4,0.0
electricity,FRB0,5,0.0
electricity,FRB0,6,0.0
electricity,FRB0,7,0.0
electricity,FRB0,8,0.0
electricity,FRB0,9,0.0
electricity,FRB0,10,0.0
electricity,FRB0,11,0.0
electricity,FRB0,12,0.0
electricity,FRB0,13,0.0
electricity,FRC1,0,0.0
electricity,FRC1,1,0.0
electricity,FRC1,2,0.0
electricity,FRC1,3,0.0
electricity,FRC1,4,0.0
electricity,FRC1,5,0.0
electricity,FRC1,6,0.0
electricity,FRC1,7,0.0
electricity,FRC1,8,0.0
electricity,FRC1,9,0.0
electricity,FRC1,10,0.0
electricity,FRC1,11,0.0
electricity,FRC1,12,0.0
electricity,FRC1,13,0.0
electricity,FRC2,0,5.7407665957463655e-05
electricity,FRC2,1,0.0
electricity,FRC2,2,0.0
electricity,FRC2,3,0.0
electricity,FRC2,4,0.0
electricity,FRC2,5,0.0
electricity,FRC2,6,0.0
electricity,FRC2,7,0.0
electricity,FRC2,8,0.0
electricity,FRC2,9,0.0
electricity,FRC2,10,0.0
electricity,FRC2,11,0.0
electricity,FRC2,12,0.0
electricity,FRC2,13,0.0
electricity,FRD1,0,0.0
electricity,FRD1,1,0.0
electricity,FRD1,2,0.0
electricity,FRD1,3,0.0
electricity,FRD1,4,0.0
electricity,FRD1,5,0.0
electricity,FRD1,6,0.0
electricity,FRD1,7,0.0
electricity,FRD1,8,0.0
electricity,FRD1,9,0.0
electricity,FRD1,10,0.0
electricity,FRD1,11,0.0
electricity,FRD1,12,0.0
electricity,FRD1,13,0.0
electricity,FRD2,0,0.0005040803734793985
electricity,FRD2,1,0.0
electricity,FRD2,2,0.0
electricity,FRD2,3,0.0
electricity,FRD2,4,0.0
electricity,FRD2,5,0.0
electricity,FRD2,6,0.0
electricity,FRD2,7,0.0
electricity,FRD2,8,0.0
electricity,FRD2,9,0.0
electricity,FRD2,10,0.0
electricity,FRD2,11,0.0
electricity,FRD2,12,0.0
electricity,FRD2,13,0.0
electricity,FRE1,0,6.461836923592785e-06
electricity,FRE1,1,0.0
electricity,FRE1,2,0.0
electricity,FRE1,3,0.0
electricity,FRE1,4,0.0
electricity,FRE1,5,0.0
electricity,FRE1,6,0.0
electricity,FRE1,7,0.0
electricity,FRE1,8,0.0
electricity,FRE1,9,0.0
electricity,FRE1,10,0.0
electricity,FRE1,11,0.0
electricity,FRE1,12,0.0
electricity,FRE1,13,0.0
electricity,FRE2,0,1.1554631699485062e-05
electricity,FRE2,1,0.0
electricity,FRE2,2,0.0
electricity,FRE2,3,0.0
electricity,FRE2,4,0.0
electricity,FRE2,5,0.0
electricity,FRE2,6,0.0
electricity,FRE2,7,0.0
electricity,FRE2,8,0.0
electricity,FRE2,9,0.0
electricity,FRE2,10,0.0
electricity,FRE2,11,0.0
electricity,FRE2,12,0.0
electricity,FRE2,13,0.0
electricity,FRF1,0,0.0002045381079040509
electricity,FRF1,1,0.0
electricity,FRF1,2,0.0
electricity,FRF1,3,0.0
electricity,FRF1,4,0.0
electricity,FRF1,5,0.0
electricity,FRF1,6,0.0
electricity,FRF1,7,0.0
electricity,FRF1,8,0.0
electricity,FRF1,9,0.0
electricity,FRF1,10,0.0
electricity,FRF1,11,0.0
electricity,FRF1,12,0.0
electricity,FRF1,13,0.0
electricity,FRF2,0,1.6955475963456568e-07
electricity,FRF2,1,0.0
electricity,FRF2,2,0.0
electricity,FRF2,3,0.0
electricity,FRF2,4,0.0
electricity,FRF2,5,0.0
electricity,FRF2,6,0.0
electricity,FRF2,7,0.0
electricity,FRF2,8,0.0
electricity,FRF2,9,0.0
electricity,FRF2,10,0.0
electricity,FRF2,11,0.0
electricity,FRF2,12,0.0
electricity,FRF2,13,0.0
electricity,FRF3,0,0.0001994789239831672
electricity,FRF3,1,0.0
electricity,FRF3,2,0.0
electricity,FRF3,3,0.0
electricity,FRF3,4,0.0
electricity,FRF3,5,0.0
electricity,FRF3,6,0.0
electricity,FRF3,7,0.0
electricity,FRF3,8,0.0
electricity,FRF3,9,0.0
electricity,FRF3,10,0.0
electricity,FRF3,11,0.0
electricity,FRF3,12,0.0
electricity,FRF3,13,0.0
electricity,FRG0,0,2.1074306186416205e-06
electricity,FRG0,1,0.0
electricity,FRG0,2,0.0
electricity,FRG0,3,0.0
electricity,FRG0,4,0.0
electricity,FRG0,5,0.0
electricity,FRG0,6,0.0
electricity,FRG0,7,0.0
electricity,FRG0,8,0.0
electricity,FRG0,9,0.0
electricity,FRG0,10,0.0
electricity,FRG0,11,0.0
electricity,FRG0,12,0.0
electricity,FRG0,13,0.0
electricity,FRH0,0,0.0
electricity,FRH0,1,0.0
electricity,FRH0,2,0.0
electricity,FRH0,3,0.0
electricity,FRH0,4,0.0
electricity,FRH0,5,0.0
electricity,FRH0,6,0.0
electricity,FRH0,7,0.0
electricity,FRH0,8,0.0
electricity,FRH0,9,0.0
electricity,FRH0,10,0.0
electricity,FRH0,11,0.0
electricity,FRH0,12,0.0
electricity,FRH0,13,0.0
electricity,FRI1,0,2.484885021828353e-05
electricity,FRI1,1,0.0
electricity,FRI1,2,0.0
electricity,FRI1,3,0.0
electricity,FRI1,4,0.0
electricity,FRI1,5,0.0
electricity,FRI1,6,0.0
electricity,FRI1,7,0.0
electricity,FRI1,8,0.0
electricity,FRI1,9,0.0
electricity,FRI1,10,0.0
electricity,FRI1,11,0.0
electricity,FRI1,12,0.0
electricity,FRI1,13,0.0
electricity,FRI2,0,0.0
electricity,FRI2,1,0.0
electricity,FRI2,2,0.0
electricity,FRI2,3,0.0
electricity,FRI2,4,0.0
electricity,FRI2,5,0.0
electricity,FRI2,6,0.0
electricity,FRI2,7,0.0
electricity,FRI2,8,0.0
electricity,FRI2,9,0.0
electricity,FRI2,10,0.0
electricity,FRI2,11,0.0
electricity,FRI2,12,0.0
electricity,FRI2,13,0.0
electricity,FRI3,0,0.0
electricity,FRI3,1,0.0
electricity,FRI3,2,0.0
electricity,FRI3,3,0.0
electricity,FRI3,4,0.0
electricity,FRI3,5,0.0
electricity,FRI3,6,0.0
electricity,FRI3,7,0.0
electricity,FRI3,8,0.0
electricity,FRI3,9,0.0
electricity,FRI3,10,0.0
electricity,FRI3,11,0.0
electricity,FRI3,12,0.0
electricity,FRI3,13,0.0
electricity,FRJ1,0,1.8906105941553348e-07
electricity,FRJ1,1,2.3559916664073176e-07
electricity,FRJ1,2,0.0
electricity,FRJ1,3,0.0
electricity,FRJ1,4,0.0
electricity,FRJ1,5,0.0
electricity,FRJ1,6,0.0
electricity,FRJ1,7,0.0
electricity,FRJ1,8,0.0
electricity,FRJ1,9,0.0
electricity,FRJ1,10,0.0
electricity,FRJ1,11,0.0
electricity,FRJ1,12,0.0
electricity,FRJ1,13,0.0
electricity,FRJ2,0,0.0
electricity,FRJ2,1,0.0
electricity,FRJ2,2,0.0
electricity,FRJ2,3,0.0
electricity,FRJ2,4,0.0
electricity,FRJ2,5,0.0
electricity,FRJ2,6,0.0
electricity,FRJ2,7,0.0
electricity,FRJ2,8,0.0
electricity,FRJ2,9,0.0
electricity,FRJ2,10,0.0
electricity,FRJ2,11,0.0
electricity,FRJ2,12,0.0
electricity,FRJ2,13,0.0
electricity,FRK1,0,0.0
electricity,FRK1,1,0.0
electricity,FRK1,2,0.0
electricity,FRK1,3,0.0
electricity,FRK1,4,0.0
electricity,FRK1,5,0.0
electricity,FRK1,6,0.0
electricity,FRK1,7,0.0
electricity,FRK1,8,0.0
electricity,FRK1,9,0.0
electricity,FRK1,10,0.0
electricity,FRK1,11,0.0
electricity,FRK1,12,0.0
electricity,FRK1,13,0.0
electricity,FRK2,0,2.8142263863609848e-05
electricity,FRK2,1,3.506959039660023e-05
electricity,FRK2,2,0.0
electricity,FRK2,3,0.0
electricity,FRK2,4,0.0
electricity,FRK2,5,0.0
electricity,FRK2,6,0.0
electricity,FRK2,7,0.0
electricity,FRK2,8,0.0
electricity,FRK2,9,0.0
electricity,FRK2,10,0.0
electricity,FRK2,11,0.0
electricity,FRK2,12,0.0
electricity,FRK2,13,0.0
electricity,FRL0,0,0.00019271111617324895
electricity,FRL0,1,0.0002779662744713799
electricity,FRL0,2,0.0
electricity,FRL0,3,0.0
electricity,FRL0,4,0.0
electricity,FRL0,5,0.0
electricity,FRL0,6,0.0
electricity,FRL0,7,0.0
electricity,FRL0,8,0.0
electricity,FRL0,9,0.0
electricity,FRL0,10,0.0
electricity,FRL0,11,0.0
electricity,FRL0,12,0.0
electricity,FRL0,13,0.0
electricity,FRM0,0,0.0
electricity,FRM0,1,0.0
electricity,FRM0,2,0.0
electricity,FRM0,3,0.0
electricity,FRM0,4,0.0
electricity,FRM0,5,0.0
electricity,FRM0,6,0.0
electricity,FRM0,7,0.0
electricity,FRM0,8,0.0
electricity,FRM0,9,0.0
electricity,FRM0,10,0.0
electricity,FRM0,11,0.0
electricity,FRM0,12,0.0
electricity,FRM0,13,0.0
electricity,FRY1,0,0.0
electricity,FRY1,1,0.0
electricity,FRY1,2,0.0
electricity,FRY1,3,0.0
electricity,FRY1,4,0.0
electricity,FRY1,5,0.0
electricity,FRY1,6,0.0
electricity,FRY1,7,0.0
electricity,FRY1,8,0.0
electricity,FRY1,9,0.0
electricity,FRY1,10,0.0
electricity,FRY1,11,0.0
electricity,FRY1,12,0.0
electricity,FRY1,13,0.0
electricity,FRY2,0,0.0
electricity,FRY2,1,0.0
electricity,FRY2,2,0.0
electricity,FRY2,3,0.0
electricity,FRY2,4,0.0
electricity,FRY2,5,0.0
electricity,FRY2,6,0.0
electricity,FRY2,7,0.0
electricity,FRY2,8,0.0
electricity,FRY2,9,0.0
electricity,FRY2,10,0.0
electricity,FRY2,11,0.0
electricity,FRY2,12,0.0
electricity,FRY2,13,0.0
electricity,FRY3,0,0.0
electricity,FRY3,1,0.0
electricity,FRY3,2,0.0
electricity,FRY3,3,0.0
electricity,FRY3,4,0.0
electricity,FRY3,5,0.0
electricity,FRY3,6,0.0
electricity,FRY3,7,0.0
electricity,FRY3,8,0.0
electricity,FRY3,9,0.0
electricity,FRY3,10,0.0
electricity,FRY3,11,0.0
electricity,FRY3,12,0.0
electricity,FRY3,13,0.0
electricity,FRY4,0,0.0
electricity,FRY4,1,0.0
electricity,FRY4,2,0.0
electricity,FRY4,3,0.0
electricity,FRY4,4,0.0
electricity,FRY4,5,0.0
electricity,FRY4,6,0.0
electricity,FRY4,7,0.0
electricity,FRY4,8,0.0
electricity,FRY4,9,0.0
electricity,FRY4,10,0.0
electricity,FRY4,11,0.0
electricity,FRY4,12,0.0
electricity,FRY4,13,0.0
electricity,FRY5,0,0.0
electricity,FRY5,1,0.0
electricity,FRY5,2,0.0
electricity,FRY5,3,0.0
electricity,FRY5,4,0.0
electricity,FRY5,5,0.0
electricity,FRY5,6,0.0
electricity,FRY5,7,0.0
electricity,FRY5,8,0.0
electricity,FRY5,9,0.0
electricity,FRY5,10,0.0
electricity,FRY5,11,0.0
electricity,FRY5,12,0.0
electricity,FRY5,13,0.0
electricity,HR02,0,8.842280714942472e-05
electricity,HR02,1,0.00011018842135360947
electricity,HR02,2,0.0001489323199189048
electricity,HR02,3,0.0002184276638472406
electricity,HR02,4,0.00024299381971015272
electricity,HR02,5,0.00025521673543234914
electricity,HR02,6,0.000292126131435977
electricity,HR02,7,0.0003166922872988891
electricity,HR02,8,0.0003412584431618013
electricity,HR02,9,0.00036582459902471335
electricity,HR02,10,0.0003903907548876255
electricity,HR02,11,0.0005435152947714548
electricity,HR02,12,0.0006311262821360261
electricity,HR02,13,0.0007479241323056752
electricity,HR03,0,0.0
electricity,HR03,1,0.0
electricity,HR03,2,0.0
electricity,HR03,3,0.0
electricity,HR03,4,0.0
electricity,HR03,5,0.0
electricity,HR03,6,0.0
electricity,HR03,7,0.0
electricity,HR03,8,0.0
electricity,HR03,9,0.0
electricity,HR03,10,0.0
electricity,HR03,11,0.0
electricity,HR03,12,0.0
electricity,HR03,13,0.0
electricity,HR05,0,0.0
electricity,HR05,1,0.0
electricity,HR05,2,0.0
electricity,HR05,3,0.0
electricity,HR05,4,0.0
electricity,HR05,5,0.0
electricity,HR05,6,0.0
electricity,HR05,7,0.0
electricity,HR05,8,0.0
electricity,HR05,9,0.0
electricity,HR05,10,0.0
electricity,HR05,11,0.0
electricity,HR05,12,0.0
electricity,HR05,13,0.0
electricity,HR06,0,0.0
electricity,HR06,1,0.0
electricity,HR06,2,0.0
electricity,HR06,3,0.0
electricity,HR06,4,0.0
electricity,HR06,5,0.0
electricity,HR06,6,0.0
electricity,HR06,7,0.0
electricity,HR06,8,0.0
electricity,HR06,9,0.0
electricity,HR06,10,0.0
electricity,HR06,11,0.0
electricity,HR06,12,0.0
electricity,HR06,13,0.0
electricity,HU11,0,0.0
electricity,HU11,1,0.0
electricity,HU11,2,0.0
electricity,HU11,3,0.0
electricity,HU11,4,0.0
electricity,HU11,5,0.0
electricity,HU11,6,0.0
electricity,HU11,7,0.0
electricity,HU11,8,0.0
electricity,HU11,9,0.0
electricity,HU11,10,0.0
electricity,HU11,11,0.0
electricity,HU11,12,0.0
electricity,HU11,13,0.0
electricity,HU12,0,0.0
electricity,HU12,1,0.0
electricity,HU12,2,0.0
electricity,HU12,3,0.0
electricity,HU12,4,0.0
electricity,HU12,5,0.0
electricity,HU12,6,0.0
electricity,HU12,7,0.0
electricity,HU12,8,0.0
electricity,HU12,9,0.0
electricity,HU12,10,0.0
electricity,HU12,11,0.0
electricity,HU12,12,0.0
electricity,HU12,13,0.0
electricity,HU21,0,0.00013571403038686161
electricity,HU21,1,0.0001691205611533377
electricity,HU21,2,0.0
electricity,HU21,3,0.0
electricity,HU21,4,0.0
electricity,HU21,5,0.0
electricity,HU21,6,0.0
electricity,HU21,7,0.0
electricity,HU21,8,0.0
electricity,HU21,9,0.0
electricity,HU21,10,0.0
electricity,HU21,11,0.0
electricity,HU21,12,0.0
electricity,HU21,13,0.0
electricity,HU22,0,2.067067582942136e-06
electricity,HU22,1,2.5758842219373834e-06
electricity,HU22,2,0.0
electricity,HU22,3,0.0
electricity,HU22,4,0.0
electricity,HU22,5,0.0
electricity,HU22,6,0.0
electricity,HU22,7,0.0
electricity,HU22,8,0.0
electricity,HU22,9,0.0
electricity,HU22,10,0.0
electricity,HU22,11,0.0
electricity,HU22,12,0.0
electricity,HU22,13,0.0
electricity,HU23,0,0.0
electricity,HU23,1,0.0
electricity,HU23,2,0.0
electricity,HU23,3,0.0
electricity,HU23,4,0.0
electricity,HU23,5,0.0
electricity,HU23,6,0.0
electricity,HU23,7,0.0
electricity,HU23,8,0.0
electricity,HU23,9,0.0
electricity,HU23,10,0.0
electricity,HU23,11,0.0
electricity,HU23,12,0.0
electricity,HU23,13,0.0
electricity,HU31,0,5.3308316526024614e-05
electricity,HU31,1,6.64303637532661e-05
electricity,HU31,2,0.0
electricity,HU31,3,0.0
electricity,HU31,4,0.0
electricity,HU31,5,0.0
electricity,HU31,6,0.0
electricity,HU31,7,0.0
electricity,HU31,8,0.0
electricity,HU31,9,0.0
electricity,HU31,10,0.0
electricity,HU31,11,0.0
electricity,HU31,12,0.0
electricity,HU31,13,0.0
electricity,HU32,0,0.0
electricity,HU32,1,0.0
electricity,HU32,2,0.0
electricity,HU32,3,0.0
electricity,HU32,4,0.0
electricity,HU32,5,0.0
electricity,HU32,6,0.0
electricity,HU32,7,0.0
electricity,HU32,8,0.0
electricity,HU32,9,0.0
electricity,HU32,10,0.0
electricity,HU32,11,0.0
electricity,HU32,12,0.0
electricity,HU32,13,0.0
electricity,HU33,0,0.0
electricity,HU33,1,0.0
electricity,HU33,2,0.0
electricity,HU33,3,0.0
electricity,HU33,4,0.0
electricity,HU33,5,0.0
electricity,HU33,6,0.0
electricity,HU33,7,0.0
electricity,HU33,8,0.0
electricity,HU33,9,0.0
electricity,HU33,10,0.0
electricity,HU33,11,0.0
electricity,HU33,12,0.0
electricity,HU33,13,0.0
electricity,IE04,0,0.0
electricity,IE04,1,0.0
electricity,IE04,2,0.0
electricity,IE04,3,0.0
electricity,IE04,4,0.0
electricity,IE04,5,0.0
electricity,IE04,6,0.0
electricity,IE04,7,0.0
electricity,IE04,8,0.0
electricity,IE04,9,0.0
electricity,IE04,10,0.0
electricity,IE04,11,0.0
electricity,IE04,12,0.0
electricity,IE04,13,0.0
electricity,IE05,0,0.0
electricity,IE05,1,0.0
electricity,IE05,2,0.0
electricity,IE05,3,0.0
electricity,IE05,4,0.0
electricity,IE05,5,0.0
electricity,IE05,6,0.0
electricity,IE05,7,0.0
electricity,IE05,8,0.0
electricity,IE05,9,0.0
electricity,IE05,10,0.0
electricity,IE05,11,0.0
electricity,IE05,12,0.0
electricity,IE05,13,0.0
electricity,IE06,0,0.0
electricity,IE06,1,0.0
electricity,IE06,2,0.0
electricity,IE06,3,0.0
electricity,IE06,4,0.0
electricity,IE06,5,0.0
electricity,IE06,6,0.0
electricity,IE06,7,0.0
electricity,IE06,8,0.0
electricity,IE06,9,0.0
electricity,IE06,10,0.0
electricity,IE06,11,0.0
electricity,IE06,12,0.0
electricity,IE06,13,0.0
electricity,IS00,0,0.0
electricity,IS00,1,0.0
electricity,IS00,2,0.0
electricity,IS00,3,0.0
electricity,IS00,4,0.0
electricity,IS00,5,0.0
electricity,IS00,6,0.0
electricity,IS00,7,0.0
electricity,IS00,8,0.0
electricity,IS00,9,0.0
electricity,IS00,10,0.0
electricity,IS00,11,0.0
electricity,IS00,12,0.0
electricity,IS00,13,0.0
electricity,ITC1,0,0.0
electricity,ITC1,1,0.0
electricity,ITC1,2,0.0
electricity,ITC1,3,0.0
electricity,ITC1,4,0.0
electricity,ITC1,5,0.0
electricity,ITC1,6,0.0
electricity,ITC1,7,0.0
electricity,ITC1,8,0.0
electricity,ITC1,9,0.0
electricity,ITC1,10,0.0
electricity,ITC1,11,0.0
electricity,ITC1,12,0.0
electricity,ITC1,13,0.0
electricity,ITC2,0,0.0
electricity,ITC2,1,0.0
electricity,ITC2,2,0.0
electricity,ITC2,3,0.0
electricity,ITC2,4,0.0
electricity,ITC2,5,0.0
electricity,ITC2,6,0.0
electricity,ITC2,7,0.0
electricity,ITC2,8,0.0
electricity,ITC2,9,0.0
electricity,ITC2,10,0.0
electricity,ITC2,11,0.0
electricity,ITC2,12,0.0
electricity,ITC2,13,0.0
electricity,ITC3,0,0.0
electricity,ITC3,1,0.0
electricity,ITC3,2,0.0
electricity,ITC3,3,0.0
electricity,ITC3,4,0.0
electricity,ITC3,5,0.0
electricity,ITC3,6,0.0
electricity,ITC3,7,0.0
electricity,ITC3,8,0.0
electricity,ITC3,9,0.0
electricity,ITC3,10,0.0
electricity,ITC3,11,0.0
electricity,ITC3,12,0.0
electricity,ITC3,13,0.0
electricity,ITC4,0,0.0
electricity,ITC4,1,0.0
electricity,ITC4,2,0.0
electricity,ITC4,3,0.0
electricity,ITC4,4,0.0
electricity,ITC4,5,0.0
electricity,ITC4,6,0.0
electricity,ITC4,7,0.0
electricity,ITC4,8,0.0
electricity,ITC4,9,0.0
electricity,ITC4,10,0.0
electricity,ITC4,11,0.0
electricity,ITC4,12,0.0
electricity,ITC4,13,0.0
electricity,ITF1,0,0.0
electricity,ITF1,1,0.0
electricity,ITF1,2,0.0
electricity,ITF1,3,0.0
electricity,ITF1,4,0.0
electricity,ITF1,5,0.0
electricity,ITF1,6,0.0
electricity,ITF1,7,0.0
electricity,ITF1,8,0.0
electricity,ITF1,9,0.0
electricity,ITF1,10,0.0
electricity,ITF1,11,0.0
electricity,ITF1,12,0.0
electricity,ITF1,13,0.0
electricity,ITF2,0,0.0
electricity,ITF2,1,0.0
electricity,ITF2,2,0.0
electricity,ITF2,3,0.0
electricity,ITF2,4,0.0
electricity,ITF2,5,0.0
electricity,ITF2,6,0.0
electricity,ITF2,7,0.0
electricity,ITF2,8,0.0
electricity,ITF2,9,0.0
electricity,ITF2,10,0.0
electricity,ITF2,11,0.0
electricity,ITF2,12,0.0
electricity,ITF2,13,0.0
electricity,ITF3,0,0.0
electricity,ITF3,1,0.0
electricity,ITF3,2,0.0
electricity,ITF3,3,0.0
