carrier,carbon_emissions_carrier
biomass_cement,0.0
biomethane,0.0
carbon,0.0
carbon_liquid,0.0
cement,0.0
coal_for_cement,18.76454547128283
dry_biomass,0.23606192376802856
electricity,0.09546015168135467
hydrogen,0.0
natural_gas,3.8481778023658584
nitrogen,0.0
oxygen,0.0
wet_biomass,1.232576494112319
