scenario,time,node,availabilityCarrier
a,0,UKE2,1000000000000.0
a,0,UKE3,1000000000000.0
a,0,UKE4,1000000000000.0
a,0,UKF1,1000000000000.0
a,0,UKF2,1000000000000.0
a,0,UKF3,1000000000000.0
a,0,UKG1,1000000000000.0
a,0,UKG2,1000000000000.0
a,0,UKG3,1000000000000.0
a,0,UKH1,1000000000000.0
a,0,UKH2,1000000000000.0
a,0,UKH3,1000000000000.0
a,0,UKI4,1000000000000.0
a,0,UKI6,1000000000000.0
a,0,UKIS,1000000000000.0
a,0,UKIZ,1000000000000.0
a,0,UKJ1,1000000000000.0
a,0,UKJ2,1000000000000.0
a,0,UKJ3,1000000000000.0
a,0,UKJ4,1000000000000.0
a,0,UKK1,1000000000000.0
a,0,UKK2,1000000000000.0
a,0,UKK3,1000000000000.0
a,0,UKK4,1000000000000.0
a,0,UKL1,1000000000000.0
a,0,UKL2,1000000000000.0
a,0,UKM5,1000000000000.0
a,0,UKM6,1000000000000.0
a,0,UKM7,1000000000000.0
a,0,UKM8,1000000000000.0
a,0,UKM9,1000000000000.0
a,0,UKNO,1000000000000.0
