technology,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ASU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF_BOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BF_BOF_CCS,0.014531810402510063,0.0659127326959238,0.6875578985779303,1.4935141258854694,2.3327875757112966,3.211159697016703,4.309699354964937,5.458011496483449,7.244613406591576,9.048122207516613,11.133246432251635,12.366660471242996,13.591692301745312,14.41308102291142
DAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,0.06516675739672359,0.22174287805993664,2.5206032033717096,5.173500522482777,7.72177643886314,10.417815146288287,13.957610319451891,17.23820902727475,23.74494138815601,30.463729654690933,37.083316115659294,39.341101131164514,41.250767442566165,41.84490034387227
SMR_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anaerobic_digestion,0.3259170079701918,4.853372067400448,9.440169826413486,13.886283121099797,17.76158108964198,21.308905895501795,24.29173043859487,26.95878121084687,28.562483118105423,30.511801492059867,33.07720115098261,34.048139755812336,35.078153272398175,36.210725381902776
biomass_to_coal_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomethane_conversion,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,5010.0
carbon_pipeline,0.01364228749965202,0.044858480445434355,0.230662016619765,0.4129309349308535,0.4850480455528712,0.4961312448672609,0.6639148183255708,0.6706987570612798,0.6782421889066369,0.6857904724853661,0.6690581913748868,0.5075966458206093,0.33882443593668116,0.28014200071811163
carbon_removal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_oxy_combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_pcc_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_pcc_ng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e_haber_bosch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrolysis,0.0012341460024782999,0.012804917520015238,0.03635184272107486,0.062237391206183754,0.10702830833068504,0.7227623898081734,1.0324559936473447,1.4038157040694104,2.1895299763827203,2.7773081993350783,4.717652032192565,6.317753531650084,8.33551961813889,11.141420494208356
gasification,3.0229869416062077e-05,0.06673679654460407,0.5860969867252639,1.5386336147154485,2.7142014812770494,3.4378436825699716,4.615618697117897,6.217613867896261,7.055940651264547,7.970197058940111,8.735395928492519,9.855356349463086,10.543439253233869,10.900682521696373
gasification_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasification_methanol,0.06536873931886113,0.3640824121607724,0.544439705608337,0.6323285809803987,0.707625810614236,0.7797744183043919,0.8508090433761099,0.877996265242666,0.8948844157809773,0.9093072892824989,0.9464507543461482,0.9681384795653684,0.999395000288808,1.0197846294389687
h2_to_ng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haber_bosch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrogen_for_cement_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrogen_pipeline,0.08002586486375382,0.3744788123023596,3.399091317505359,9.667029370743133,15.502798420992281,23.79946353675129,34.53973713418962,44.869406168191084,51.17444617760675,57.94387401779768,71.68431724579122,78.29067958379062,83.2155889834952,90.54835943695721
methanol_from_hydrogen,0.01037986457322146,0.04708052335423135,0.4911066859625887,1.058500026434761,1.648365638233697,2.2782169481568064,3.063256282725964,3.8837235197688798,5.153915582684555,6.437530017724833,7.8962982182856845,8.667249183639072,9.390901003497605,10.015021096483268
methanol_synthesis,1.4135822542065897,1.9498494278197793,2.2779989265606266,2.538504554567168,2.7450653503720144,2.9840786822996743,3.1163269751981337,3.225783923479544,3.2975799860201116,3.3033752651286954,3.3033752651286954,3.303375265128696,3.3033752651286954,3.3261141691499416
pv_ground,0.4580595123532941,0.7379479121199084,1.8072875020785675,3.484254191109375,5.926971246092742,13.551834644869745,17.902182143773242,24.088895914638382,32.06352857258008,40.52727224282532,63.18622343789721,83.00428101539778,109.13838212821653,142.31108551026892
refinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrap_conversion_BF_BOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
