node,AL01,ALO2,ALO3,AT11,AT12,AT13,AT21,AT22,AT31,AT32,AT33,AT34,BE10,BE21,BE22,BE23,BE24,BE25,BE31,BE32,BE33,BE34,BE35,BG31,BG32,BG33,BG34,BG41,BG42,CH04,CH05,CH06,CH07,CHO1,CHO2,CHO3,CYOO,CZ01,CZ02,CZ03,CZ04,CZ06,CZ07,CZ08,CZO,DE11,DE12,DE13,DE14,DE21,DE22,DE23,DE24,DE25,DE26,DE27,DE30,DE40,DE50,DE60,DE71,DE72,DE73,DE80,DE91,DE92,DE93,DE94,DEA1,DEA2,DEA3,DEA4,DEA5,DEB1,DEB2,DEB3,DECO,DED2,DED4,DED5,DEEO,DEFO,DEGO,DK01,DK02,DK03,DK04,DK05,EE00,EL30,EL41,EL42,EL43,EL51,EL52,EL53,EL54,EL61,EL62,EL63,EL64,EL65,ES11,ES12,ES13,ES21,ES22,ES23,ES24,ES30,ES41,ES42,ES43,ES51,ES52,ES53,ES61,ES62,ES63,ES64,ES70,F119,FI1B,FI1C,FI1D,FI20,FR10,FRBO,FRC1,FRC2,FRD1,FRD2,FRE1,FRE2,FRF1,FRF2,FRF3,FRGO,FRHO,FRI1,FRI2,FRI3,FRJ1,FRJ2,FRK1,FRK2,FRLO,FRMO,FRY1,FRY2,FRY3,FRY4,FRY5,HR04,HRO3,HU11,HU12,HU21,HU22,HU23,HU31,HU32,HU33,IE04,IE05,IE06,ISOO,IT13,IT14,ITC1,ITC2,ITC3,ITC4,ITF1,ITF2,ITF3,ITF4,ITF5,ITF6,ITG1,ITG2,ITH1,ITH2,ITH3,ITH4,ITH5,ITI1,ITI2,LIOO,LT01,LTO2,LUOO,LVOO,ME00,MKOO,MTOO,NL11,NL12,NL13,NL21,NL22,NL23,NL31,NL32,NL33,NL34,NL41,NL42,NO01,NO03,NO04,NO05,NO06,NO07,NOO2,PL21,PL22,PL41,PL42,PL43,PL51,PL52,PL61,PL62,PL63,PL71,PL72,PL81,PL82,PL84,PL91,PL92,PT11,PT15,PT16,PT17,PT18,PT20,PT30,R042,RO11,RO12,RO21,RO22,RO31,RO32,RO41,RS11,RS12,RS21,RS22,SE11,SE12,SE21,SE22,SE23,SE31,SE32,SE33,SI03,SI04,SK01,SK03,SK04,SKO2,UK13,UKC1,UKC2,UKD1,UKD3,UKD4,UKD6,UKD7,UKE1,UKE2,UKE3,UKE4,UKF1,UKF2,UKF3,UKG1,UKG2,UKG3,UKH1,UKH2,UKH3,UKI4,UKI6,UKIS,UKIZ,UKJ1,UKJ2,UKJ3,UKJ4,UKK1,UKK2,UKK3,UKK4,UKL1,UKL2,UKM5,UKM6,UKM7,UKM8,UKM9,UKNO
AL01,0.0,90.6142132173538,165.9001840625862,661.1667363713935,780.7997280048104,755.3245048593618,692.3887751834225,684.9994841822872,840.4293364703541,814.7281113033965,937.5489862156536,996.1416272317911,1554.1239950766476,1557.0423585073079,1502.4018727201455,1598.0545590091726,1543.608393325198,1642.2463050273545,1529.5519265513674,1561.464588727519,1453.9515038592106,1430.856067321937,1489.3135818758922,363.96441144980076,489.71276525122374,635.6556426387248,555.349055232874,284.46285628355776,438.12754012779953,1085.948745767497,988.3292539821938,1076.3594701520492,1018.6371519265339,1125.2263878180247,1142.2349529904084,1116.0902302757604,1424.9454421871735,1003.3214239135929,971.5838025486166,929.1523589724127,1071.1364166687642,868.665004678443,872.9654513925511,893.1932382361517,986.9849639183975,1130.047193022486,1184.0195632885461,1148.7013647878564,1076.044095803699,946.2886004597118,941.6586014772018,1033.3803041808956,1123.0192065076178,1094.1723047550602,1189.056178568532,1018.4256095665506,1279.4986903940153,1375.7454343348757,1500.8376954976488,1492.059750809482,1253.8037999685414,1301.9455839753825,1296.6646792143295,1428.3969605323305,1342.9453539277015,1414.526429553368,1440.8411412212859,1527.328782163814,1469.0732103016514,1414.458733500911,1467.119983385476,1401.1779666752861,1388.5485174904766,1335.4026734308293,1362.2964219643975,1255.8801946571177,1309.7973363390997,1125.2551824752352,1125.5777595515112,1190.4237400947136,1287.3931620515157,1549.228104284518,1213.3939521139876,1650.4686560035248,1621.7644342283213,1699.8438192090498,1769.157342996396,1853.9309506510347,1925.6308519176239,549.6609458112106,605.62381517458,959.6057235453391,871.1079372483915,507.75100570537666,280.5200042312096,218.73201978383838,271.43787701830524,326.5133875530283,417.84698669081587,476.13519894901754,448.40595451784515,555.1123819527389,2301.1696486929854,2137.347322360896,1979.1624655026892,1859.050684625849,1785.0449234689488,1853.9496408056423,1719.5784045523087,1994.0035741452723,2060.699216907586,1979.3763141820766,2237.1880708579242,1533.9415501027759,1758.2167926310487,1460.2399830030793,2165.7349383546457,1885.8966403902577,2299.081083335016,2128.8352377503966,3698.9418606425916,2299.9210113442073,2096.4554607186387,2200.471571111947,2698.4144717313347,2052.4078408766295,1560.053455519272,1573.9274980844004,1387.8021166863887,1249.376926400271,1774.7266920811521,1689.8500013456812,1632.9388121601191,1583.9117986326632,1214.4560213574666,1425.8552862786973,1322.794713497351,1755.5273022967408,1918.7453589497586,1664.3875783999345,1527.7557098233513,1672.2352339754073,1382.005980954013,1524.7105886675165,1415.1386229916247,1242.8679644979857,1158.6470742547272,903.3384084509369,10524.52605545276,10638.947137161646,10486.534142671437,9063.006541476383,7228.25101769903,4909.111811729388,456.89194206310754,624.5594354945276,593.7397529667711,610.4037129056471,633.6181440062506,517.1978876027947,680.2826771940338,642.2387684592812,521.6619548662219,2479.2090301898893,2430.0174961896546,2379.2860631113895,3539.2381318180087,583.6390401168827,601.7592326965488,1036.6510034641076,1097.4552744965206,996.2219598783641,919.2457462077907,508.81012200648246,456.341338488497,451.54206322117926,304.12552834156253,365.67280762623193,436.8359910830828,699.0675645036034,945.7270757065766,865.9941455826039,868.8663901922891,775.8830372034852,729.8423816397878,783.7565286165087,747.0611905396499,629.0547766133469,1011.6675802026688,1499.2344451394683,1539.0244565987248,1385.0749594603983,1722.150329285594,110.10935158977875,149.61239107513487,831.1466792680011,1605.8961211501198,1631.921299162332,1576.5463737071618,1553.032193590701,1549.9011636920943,1608.3334200416105,1588.9743128783716,1641.1919536511884,1617.9234622453562,1616.2132357498501,1538.0242898797937,1487.436704979745,4909.111811729388,4909.111811729388,4909.111811729388,4909.111811729388,2436.4111330730725,3100.6833005395906,2270.0750492223374,887.2530928437723,942.9539101760689,1206.8288800550038,1340.8430132308554,1196.3257725008325,1059.9492051036652,988.1516036466993,1251.9162760712081,1337.8524076649126,1389.1966318384673,1083.85304016182,991.6236711037233,1067.0173257984145,916.5317675869444,1291.2013128812282,1157.5846990282803,1079.482803909222,2307.2326067100703,2476.8232061424533,2364.5381648588836,2488.022940324264,2417.38971757753,3974.9377037180875,3461.3603978864985,453.94653673145194,652.571355149002,618.2282547312113,793.937882322076,696.5187901408327,529.3792598355169,585.4620871973241,426.9589530012031,306.9876825159859,388.6248046258712,216.5120318039029,244.53046852030192,1954.2043469693808,1951.4526268095824,1743.6432583523022,1629.222396171261,1874.212469917649,2133.848913456639,2398.757128279246,2720.141988679412,605.658608478144,660.0579931450721,745.3417707416878,769.4786830225871,792.1266075991975,739.116919807683,1866.64208291416,2131.19086101901,2181.1537881496065,2191.946586284666,2097.992794483142,2133.2229927841818,2095.538710891393,2124.668209257656,2019.5533866236938,2086.4004026658445,2040.358096349889,2076.5813615821535,2022.6665877979874,1965.2887813640928,1957.7663138793246,2024.8869028894844,2065.32468682344,2024.5811204445497,1863.3614679745483,1897.5236249338202,1841.1053756830731,1864.9782777314078,1853.815986897228,1846.3854517554387,1877.6965305296185,1933.9477802885535,1847.2173625439182,1915.3754050551495,1798.911376259785,1990.4273058954416,2003.2848169766694,2124.8165523686534,2068.785245539887,2139.326602995154,2099.605333653329,2343.528307561026,2445.8957636111436,2370.9903522873833,2359.1764834790383,2281.2401442260443,2410.7970269752286
ALO2,90.6142132173538,0.0,75.31278858865834,746.3004227554745,866.4935733819001,842.3871418544093,769.3033056714369,767.5573719410163,920.9901387859699,889.0212020177021,1004.29147924146,1060.7639803636814,1623.3960830863182,1628.0997373260032,1573.7402319633318,1667.1754260811913,1613.3131039277525,1710.2754208094673,1598.582652948542,1629.0040103722888,1524.2703329308567,1498.806384543714,1557.381085592412,409.89103050566996,520.5939385634456,662.1800486435064,569.5349982784429,306.9634604606878,439.021712103858,1148.4446433664098,1049.1594896268155,1135.8548941414128,1074.7376391659504,1176.8727927133841,1199.1839904043084,1177.633844284377,1376.1678557737787,1089.0941191361746,1056.8702429567945,1012.3379007747362,1155.5260437727059,956.4795628647795,962.6613493321528,983.4234033883499,1075.0912244019114,1202.3992592583381,1254.254306764382,1213.4679177089279,1144.3248662967176,1020.3633966607193,1020.7744886903278,1112.831661128493,1202.6032691997805,1170.39659052904,1265.5221345061495,1089.4636952280698,1366.41029711467,1461.7016538913504,1582.4667318914333,1575.946817623505,1328.0396640324975,1378.2278679086417,1375.0576571944175,1515.3081600073963,1424.9828157914749,1495.7019321576074,1523.9888612192985,1607.2172058626675,1543.6443765015958,1487.5778028708287,1544.3091820914617,1480.509013730416,1465.0706345415572,1407.9024191372719,1432.355311006316,1326.3629616831888,1378.0939644160703,1211.8342142144502,1209.4056001788647,1274.9911834531144,1371.419698015163,1633.5895812749302,1294.2899721908339,1738.6677048281713,1709.2765724759101,1784.906110946461,1855.321333282989,1941.2654112164507,2013.9007891545093,477.19768058970953,561.2249747650651,897.693955222735,790.9327987122922,494.75679516698074,246.68586998335738,149.88655578763402,183.13676471953025,253.19855606058258,327.3395894949688,387.99035322068045,371.1600973648779,470.4768574646699,2327.5131570188028,2165.591402120342,2006.4727970257034,1885.4780410601688,1809.4094160308814,1876.4054423472169,1736.8560301737405,2007.8897102736366,2081.3017759257955,1986.6831067607777,2247.0078542390543,1551.9389171262267,1763.4111659697683,1462.5643457152019,2166.1702430033056,1884.832941734514,2293.8831511487183,2117.3627846196387,3685.9463057538037,2389.7376684447645,2185.6807103458636,2289.4770787971793,2787.7721446928786,2142.8870375567008,1618.4020814840967,1625.4311388837261,1441.1698491247457,1305.4602173045166,1830.5384219001382,1749.2413631723323,1698.6295642686273,1646.5272359709334,1279.028597266796,1487.1823793112098,1386.863331091296,1804.8066251562632,1969.5256723246991,1697.9332212850718,1570.2003061775017,1715.5343194086038,1411.8645725665988,1555.1573371751542,1458.1879802266276,1286.9143399475868,1192.6776273649964,922.0839724638339,10542.346839344222,10652.919450517302,10471.993437070547,8976.428579932528,7140.901646543085,4829.492943662926,522.9086570496306,715.1090497730535,684.2380055943727,699.9019491843126,720.6615537191977,605.7767296463734,770.2611093063043,730.7936418900391,612.276119415579,2544.95650984628,2491.925154024117,2444.8265882568608,3620.2761195976673,623.2764897009939,619.5538016128829,1081.7835719560933,1146.6063407868166,1034.1818332587777,972.6908893567979,531.9307358715996,467.0444953839601,449.71904691946247,294.3242642009192,344.90397991652844,385.1104613504715,647.3563811456556,942.5568406007308,931.9468709642764,929.2425613894354,835.9565173800579,798.0617994433525,830.9736476808397,783.2055079957823,661.5044394442722,1074.8595723003573,1586.3502275022947,1627.7456161827013,1453.293522242133,1809.223125798464,194.81074635468556,148.13410575680118,766.1324856739805,1685.0170607421164,1709.4308361944852,1654.732509395733,1629.995837624683,1625.1918368799372,1684.188609495066,1663.221018369209,1716.39752480662,1690.7881385037574,1686.1999438263545,1611.1627453364197,1560.2217153853492,4829.492943662926,4829.492943662926,4829.492943662926,4829.492943662926,2526.269027435271,3191.1164336245256,2359.3643355725767,977.5540876132031,1033.5634479588898,1296.7606990923714,1430.3620563734905,1285.1086815195285,1149.2603967836933,1078.4561010048105,1342.5148988867877,1428.0311046389816,1479.7686617329962,1174.4412884595467,1081.6355972633667,1154.9212030372464,1004.8541275407408,1379.867204795497,1247.4901077893173,1169.2615173319878,2327.999453619051,2480.4235739266687,2379.9586859550977,2498.0014671571707,2425.9544759353453,3995.9562604437674,3460.6362044015277,537.8325982552562,734.4138354210461,688.6845781814777,861.0085361513828,750.0270052081644,581.4731362470669,632.9262912575851,491.9770218857096,396.38183319457755,478.9427306956844,305.7714564011436,315.48300039211074,2044.8125747552735,2041.9115561271994,1833.6540567455484,1718.229934311209,1963.5678258903724,2224.132506201788,2489.257347242239,2810.699959860366,683.314862345586,733.0028373481362,833.9956067337832,860.091566456016,881.3714962823676,829.0668849834487,1932.4882828341504,2204.1746354757283,2255.123072007248,2263.75696311817,2167.586732631106,2203.438697820991,2164.0996230540577,2193.5187835720085,2091.7766451774205,2158.4846479005364,2110.6618862229843,2147.262206982535,2091.8749920332343,2033.3202011600545,2028.1662538814787,2090.89161248645,2132.6612147598717,2091.658953128837,1933.0010861835135,1964.5044952054081,1908.5208987549127,1931.0277263930645,1919.2617817993819,1912.724649429676,1943.4028701529198,1999.4313501541424,1911.44597642224,1978.5972206041843,1864.6587033909548,2054.3942296811724,2064.9281532580235,2182.899487345218,2128.6422091457316,2203.2153309648816,2164.840324909329,2420.8626349896517,2521.855363880422,2445.811589041917,2432.4835450704227,2354.1423291428246,2479.8692512031766
ALO3,165.9001840625862,75.31278858865834,0.0,818.7115483367751,939.1517311281249,915.8859375810069,836.5385454072035,838.3711268322635,990.3368691995666,954.2710975671429,1064.0999098214413,1118.943024122319,1684.1316869844234,1690.1359949856105,1636.0247742699376,1727.7634006639917,1674.373914237796,1770.0244671416267,1659.1632622960883,1688.4625739867613,1585.8576816900818,1558.6943009018798,1617.2950888121807,456.3123758501403,553.9420738254138,690.0730801708078,589.1563022650998,340.9284750398536,451.1222375308189,1204.9055724337904,1104.6603585668308,1190.1729675345514,1126.7490243905252,1225.3222845414996,1251.4932921342408,1233.3441309987247,1336.5735733770887,1161.688309888672,1129.1681922032576,1083.3076278324634,1227.1962491313282,1030.3837530905653,1037.62840545785,1058.6429010204974,1149.141357536574,1265.7963229564223,1316.082331665462,1271.439164562432,1204.9325330034044,1085.2238005499141,1089.0496370579256,1181.237674612946,1271.0218602624423,1236.5356320126812,1331.7329715825167,1152.107501722387,1439.6552441525714,1534.3021987648603,1652.0839175034837,1647.1248278859312,1392.6237233294332,1444.2126321650146,1442.5257017169572,1588.52595167029,1494.9477627382166,1565.0399903980085,1594.6768848058564,1675.6050804011065,1608.2862799669715,1551.2207041581803,1610.8201526356065,1548.5682553475426,1531.1598370519653,1471.1728618216775,1493.8450153590231,1388.2766397588052,1438.3710001473892,1284.9019349721057,1280.6797716482445,1346.7273699765742,1442.7586306825547,1705.076372490394,1363.5411594831796,1812.6914514965222,1782.860327513795,1856.8392582273461,1927.992020851463,2014.709827914767,2086.792029792292,420.39923930142703,530.7330136635161,848.0295658463082,724.7644710369153,493.73021496625216,239.20710090347612,115.09841007985122,111.44284754598088,200.9601430916938,252.04400619002,314.994881454205,310.66148781771415,400.9382383870757,2354.3850130462893,2194.1598277166745,2034.4938914892564,1912.9688510811827,1835.376354920925,1900.7342753545092,1757.2666456554102,2025.097614503302,2103.8425896070007,1998.5539923920512,2260.581659555124,1573.3264001199473,1773.9395714212328,1471.4517708803517,2172.1252536025636,1889.974931455774,2295.00071596756,2113.458256625593,3679.517751149329,2464.0423305760087,2259.4271205491445,2363.0146270850028,2861.621039459734,2217.9083273087035,1671.0379631142744,1672.8829576270819,1490.3273995160707,1356.9016514508332,1881.0136865147654,1802.511706172251,1756.6588367268998,1702.3218674164955,1336.7476675588289,1542.2113939382523,1444.0512192447723,1850.315947863381,2016.0050888734372,1731.3702560076933,1610.799940193318,1756.5525633557907,1443.021658448862,1586.4353487876144,1499.4719104030141,1329.3605323612023,1227.7437354459303,946.5742564867579,10560.376990086646,10667.777963634146,10463.1861089603,8903.765951402287,7067.677501728213,4764.988249614578,584.352749211534,790.4218152654308,759.5466775154732,774.799788085283,794.2151897323027,680.2349782420666,844.8289315320219,804.209274927544,687.5474678207752,2602.510769867072,2546.574457209321,2502.2667261940055,3689.106376205898,666.0654925019371,646.2486181216588,1125.678271579766,1193.286688472821,1072.8696862903246,1023.1102452997313,564.0517619474401,491.2358221849187,464.55598965140666,309.5899136094756,347.9343518399573,356.80903857352513,613.7846287461098,949.2410892203508,991.3911366023701,984.7826003641521,891.6371532666323,859.4762647030936,877.5407215423112,821.9807634568521,698.6646703338419,1131.9862823908736,1658.2996240150212,1701.0764368061184,1513.4262246683268,1881.0953266550057,268.65664344059974,182.48010694436542,718.4829122023978,1752.8276957182643,1776.0808947628775,1721.8924316826804,1696.29651780515,1690.295902262596,1749.6639171122274,1727.5482664396604,1781.3861094349013,1754.095044796604,1747.4081123209314,1674.7234668525275,1623.565064044247,4764.988249614578,4764.988249614578,4764.988249614578,4764.988249614578,2601.2802230149423,3266.073003298764,2434.0440584864537,1052.402177662471,1108.851757491351,1371.8323499024705,1505.2060537009543,1359.533938584545,1224.004867871583,1153.7036819142459,1417.8158781125287,1502.7304438679944,1555.0799143813356,1249.6304629487468,1156.1934213076672,1227.639534020471,1077.965920152707,1453.1828118445274,1321.9329048006189,1243.5935635431101,2350.3812123245466,2488.630957983851,2397.952101396488,2511.4340681341687,2438.3007175468647,4017.511048258954,3464.556387234909,608.1471153044463,802.8229619035201,749.0197054951219,918.1508426285556,797.5927024251271,629.4482282698075,676.9833951893585,549.9339227999775,470.6652209621437,553.8694527394416,380.09008827982643,379.5918676083014,2120.1028894057395,2117.208136210093,1908.7553998206852,1792.7594228606251,2038.2973841827943,2299.362848077948,2564.563833107993,2885.829118510596,751.2341624999623,797.7655383471191,908.4177359867709,935.3454832984992,955.2858332516549,904.1683867180429,1990.4466758091557,2267.3051670909194,2318.964523130525,2325.9916518983896,2228.2099739378477,2264.509600982485,2223.9517712265665,2253.5732704479574,2154.3915265771307,2220.966809195108,2171.842431424741,2208.7059604369897,2152.24854936792,2092.8475246161315,2089.4604741437797,2148.866093004862,2191.6120160574455,2150.4387096188566,1993.7849318746432,2023.289536361542,1967.6674100678133,1989.1391708522985,1976.9299582676279,1971.0654606629614,2001.2489413658586,2057.0722198888416,1968.2078050609973,2034.551874963211,1922.5926235222453,2110.857520030327,2119.627617273638,2234.8041209179546,2181.939369761371,2259.526785421265,2222.1916808293804,2487.137314260232,2587.0898776242243,2510.2228601493807,2495.7728756237984,2417.1563631740546,2539.9669511592756
AT11,661.1667363713935,746.3004227554745,818.7115483367751,0.0,120.76018418608956,108.13346753452458,150.75301603616404,58.26518358333724,202.80115160422534,249.3067986237038,418.9537956600943,485.13412812953067,959.0301438354271,950.7196566990714,895.9094303918228,1002.5576541915185,946.0999389599388,1052.3105732225633,936.8267139535462,977.3369778014132,855.5485185449702,849.31582420911,904.4404175776311,737.0320539311707,865.0184704074243,980.2059829045312,979.421124876382,787.143131904865,943.0867989835212,578.2059704447887,514.2962950838747,596.6202640759027,580.8153327564621,704.5436681441398,673.5427844799467,612.0118683465215,2004.880187622692,343.0089225311785,310.5734051647007,271.34655866621915,410.17953964818923,223.7592965420653,270.8417993608083,313.74422607968285,341.3314342819898,534.3073252295911,600.5230925068577,612.8533781501216,519.2298034377457,355.14960347999823,307.50841107846134,392.2755548756513,478.46671186718925,471.8877209093284,560.8756239488397,444.9241695176831,622.2305290260197,715.5983905998633,844.4074794286844,831.3173917097089,637.5130497394041,671.3522571534262,654.7268179095769,770.8336673199999,685.9700153680188,759.8077487739907,781.1264302015312,876.3932697197074,844.2204279748271,799.6047683180738,828.4339703567206,753.4712130360348,754.6267617683595,727.2431732948011,769.422610076543,665.6447170075039,732.253299044122,467.07253817013805,465.2384687845578,529.3105398005055,626.6272845519896,888.142490417501,561.190947708991,999.2474225691911,966.4692132956876,1038.7473165299698,1109.2987252268013,1197.489250799576,1432.3560957355303,1203.5442520057343,1206.5475065119026,1587.8057598360087,1530.8334360665403,1037.7659599512624,899.3100902253493,877.0128632896011,929.2414086503355,984.5607211676879,1065.162614855089,1133.6925270394947,1107.5711833588339,1216.0679273470257,1973.4613864863009,1803.3302652236368,1660.2378465835245,1554.087266579636,1500.549050727285,1578.522091676344,1492.7080730129621,1772.1040866610267,1785.9161856243493,1806.4675001698747,2031.4218889174645,1319.5904402404742,1616.9627372889968,1369.9002654274286,2031.9530179179828,1780.497407954964,2199.6083808981207,2084.0091781738975,3615.191156940359,1751.8899999501584,1571.9073168342336,1679.7238684961544,2159.0422639793755,1476.6514389874021,1039.9796443792027,1103.3484842574849,918.2572162809178,773.1055836359706,1261.779067439864,1155.7689011234036,1058.4108959201615,1032.2371636876344,673.0892242370451,892.3328172483647,776.0085345456317,1289.940543922802,1434.6412116591298,1321.1897890837029,1129.262652645592,1255.7074411902531,1096.254075297822,1217.7605451515944,1023.2441438626952,865.4046969879107,876.2421641567769,804.5877268479924,10185.2250183124,10324.640085423593,10370.91406307614,9722.476504600432,7886.096294440892,5361.330531749091,318.3308161384216,215.45354076857393,209.55893587654597,138.98424011736014,53.81139393044446,166.23782642702477,331.42169283613623,385.8632702420155,257.7719903910282,1887.5634518972618,1860.8159957163964,1789.9536694807073,2881.9103940463597,498.12458401202565,648.1570841541044,690.1697172673755,703.2950268084462,720.1112079979447,532.6040434680999,589.21148914934,643.8497291626472,701.6891986753102,695.5972938575696,749.6403066953155,900.7750374472364,1090.6491711017795,987.2428682551683,375.21652386457026,433.506386353402,383.47246340723126,275.19976889135575,507.9991404766347,581.5470152596322,561.1740207525229,510.81168876558314,1057.2908418974307,1052.0500118972486,803.8921838445815,1266.4787296859715,551.9547627264476,765.8545018645376,1273.718030390989,957.3313088105917,989.8187583126073,932.0183631305379,914.2844062724674,919.5759246040603,974.2547216542087,963.5368700194826,1009.9150733141603,999.5673789195006,1014.8340444964391,919.8088338985389,872.5420943570575,5361.330531749091,5361.330531749091,5361.330531749091,5361.330531749091,1801.207359577329,2517.072813844681,1626.9880479898623,415.7967157880257,400.10445489672605,587.7161137081538,708.1583500955138,554.5225914168514,430.9511560440644,399.9623060811553,671.6647192401883,807.8921981414248,797.3102848207226,538.7715848028699,515.0273257337606,658.4979196155446,531.7550682436838,826.401633092145,659.9256870164415,599.4186848528769,2019.1624476962375,2305.4454750449127,2112.4394946634657,2270.0807299874978,2212.5195490854626,3645.4892480168064,3292.9155579178446,472.6463047431378,538.6836145336227,668.2240450208299,797.5834313841672,855.723832554736,773.1608717181697,831.6345804306044,649.8996362511208,432.7587709936844,358.0358359053303,494.25953782638726,604.4542642174828,1355.774484098991,1337.8226167714363,1116.1013157269863,985.5967045722319,1233.5381675942056,1510.8568170651326,1783.6694797712323,2129.5185143092694,141.7249616853288,199.03904924094118,135.67723650423815,289.11468498827895,418.2720560863434,187.1432282008873,1284.3268214314494,1505.4948218058355,1550.4487998910488,1571.4378227193722,1489.9636683508847,1521.4581313481915,1493.1767109467812,1520.3210155883523,1398.6959082363794,1465.5399808532695,1429.2605421896346,1463.0354820835798,1417.7717254878332,1367.9532105573621,1347.2796607589696,1438.2858691419326,1470.2920181897528,1431.7142409173484,1258.6272351213029,1307.646775419079,1249.8402315392705,1281.4563293291103,1274.2826863429282,1261.5287720622425,1295.9782185071933,1352.309565318801,1275.4774792064231,1348.1900063085825,1218.9114746269524,1416.8035980140166,1443.8299443499002,1584.9806495856744,1519.0210414383191,1563.1677105122167,1516.1811721773106,1698.154633762394,1805.350114607147,1735.4096718485512,1730.3027689822075,1654.7529523562991,1802.132803820252
