node,demand,capacity_existing,difference
AT31,0.0153392886164121,,
AT33,0.0014001784792864,,
BE21,0.0991820487093627,,
BE22,0.0023102944908227,,
BE23,0.0052502092386812,,
BE32,0.0041150578754572,,
BE33,0.0077747243693182,,
BE35,0.0064012159563037,,
BG33,0.0251068454766706,,
BG42,0.000512908113194,,
DE21,0.0092623703313266,,
DE22,0.0085693589938961,,
DE27,0.0001678547296001,,
DE40,0.003929700914866,,
DE60,0.002962377611176,,
DE71,5.385286456832998e-06,,
DE80,0.0022395521400359,,
DE93,0.0140735072685873,,
DE94,0.0113162691396598,,
DEA1,0.0218097667348248,,
DEA2,0.0749894654954132,,
DEA3,0.0302770593850975,0.0319634703196347,-0.0016864109345372004
DEA5,0.0041337269218478,,
DEB1,0.0019202447715929,,
DEB3,0.1077355196006858,,
DED5,0.0161923973612916,,
DEE0,0.0454881716630058,,
DEF0,0.0157958801509909,,
DK01,0.0010312282895916,,
DK02,0.0,,
DK03,2.885101094152716e-05,,
EL51,0.0026744475757022,,
ES11,0.0154859739809087,,
ES12,0.0003944569596826,,
ES13,9.244725082105229e-05,,
ES21,3.781148645730409e-05,,
ES22,0.0023927049956035,,
ES24,3.8004844437776984e-05,,
ES41,0.0025511251892599,,
ES42,0.0089512076677472,,
ES43,4.032514020345179e-05,,
ES51,0.0289978163213219,,
ES52,0.002041593573131,,
ES61,0.0141476700553736,,
ES62,0.0025973977542421,,
FI1B,0.0093287891309949,,
FI1C,0.002900436382259,,
FI1D,0.0001841568076088,,
FR10,0.0083794014468729,,
FRB0,2.5493649648860804e-05,,
FRC2,0.005101905934614,,
FRD2,0.0447983837364603,,
FRE1,0.0005742732020043,,
FRE2,0.0010268775616755,,
FRF1,0.0181776104143235,,
FRF2,1.5068587443750173e-05,,
FRF3,0.0177279931020749,,
FRG0,0.0001872905403958,,
FRI1,0.002208354830014,,
FRJ1,1.680214175143825e-05,,
FRK2,0.0025010454723174,,
FRL0,0.030780565437154,,
HR02,0.0078582683519156,,
HU21,0.0120611107505076,,
HU22,0.0001837034164823,,
HU23,0.0017817337824086,,
HU31,0.0047375905623811,,
IE05,0.0159487664259112,,
IE06,2.667940079531945e-07,,
ITC1,0.0023074394602282,,
ITC4,0.004901349156518,,
ITG1,0.0185574616335611,,
ITH3,0.0091406782060253,,
ITH5,0.0155763843187534,,
ITI1,0.0042840794204568,,
NL11,0.004558335621608,0.0970319634703196,-0.0924736278487116
NL31,0.0001258027026056,,
NL32,2.2726896973790643e-08,,
NL33,0.0333571333322359,,
NL34,0.0952356195848359,,
NL41,0.0396466537174888,,
PL41,0.0098347202881769,,
PL43,0.0050550463841429,,
PL51,0.0031750713896963,,
PL61,0.0128455040696371,,
PL81,0.027674727668595,,
PL82,0.001386710095819,,
PL92,4.89129015430758e-08,,
PT17,0.000425467567239,,
PT18,0.0140214939718402,,
RO12,0.0177021898129567,,
RO22,0.0034937786816482,,
RO41,0.0015771343690019,,
SE12,0.0001318101350334,,
SE22,2.040260069817501e-05,,
SE23,0.0102326376769572,,
SI03,1.4476111921514936e-05,,
