uid;city;state;country;iso3;country_code;region;sub_region;accuracy;status;plant_type;production_type;capacity;capacity_source;year;owner_permid;owner_name;owner_source;parent_permid;parent_name;ownership_stake;parent_lei;parent_holding_status;parent_ticker;parent_exchange;parent_permid_2;parent_name_2;ownership_stake_2;parent_lei_2;parent_holding_status_2;parent_ticker_2;parent_exchange_2;name;permit_id;site_name;facility_name;installation_name;installationpart_name;site_inspire_id;facility_inspire_id;installation_inspire_id;installation_part_inspire_id;eigl_text_lon;eigl_text_lat;x;y
GACTAFG0001;Pol-e Khomri;Baghlan;Afghanistan;AFG;4;Asia;Southern Asia;Exact;Operating;Integrated;Wet;0.36;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-af.pdf;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;68.6863;35.9658;7646123.940499999;4295916.524599999
GACTAFG0002;Injil;Herat;Afghanistan;AFG;4;Asia;Southern Asia;Exact;Under Construction;;;0;;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;61.953499999999984;34.3221;6896632.072900001;4072134.6231999993
GACTAGO0001;Luanda;Luanda;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Integrated;;1.2;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-ang.pdf;0;4296811479;Nova Cimangola;http://www.cimangola.com/?page_id=1168&lang=en;4296811479;Nova Cimangola;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;13.316099999999999;-8.766200000000005;1482341.4714000002;-979678.5808000006
GACTAGO0002;Cacuaco;Luanda;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Integrated;Dry;1.83;Estimated;2017;4296811479;Nova Cimangola;http://www.cimangola.com/?page_id=1168&lang=en;4296811479;Nova Cimangola;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;13.4268;-8.796400000000004;1494664.5390000008;-983080.3035999984
GACTAGO0003;Lobito;Benguela;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Grinding;;0.35;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-ang.pdf;0;5035943898;Secil Angola SARL;http://www.secil-group.com/a-secil/a-secil-no-mundo/?lang=en#secil_no_mundo_tunisia_en;4295886745;Secil Companhia Geral de Cal e Cimento SA;0;5493002X2CCY60HWCU94;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;13.5818;-12.3426;1511919.0601000004;-1384723.5243999995
GACTAGO0004;Sumbe;Kwanza-Sul;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Integrated;Dry;1.4;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-ang.pdf;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;14.0308;-11.185199999999995;1561901.5113999993;-1253115.679200001
GACTAGO0005;Ícolo e Bengo;Bengo;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Integrated;Dry;4;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-ang.pdf;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;13.567399999999997;-9.101299999999995;1510316.0593999997;-1017439.8969999999
GACTAGO0006;Benguela;Benguela;Angola;AGO;24;Africa;Sub-Saharan Africa;Exact;Operating;Grinding;;0.7;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-ang.pdf;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;13.4967;-12.537800000000002;1502445.771400001;-1406975.5474999994
GACTALB0001;Rrethi i Lezhës;Qarku i Lezhës;Albania;ALB;8;Europe;Southern Europe;Exact;Operating;Grinding;;0.5;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-alb.pdf;2010;;Colacem Albania Shpk;https://www.colacem.com/al/sq/ku_dhe_si;4296427455;Colacem SpA;0;81560006C18832ACD262;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;19.633499999999998;41.83680000000001;2185591.2225;5136564.137999997
GACTALB0002;Rrethi i Krujës;Qarku i Durrësit;Albania;ALB;8;Europe;Southern Europe;Exact;Operating;Integrated;Dry;1.33;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-alb.pdf;0;4296766190;Kushe Kruje Cement Factory;http://www.seament.com/contactus.php;5041753428;Seament Holding Sal;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;19.743599999999997;41.5031;2197847.498399999;5086834.422399998
GACTALB0003;Rrethi i Krujës;Qarku i Durrësit;Albania;ALB;8;Europe;Southern Europe;Exact;Operating;Integrated;Dry;1.4;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-alb.pdf;2010;5036173163;Antea Cement ShA;http://www.anteacement.com/_home/antea-cement/;5066579091;Titan Cement International SA;0;213800H2CDP9I374WH83;Public;TITC;BRU;;;0;;;;;0;0;0;0;0;0;0;0;0;0;19.725299999999997;41.5491;2195810.3517000005;5093674.295500003
GACTALB0004;Rrethi i Elbasanit;Qarku i Elbasanit;Albania;ALB;8;Europe;Southern Europe;Exact;Operating;Integrated;;0.3;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-alb.pdf;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;20.045099999999998;41.120099999999994;2231410.3249000013;5030072.558499999
GACTARE0001;Eastern Region;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;3.6;https://www.emiratescement.ae/en/contactus.aspx;0;5074852997;Al Ain Cement Factory;https://www.emiratescement.ae/en/contactus.aspx;4298008642;Arkan Building Materials Company PJSC;0;;Public;ARKAN;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.4386;24.00339999999999;6171396.7223000005;2753822.4195999987
GACTARE0002;Al Ain;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;1.14;Estimated;1994;5035440316;Emirates Cement Factory;https://www.emiratescement.ae/en/contactus.aspx;4298008642;Arkan Building Materials Company PJSC;0;;Public;ARKAN;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.733999999999995;24.13739999999999;6204280.499899998;2770159.857999999
GACTARE0003;Dubai;Dubai;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;0;5035580861;CEMEX Falcon LLC;https://www.cemex.ae/locations;5000057902;CEMEX SAB de CV;0;549300RIG2CXWN6IV731;Public;CEMEXCPO;MEX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.1342;24.998600000000007;6137511.0693;2875572.6669000015
GACTARE0004;Ghalilah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;3.8;https://gulfcement.ae/en/our-history/;1982;4295893472;Gulf Cement Co PSC;https://gulfcement.ae/en/our-history/;4295893472;Gulf Cement Co PSC;0;;Public;GCEM;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;56.07079999999999;25.9727;6241772.9043999985;2995700.1143000014
GACTARE0005;Dubai;Dubai;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0.84;https://www.jacement.com/;1978;5041755029;Jebel Ali Cement Factory PSC;https://www.jacement.com/;5041755029;Jebel Ali Cement Factory PSC;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.1294;25.004299999999997;6136976.7357;2876272.791700002
GACTARE0006;Ras Al-Khaimah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;1;https://www.jkcementuae.com/company/;2014;5036198541;JK Cement Works Fujairah FZC;https://www.jkcementuae.com/company/;5036198541;JK Cement Works Fujairah FZC;0;213800ULYY4CIPVWPT54;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.9865;25.548799999999996;6232388.671300001;2943304.362300001
GACTARE0007;Dibba Al Fujairah;Fujairah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;3.2;https://www.lafarge.ae/lafarge-uae-a-member-lafargeholcim;1996;4296646466;Lafarge Emirates Cement LLC;https://www.lafarge.ae/lafarge-uae-a-member-lafargeholcim;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;56.2268;25.552900000000005;6259138.744899999;2943810.246199999
GACTARE0008;Ras Al-Khaimah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;0;;0;4296646466;Lafarge Emirates Cement LLC;https://www.lafarge.ae/1-About_us;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.9853;25.558900000000012;6232255.087900002;2944550.5953
GACTARE0009;Abu Dhabi;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;0;4295893487;National Cement Co PSC;https://www.lafargeholcim.com/directory?page=4;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;54.49569999999999;24.315699999999993;6066433.5744;2791924.9880000018
GACTARE0010;Eastern Region;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;0;5050910802;Nael Cement Products Factory;https://www.ncpuae.com/#;5050910802;Nael Cement Products Factory;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.593399999999995;24.040199999999988;6188628.979499999;2758307.420000002
GACTARE0011;Dubai;Dubai;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;1.5;http://www.nationalcement.ae/;0;4295893487;National Cement Co PSC;http://www.nationalcement.ae/contact.htm;4295893487;National Cement Co PSC;0;254900IY1MRIP8LR6U38;Public;NCC;DBX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.242;25.157200000000007;6149511.310400002;2895065.4886999987
GACTARE0012;Adhen Village;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;1.2;https://pioneercements.ae/about-us/company-overview;2006;5001427098;Pioneer Cement Industries LLC;https://pioneercements.ae/about-us/company-overview;5001427098;Pioneer Cement Industries LLC;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.968199999999996;25.386599999999987;6230351.524599999;2923304.9455000013
GACTARE0013;Ghalilah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;1;http://rakcc.ae/en/production.htm;0;4298061671;Ras Al Khaimah Cement Company PSC;http://rakcc.ae/en/location.htm;4298061671;Ras Al Khaimah Cement Company PSC;0;;Public;RAKCC;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;56.06889999999999;25.97520000000001;6241561.397300001;2996009.681400001
GACTARE0014;Ghalilah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;0.9;http://www.rakwhitecement.ae/about-us/;1978;5000050939;Ras Al Khaimah for White Cement and Construction Materials Co PSC;http://www.rakwhitecement.ae/about-us/;5000050939;Ras Al Khaimah for White Cement and Construction Materials Co PSC;0;;Public;RAKWCT;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;56.0698;25.964;6241661.584899999;2994622.8720999993
GACTARE0015;Al Sajaa Industrial Area;Sharjah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;4.27;http://sharjahcement.com/en/cement-plant/;1977;4295893462;Sharjah Cement and Industrial Development Company PSC;https://sharjahcements.com/en/about-us/;4295893462;Sharjah Cement and Industrial Development Company PSC;0;549300KCL0CHLNC3TN08;Public;SCIDC;ABD;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.61699999999999;25.296099999999996;6191256.119399998;2912157.8926
GACTARE0016;Ghalilah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;4.8;http://www.uccrak.com/index.aspxMenuID34CatID10mnuCat.htm;1975;4298008640;Union Cement Company PJSC;http://www.uccrak.com/index.aspxMenuID34CatID10mnuCat.htm;4295874015;Shree Cement Ltd;0;335800W6FNBDUZ89L830;Public;SHREECEM;NSI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;56.064899999999994;25.967099999999995;6241116.119399998;2995006.707899999
GACTARE0017;Abu Dhabi;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;1.2;http://tebacement.com/aboutus.htm;2008;;Teba Cement Factory;http://tebacement.com/locationmap.htm;;Teba Cement Factory;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;54.4608;24.291299999999996;6062548.5242;2788944.6711999997
GACTARE0018;Ras Al-Khaimah;Ras al Khaimah;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Integrated;Dry;2.09;Estimated;1977;4297577683;Star Cement Co LLC;http://www.starcement.ae/index.php/contact-us;4295873970;UltraTech Cement Ltd;0;335800PC9O9B4BQHG814;Public;ULTRACEMCO;NSI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.9775;25.556399999999993;6231386.795899998;2944242.1119999997
GACTARE0019;Dubai;Dubai;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;1996;5000056802;Binani Cement Factory LLC;http://binaniindustries.com/our-business-areas/cement/;4295873970;UltraTech Cement Ltd;0;335800PC9O9B4BQHG814;Public;ULTRACEMCO;NSI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.134;25.002500000000005;6137488.805399999;2876051.6961000003
GACTARE0020;Ajman;Ajman;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;1980;4297577683;Star Cement Co LLC;http://www.starcement.ae/index.php/contact-us;4295873970;UltraTech Cement Ltd;0;335800PC9O9B4BQHG814;Public;ULTRACEMCO;NSI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;55.55219999999999;25.433899999999994;6184042.6164;2929134.297699999
GACTARE0021;Abu Dhabi;Abu Dhabi;United Arab Emirates;ARE;784;Asia;Western Asia;Exact;Operating;Grinding;;0;;2003;4297577683;Star Cement Co LLC;http://www.starcement.ae/index.php/contact-us;4295873970;UltraTech Cement Ltd;0;335800PC9O9B4BQHG814;Public;ULTRACEMCO;NSI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;54.5003;24.327399999999994;6066945.644099999;2793354.277800001
GACTARG0001;Olavarría;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;2.4;http://www.cavellaneda.com.ar/divisiones.php?sec=divisiones;1937;4295856033;Cementos Avellaneda SA;http://www.cavellaneda.com.ar/divisiones.php?sec=divisiones;4295856033;Cementos Avellaneda SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-60.2439;-36.9824;-6706320.271400001;-4436653.858100001
GACTARG0002;Belgrano;San Luis;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0.35;http://www.cavellaneda.com.ar/divisiones.php?sec=divisiones;1975;4295856033;Cementos Avellaneda SA;http://www.cavellaneda.com.ar/divisiones.php?sec=divisiones;4295856033;Cementos Avellaneda SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-66.8509;-32.8624;-7441808.1471;-3877054.0747999996
GACTARG0003;Villa Cacique;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0;;1950;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-59.38880000000001;-37.683699999999995;-6611130.9748;-4534839.0887
GACTARG0004;El Alto Department;Catamarca Province;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;1.56;Estimated;1980;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-65.2278;-28.468;-7261125.4816;-3308107.0439999998
GACTARG0005;Olavarría Partido;Buenos Aires Province;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0;;2001;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-60.2948;-37.038900000000005;-6711986.433499999;-4444530.333500002
GACTARG0006;Villa Fortabat;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;3.08;Estimated;1930;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-60.27649999999999;-36.9929;-6709949.286800001;-4438117.184999999
GACTARG0007;Rivadavia;San Juan;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0;;1960;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-68.67579999999998;-31.549200000000006;-7644955.0858;-3704280.5040000007
GACTARG0008;Sierras Bayas;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0;;0;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-60.1651;-36.938599999999994;-6697548.295499999;-4430551.871199999
GACTARG0009;Zapala;Neuquén;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;0.89;Estimated;1970;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-70.0352;-38.896800000000006;-7796282.8016;-4706899.820300002
GACTARG0010;Ramallo;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Grinding;;0;;1999;4296543187;Loma Negra Compania Industrial Argentina SA;http://www.lomanegra.com/unidades/cemento/;5035421084;InterCement Participacoes SA;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-60.133100000000006;-33.38790000000001;-6693986.071799999;-3946905.1127000004
GACTARG0011;Las Heras;Mendoza;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;1.59;Estimated;1935;4295856026;Holcim Argentina SA;https://www.holcim.com.ar/nuestra-empresa/presencia-nacional;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-68.84519999999999;-32.7393;-7663812.6076;-3860751.3035000004
GACTARG0012;Santa María;Córdoba;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;2.54;Estimated;1930;4295856026;Holcim Argentina SA;https://www.holcim.com.ar/nuestra-empresa/presencia-nacional;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-64.35299999999998;-31.482100000000003;-7163743.191;-3695518.555399999
GACTARG0013;El Carmen;Jujuy;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;1.31;Estimated;1982;4295856026;Holcim Argentina SA;https://www.holcim.com.ar/nuestra-empresa/presencia-nacional;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-64.9576;-24.490599999999993;-7231046.9552;-2813304.832699999
GACTARG0014;Deseado;Santa Cruz;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;2.09;Estimated;2008;4295856026;Holcim Argentina SA;https://www.afcp.org.ar/evoluciondelsector;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-67.9275;-46.789500000000004;-7561654.710899999;-5907782.544199999
GACTARG0015;Yoccina;Córdoba;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Grinding;;0;;1963;4295856026;Holcim Argentina SA;https://www.holcim.com.ar/nuestra-empresa/presencia-nacional;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-64.37049999999999;-31.444900000000008;-7165691.2820999995;-3690663.6702000014
GACTARG0016;Campana Partido;Provincia de Buenos Aires;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Grinding;;0;;2000;4295856026;Holcim Argentina SA;https://www.holcim.com.ar/nuestra-empresa/presencia-nacional;4295890620;LafargeHolcim Ltd;0;529900EHPFPYHV6IQO98;Public;LHN;SWX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-59.016299999999994;-34.1518;-6569664.464500001;-4049203.3156999983
GACTARG0017;Comodoro Rivadavia;Chubut;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;;0;;1950;5000066942;Petroquimica Comodoro Rivadavia SA;http://www.pcrsa.com.ar/;5000066942;Petroquimica Comodoro Rivadavia SA;0;254900LWUHABVX9HG715;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-67.4226;-45.80360000000001;-7505449.5;-5748931.648400001
GACTARG0018;Minas;Departamento de Lavalleja;Argentina;ARG;32;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;Dry;1.4;Estimated;0;;;;;;0;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;-55.2805;-34.379000000000005;-6153797.1108;-4079806.708299998
GACTARM0001;Hrazdan;Kotayk Province;Armenia;ARM;51;Asia;Western Asia;Exact;Operating;Integrated;Wet;1.2;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-am.pdf;1970;;Khachaturov Group;https://www.khachaturovgroup.am/about/;;Khachaturov Group;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;44.748;40.569900000000004;4981324.574000001;4949107.510799997
GACTARM0002;Ararat;Ararat Province;Armenia;ARM;51;Asia;Western Asia;Exact;Operating;Integrated;Dry;1.2;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-am.pdf;1933;4296860538;Araratcement Ojsc(Armenia);https://www.araratcement.am/history;;Multi Group Concern;0;;Private;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;44.73089999999999;39.85579999999999;4979421.010699999;4845009.601599999
GACTAUS0001;Angaston;South Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Integrated;Wet;0.25;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-as.pdf;1952;5040950706;Adelaide Brighton Cement Ltd;http://www.adelaidebrighton.com.au/customer-info/plant-locations;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;139.02899999999997;-34.5021;15476637.4855;-4096422.7032000013
GACTAUS0002;Peterhead;South Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Integrated;Dry;1.2;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-as.pdf;0;5040950706;Adelaide Brighton Cement Ltd;http://www.adelaidebrighton.com.au/customer-info/plant-locations;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;138.50299999999996;-34.83160000000001;15418083.433300003;-4141019.7402000017
GACTAUS0003;Munster;Western Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Integrated;;0.7;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-as.pdf;0;4297011466;Cockburn Cement Ltd;http://cockburncement.com.au/about-us/;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.7991;-32.1476;12890696.846299998;-3782701.053100001
GACTAUS0004;Port Denison;Western Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Integrated;Dry;0;;0;4297011466;Cockburn Cement Ltd;http://cockburncement.com.au/about-us/;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.94430000000001;-29.311200000000003;12795540.9456;-3415314.7624999993
GACTAUS0005;Kwinana Beach;Western Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Grinding;;0;;0;4297011466;Cockburn Cement Ltd;http://cockburncement.com.au/about-us/;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.7737;-32.21099999999999;12887869.331300002;-3791039.635499999
GACTAUS0006;Port Kembla;New South Wales;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Grinding;;0;;0;5000444682;Morgan Cement International Pty Ltd;https://adbri.com.au/contact#locations-contacts;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;150.9111;-34.4769;16799346.807099998;-4093019.221999999
GACTAUS0007;East Arm;Northern Territory;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Grinding;;0;;0;5036865970;Northern Cement Ltd;https://adbri.com.au/contact#locations-contacts;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;130.8973;-12.481199999999998;14571420.782200001;-1400521.6490999982
GACTAUS0008;Parkeston;Western Australia;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;Grinding;;0;;0;4297011466;Cockburn Cement Ltd;http://cockburncement.com.au/about-us/;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;121.49759999999998;-30.72430000000001;13525050.964599997;-3596995.773699999
GACTAUS0009;Mataranka;Northern Territory;Australia;AUS;36;Oceania;Australia and New Zealand;Exact;Operating;;;0;;0;5036865970;Northern Cement Ltd;https://adbri.com.au/contact#locations-contacts;4295857193;Adelaide Brighton Ltd;0;529900XNYGV6JJJ38J47;Public;ABC;ASX;;;0;;;;;0;0;0;0;0;0;0;0;0;0;133.08199999999997;-14.979500000000007;14814620.473800004;-1686837.701200001
