uid;city;state;country;iso3;country_code;region;sub_region;accuracy;status;plant_type;production_type;capacity;capacity_source;year;owner_permid;owner_name;owner_source;parent_permid;parent_name;ownership_stake;parent_lei;parent_holding_status;parent_ticker;parent_exchange;parent_permid_2;parent_name_2;ownership_stake_2;parent_lei_2;parent_holding_status_2;parent_ticker_2;parent_exchange_2;name;permit_id;site_name;facility_name;installation_name;installationpart_name;site_inspire_id;facility_inspire_id;installation_inspire_id;installation_part_inspire_id;eigl_text_lon;eigl_text_lat;x;y
GACTCHN0091;Jiujiang Shi;Jiangxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;2.9;http://english.conch.cn/243253/list.aspx;2002;5000066384;Jiangxi Lushan Conch Cement Co Ltd;http://english.conch.cn/243253/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.12470000000002;29.605100000000004;12926942.4725;3452889.458899997
GACTCHN0092;Nanchang Shi;Jiangxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;2.2;http://english.conch.cn/jiangsusheng00629715084311/list.aspx;2014;5041748290;Jinxian Conch Cement Co Ltd;http://english.conch.cn/jiangsusheng00629715084311/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.44590000000001;28.30160000000001;12962698.293000001;3287052.1385000013
GACTCHN0093;Maoming Shi;Guangdong Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;1.5;http://english.conch.cn/1113343979098040032/list.aspx;2009;5041748285;Maoming Dadi Cement Co Ltd;http://english.conch.cn/1113343979098040032/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;110.83719999999998;21.6901;12338340.665;2474358.4543000013
GACTCHN0094;Yangzhou Shi;Jiangsu Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;4.4;http://english.conch.cn/wnage/list.aspx;2012;5000014924;Yangzhou Conch Cement Co Ltd;http://english.conch.cn/jiangsusheng006297150843578301205454139509395474/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;119.82550000000002;32.31750000000001;13338913.644000001;3805059.9734999985
GACTCHN0095;Wenzhou Shi;Zhejiang Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;2;http://english.conch.cn/jiangsusheng0062971508435783012011/list.aspx;2015;;Yueqing Conch Cement Co Ltd;http://english.conch.cn/jiangsusheng0062971508435783012011/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;121.09559999999998;28.161799999999992;13480300.5293;3269388.4252999984
GACTCHN0096;Zhenjiang Shi;Jiangsu Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;0.85;http://english.conch.cn/jiangsusheng0062971508435783012054541395093954743369/list.aspx;2012;5037968701;Zhenjiang Beigu Conch Cement Co Ltd;http://english.conch.cn/jiangsusheng0062971508435783012054541395093954743369/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;119.28370000000001;32.1724;13278600.743900001;3785962.1416999996
GACTCHN0097;Bozhou Shi;Anhui Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;0;;0;5037968704;Bozhou Conch Cement Co Ltd;http://english.conch.cn/anhui160299544689519818715754026027294/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.2543;33.5443;12941369.478500001;3967775.5551000014
GACTCHN0098;Ganzhou Shi;Jiangxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;2.05;http://english.conch.cn/jiangsusheng006297150843578311/list.aspx;0;5074494806;Ganzhou Conch Cement Co Ltd;http://english.conch.cn/jiangsusheng006297150843578311/list.aspx;4295864310;Anhui Conch Cement Co Ltd;0;300300JVKW56SSAEQZ33;Public;600585;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.88190000000002;25.743;12788594.6094;2967285.054200001
GACTCHN0099;Huanggang Shi;Hubei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=26;2009;;Huanggang Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=26;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.42090000000002;29.9179;12848595.8149;3493001.0133000016
GACTCHN0100;Chengdu Shi;Sichuan Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;6;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=25;2006;;Sichuan Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=25;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;103.90839999999999;30.976399999999995;11567030.177099999;3629684.613300003
GACTCHN0101;Jiujiang Shi;Jiangxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;14;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=24;2000;5035904422;Jiangxi Ya Dong Cement Corp Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=24;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.5801;29.810699999999997;12866317.877799999;3479240.2273999974
GACTCHN0102;Wuhan Shi;Hubei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.48;Estimated;2009;;Hubei Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=29;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.5435;30.677699999999984;12750924.0937;3590962.7114999965
GACTCHN0103;Wuhan Shi;Hubei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.4;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=30;0;;Wuhan Ya Xin Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=30;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.32869999999998;30.273800000000012;12727012.667100001;3538793.0549999997
GACTCHN0104;Nanchang Shi;Jiangxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;0.65;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=32;0;;Nanchang Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=32;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.96410000000002;28.618099999999988;12909064.5623;3327127.9381000027
GACTCHN0105;Wuhan Shi;Hubei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;2.3;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=31;2001;;Wuhan Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=31;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.13869999999999;30.602200000000003;12705861.963799998;3581194.288999997
GACTCHN0106;Yangzhou Shi;Jiangsu Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Grinding;;3;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=28;0;;Yangzhou Ya Dong Cement Co Ltd;http://www.achc.com.cn/en/About/Subsidiary_Detail.aspx?ID=28;4295891026;Asia Cement Corp;0;213800EFQXH43HMGJL59;Public;1102;TAI;;;0;;;;;0;0;0;0;0;0;0;0;0;0;119.4113;32.26840000000001;13292805.111000001;3798594.092799999
GACTCHN0107;Baoding Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.47;Estimated;0;5000507600;Baoding Taihang Heyi Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3179;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.4423;39.32609999999999;12850978.052000001;4768490.828299999
GACTCHN0108;Changping Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.96;Estimated;0;4296670622;Beijing Cement Factory Co;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3220;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.1672;40.18669999999999;12931673.550900001;4893110.221500002
GACTCHN0109;Jiaozuo Shi;Henan Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.29;Estimated;0;;Qinyang Jinyu Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3164;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;112.84649999999999;35.193899999999985;12562014.917800002;4190262.699699998
GACTCHN0110;Huairou Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3215;0;;Beijing Xingfa Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3215;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.6715;40.42840000000001;12987811.9701;4928392.894000001
GACTCHN0111;Handan Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;5036230052;Handan BBMG Taihang Cement Co Ltd;http://www.hdjyth.com/ContactInformation/;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.181;36.434900000000006;12710570.778299998;4360629.135600001
GACTCHN0112;Shunyi Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;;Beijing Jinyu Shunfa Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3214;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.92299999999999;40.104299999999995;13015808.822;4881110.467100002
GACTCHN0113;Fangshan Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.42;Estimated;0;5036230989;Beijing Liulihe Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3221;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.03209999999999;39.598000000000006;12916634.287700001;4807695.5484
GACTCHN0114;Shunyi Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.21;Estimated;0;;Beijing Jinyu Pinggu Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3219;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.97739999999997;40.07779999999999;13021864.6023;4877254.412600003
GACTCHN0115;Zhangjiakou Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.14;Estimated;0;5036230997;Zhangjiakou BBMG Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3171;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.0768;40.586600000000004;12810290.778099999;4951555.161600001
GACTCHN0116;Fangshan Qu;Beijing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.42;Estimated;0;;Beijing Taihang Prospect Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3216;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;116.02139999999997;39.77089999999999;12915443.169100001;4832705.729599997
GACTCHN0117;Siping Shi;Jilin Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.3;Estimated;0;5036230056;Siping BBMG Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=52&page=ContentPage&contentid=8574;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;124.39639999999999;43.17509999999999;13847743.9045;5338661.9432
GACTCHN0118;Shijiazhuang Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;3.3;https://www.zhjysn.com/blank1.html;0;5036230057;Zanhuang BBMG Cement Co Ltd;https://www.zhjysn.com/blank1.html;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.4519;37.59879999999998;12740727.228300001;4522903.716200002
GACTCHN0119;Baoding Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.19;Estimated;0;5050275378;Quyang Jinyu Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3172;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.63070000000002;38.8141;12760631.153299998;4695077.866899997
GACTCHN0120;Beichen Qu;Tianjin Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;4298342888;Tianjin Zhenxing Cement Co Ltd;http://www.zhengtong.cn/;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;117.1284;39.27739999999999;13038673.845400002;4761484.995499998
GACTCHN0121;Zhangjiakou Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.75;Estimated;0;5036230987;Zhuolu BBMG Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3173;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.2668;40.14200000000001;12831441.481400002;4886598.8398
GACTCHN0122;Jiangjin Qu;Chongqing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;3;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=34;0;5000912445;Jidong Cement Chongqing Jiangjin Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=34;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;106.01069999999999;29.225899999999978;11801057.1426;3404429.5820000023
GACTCHN0123;Tangshan Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0.85;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=1;0;4297935631;Jidong Cement Fengrun Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=1;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;118.055;39.875299999999996;13141822.485599998;4847837.727600001
GACTCHN0124;Baoji Shi;Shaanxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.4;Estimated;0;5036201732;Jidong Cement Fengxiang Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=23;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;107.50209999999998;34.538699999999984;11967079.0312;4101367.6873999983
GACTCHN0125;Anshan Shi;Liaoning Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.4;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=37;0;4298377241;Anshan Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=37;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;123.0009;41.1855;13692397.555100001;5039741.494400002
GACTCHN0126;Liaoyang Shi;Liaoning Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.16;Estimated;0;5000020563;Liaoyang Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=38;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;123.3366;41.30959999999999;13729767.508199997;5058115.405299999
GACTCHN0127;Xianyang Shi;Shaanxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;5037047231;Jidong Heidelberg Jingyang Cement Company Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=22;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;108.6282;34.610499999999995;12092435.9098;4111074.8246000037
GACTCHN0128;Baoji Shi;Shaanxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.94;Estimated;0;;Jidong Heidelberg (Fufeng) Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=21;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;107.9923;34.55149999999998;12021647.845600002;4103097.593800001
GACTCHN0129;Baotou Shi;Neimenggu Zizhiqu;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.13;Estimated;0;5036201998;Baotou Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=31;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;110.1069;41.879299999999986;12257044.040800001;5142916.281800002
GACTCHN0130;Jiaozuo Shi;Henan Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.56;Estimated;0;;Boai Jinyu Cement Co Ltd;http://www.bajysn.com/;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;113.1092;35.20629999999999;12591258.548;4191951.9513000026
GACTCHN0131;Qinhuangdao Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.42;Estimated;0;5052141709;Changli Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=59;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;118.79979999999999;39.75030000000001;13224733.2423;4829722.626400001
GACTCHN0132;Chengde Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.88;Estimated;0;5038059469;Chengde BBMG Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3162;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;117.60610000000001;40.52219999999999;13091851.1662;4942119.678599998
GACTCHN0133;Chengde Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.68;Estimated;0;5036201545;Chengde Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=9;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;118.2595;40.783699999999996;13164587.3215;4980489.623300001
GACTCHN0134;Datong Shi;Shanxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;5000086912;Datong Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=26;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;113.1159;39.9833;12592004.3886;4863515.7776999995
GACTCHN0135;Datong Shi;Shanxi Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.83;Estimated;0;5051388684;Guangling Jinyu Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=48&page=ContentPage&contentid=3161;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.36769999999999;39.8184;12731354.1272;4839587.648400001
GACTCHN0136;Handan Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.44;Estimated;0;5036345933;Handan Shexian Jinyu Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=52&page=ContentPage&contentid=8573;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;113.6191;36.51409999999999;12648020.356400002;4371593.2809000015
GACTCHN0137;Shijiazhuang Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2.91;Estimated;0;5051388628;Hebei Jinyu Dingxin Cement Co Ltd;https://www.bbmg.com.cn/second/index.aspx?nodeid=52&page=ContentPage&contentid=4226;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;114.235;38.1812;12716582.0308;4605055.014399998
GACTCHN0138;Wulanchabu Shi;Neimenggu Zizhiqu;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;5041749625;Inner Mongolia Yidong Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=33;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;112.15399999999998;41.0007;12484926.170400001;5012444.9142
GACTCHN0139;Eerduosi Shi;Neimenggu Zizhiqu;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.2;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=29;0;5000035633;Inner Mongolia Yili Jidong Cement Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=29;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;109.9615;40.3652;12240858.186900001;4919154.936800003
GACTCHN0140;Xilinguole Meng;Neimenggu Zizhiqu;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.28;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=30;0;4298119658;Jidong Cement Abaga Qi Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=30;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;115.85200000000002;43.625400000000006;12896585.6474;5407653.796800002
GACTCHN0141;Bishan Qu;Chongqing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.75;Estimated;0;5000086931;Jidong Cement Bishan Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=35;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;106.16659999999999;29.666600000000003;11818411.851300001;3460765.968199998
GACTCHN0142;Hechuan Qu;Chongqing Shi;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;2;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=36;0;5000086944;Jidong Cement Chongqing Hechuan Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=36;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;106.3799;29.964400000000005;11842156.2986;3498974.615699999
GACTCHN0143;Haerbin Shi;Heilongjiang Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;3.19;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=20;0;5036202037;Jidong Cement Heilongjiang Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=20;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;127.1471;45.3982;14153950.4278;5684429.289399996
GACTCHN0144;Tangshan Shi;Hebei Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;0;;0;;Jidong Cement Luan County Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=4;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;118.3663;39.91799999999998;13176476.243099999;4854033.4081000015
GACTCHN0145;Jilin Shi;Jilin Sheng;China;CHN;156;Asia;Eastern Asia;Exact;Operating;Integrated;Dry;1.8;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=17;0;5000095497;Jidong Cement Panshi Co Ltd;http://en.jdsn.com.cn/Map/MapDetails.aspx?id=17;4298544912;BBMG Corp;0;529900T6R2GKVJ9Y2J16;Public;601992;SHH;;;0;;;;;0;0;0;0;0;0;0;0;0;0;126.15329999999999;42.87289999999998;14043321.117899999;5292645.897200003
