node,demand,capacity_existing,difference
AT22,0.2523767137091001,0.2226027397260273,0.0297739739830728
AT22,0.2523767137091001,0.2054794520547944,0.04689726165430569
AT31,0.6211932143785185,0.684931506849315,-0.06373829247079654
BE22,0.1204615202652961,0.0,0.1204615202652961
BE23,0.6724648683996551,0.3424657534246575,0.3299991149749976
BE32,0.2208461204504269,0.0,0.2208461204504269
BE32,0.2208461204504269,0.0285388127853881,0.19230730766503878
BG41,0.0845021891234282,0.091324200913242,-0.0068220117898138005
CZ03,0.0172698000780362,0.0171232876712328,0.0001465124068034014
CZ08,0.6093913291721328,0.365296803652968,0.24409452551916477
CZ08,0.6093913291721328,0.639269406392694,-0.02987807722056124
CZ08,0.6093913291721328,0.319634703196347,0.2897566259757858
CZ08,0.6093913291721328,0.593607305936073,0.015784023236059763
DE13,0.2728095331183185,0.2625570776255707,0.010252455492747836
DE27,0.1287660995658686,0.1255707762557077,0.003195323310160897
DE40,0.5953598165298375,0.3881278538812785,0.20723196264855898
DE40,0.5953598165298375,0.46803652968036524,0.12732328684947225
DE50,0.4588708041048618,0.45662100456621,0.0022497995386517866
DE60,0.1328310221807798,0.1255707762557077,0.007260245925072101
DE72,0.0436495252862428,,
DE91,0.7853544719428678,0.730593607305936,0.05476086463693175
DE94,0.1876929587498766,,
DEA1,1.6301989096204097,0.1712328767123287,1.458966032908081
DEA1,1.6301989096204097,0.0,1.6301989096204097
DEA1,1.6301989096204097,0.639269406392694,0.9909295032277157
DEA1,1.6301989096204097,0.0,1.6301989096204097
DEA5,0.134222290266299,,
DEC0,0.7882179987295509,0.319634703196347,0.4685832955332039
DEC0,0.7882179987295509,0.3082191780821918,0.4799988206473591
DED2,0.11894495642563,0.1084474885844748,0.010497467841155197
DEG0,0.120036194546684,0.1255707762557077,-0.005534581709023698
EL30,0.0647419827278888,,
EL52,0.0323709913702883,,
EL61,0.0890202262682932,,
ES11,0.048817735939217,,
ES12,0.6231084846623974,0.5707762557077625,0.05233222895463496
ES13,0.0690422265442383,,
ES21,0.5669831330887268,0.1027397260273972,0.4642434070613296
ES21,0.5669831330887268,0.1598173515981735,0.4071657814905533
ES24,0.0348698113905928,,
ES30,0.0418437736585608,,
ES43,0.090661509597778,0.0,0.090661509597778
ES51,0.1673750947103719,0.2853881278538812,-0.11801303314350928
ES61,0.174349056927588,0.0,0.174349056927588
FI1C,0.0371468431462308,0.0342465753424657,0.002900267803765094
FI1D,0.4640298040953496,,
FR10,0.1729410925163637,,
FRC1,0.0210689655881908,0.0136986301369863,0.0073703354512044995
FRE1,0.89492108594883,,
FRF3,0.1106120693294377,,
FRI1,0.1053448279346103,0.0,0.1053448279346103
FRK2,0.0307255748166932,0.0068493150684931,0.023876259748200103
FRL0,0.6168183452325201,0.0,0.6168183452325201
HR02,0.0112887771951919,0.0399543378995433,-0.0286655607043514
HU21,0.2093522703508359,0.1940639269406392,0.015288343410196692
HU31,0.0417435739063181,0.0627853881278538,-0.02104181422153569
HU31,0.0417435739063181,0.0410958904109589,0.0006476834953592012
ITC1,0.0676498891380743,,
ITC2,0.0293149519627926,,
ITC4,1.2594154360788252,0.0,1.2594154360788252
ITC4,1.2594154360788252,0.0,1.2594154360788252
ITC4,1.2594154360788252,0.0,1.2594154360788252
ITC4,1.2594154360788252,0.3881278538812785,0.8712875821975468
ITC4,1.2594154360788252,0.0,1.2594154360788252
ITC4,1.2594154360788252,0.1084474885844748,1.1509679474943504
ITC4,1.2594154360788252,0.0,1.2594154360788252
ITF4,0.5734983405974418,0.0,0.5734983405974418
ITG1,0.0563749076129471,,
ITH1,0.022549963050254,,
ITH2,0.0676498891380743,,
ITH3,0.4137918219734319,0.1141552511415525,0.2996365708318794
ITH3,0.4137918219734319,0.0,0.4137918219734319
ITH3,0.4137918219734319,0.0513698630136986,0.3624219589597333
ITH4,0.3912418588343617,0.136986301369863,0.2542555574644987
ITH4,0.3912418588343617,0.1769406392694063,0.21430121956495538
ITH4,0.3912418588343617,0.136986301369863,0.2542555574644987
ITI2,0.1634872320953103,0.0,0.1634872320953103
LU00,0.2952529608076042,0.228310502283105,0.0669424585244992
LU00,0.2952529608076042,0.0,0.2952529608076042
NL32,0.8644345563031792,0.0,0.8644345563031792
PL21,0.2340471569845439,0.0,0.2340471569845439
PL22,0.7717319018464119,0.0171232876712328,0.7546086141751791
PL22,0.7717319018464119,0.136986301369863,0.6347456004765489
PL22,0.7717319018464119,0.091324200913242,0.6804077009331699
PL22,0.7717319018464119,0.0428082191780821,0.7289236826683299
PL72,0.1141921474640923,0.091324200913242,0.022867946550850296
PL82,0.0304512393237579,0.0297945205479452,0.0006567187758126994
PL91,0.0951601228867435,,
PT11,0.0761280983093949,,
PT17,0.1395681802338906,,
RO22,0.2759643563715566,0.228310502283105,0.047653854088451575
RO31,0.0356505677809966,0.0656392694063926,-0.029988701625396
RO31,0.0356505677809966,0.0536529680365296,-0.018002400255533
RO42,0.1388096575113666,0.091324200913242,0.04748545659812459
RO42,0.1388096575113666,0.0970319634703196,0.04177769404104699
RO42,0.1388096575113666,0.0513698630136986,0.08743979449766799
SE12,0.1564627620314939,0.0,0.1564627620314939
SE31,0.2314294188732485,0.0,0.2314294188732485
SE31,0.2314294188732485,0.0,0.2314294188732485
SE33,0.2024812214973028,0.0,0.2024812214973028
SI03,0.0304608757960741,,
SI04,0.0525187513611661,,
SK03,0.0444080573471469,0.0182648401826484,0.0261432171644985
SK04,0.6064871831981795,0.5844748858447487,0.0220122973534308
