uid;city;state;country;iso3;country_code;region;sub_region;accuracy;status;plant_type;primary_production_type;primary_product;capacity;capacity_source;year;owner_permid;owner_name;owner_source;parent_permid;parent_name;ownership_stake;parent_lei;parent_holding_status;parent_ticker;parent_exchange;parent_permid_2;parent_name_2;ownership_stake_2;parent_lei_2;parent_holding_status_2;parent_ticker_2;parent_exchange_2;parent_exchange_3;name;permit_id;site_name;facility_name;installation_name;installationpart_name;site_inspire_id;facility_inspire_id;installation_inspire_id;installation_part_inspire_id;eigl_text_lon;eigl_text_lat;x;y
GASTGBR0015;South Yorkshire;England;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;4297330456;Outokumpu Stainless Ltd;https://www.outokumpu.com/locations/sheffieldsmacc;4295866315;Outokumpu Oyj;0;5493009YRUJJDCFF0R80;Public;OUT1V;HEX;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-1.3958;53.39960000000001;-155379.7452000007;7057257.888499998
GASTGBR0016;Tyne and Wear;England;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0.2;https://spartan.metinvestholding.com/en/about/structure;2001;4298159559;Spartan UK Ltd;https://spartan.metinvestholding.com/en;5000048980;SCM System Capital Management Ltd;0;213800H4CR5EGA1SBE94;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-1.6317;54.95359999999999;-181640.01309999824;7352866.0217999965
GASTGBR0017;South Yorkshire;England;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;5001431286;Sheffield Forgemasters Group Ltd;https://www.sheffieldforgemasters.com/uploads/Sheffield%20Forgemasters%20Site%20Map.pdf;5001431286;Sheffield Forgemasters Group Ltd;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-1.4239;53.40590000000001;-158507.82290000096;7058434.219999999
GASTGBR0018;Neath Port Talbot Principle Area;Wales;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;Integrated;BF;Crude Steel;0;;0;4296714310;Tata Steel UK Ltd;https://www.tatasteeleurope.com/en/sustainability/communities/south-wales-community;4295872420;Tata Steel Ltd;0;335800E6C75YGSGD5T66;Public;TATASTEEL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-3.7798;51.57829999999998;-420765.4112999998;6724232.914300002
GASTGBR0019;Flintshire;Wales;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;4296714310;Tata Steel UK Ltd;https://www.tatasteeleurope.com/en/sustainability/communities/south-wales-community;4295872420;Tata Steel Ltd;0;335800E6C75YGSGD5T66;Public;TATASTEEL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-3.0542;53.227499999999985;-339991.9888000004;7025190.632700004
GASTGBR0020;Carmarthenshire;Wales;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;4296714310;Tata Steel UK Ltd;https://www.tatasteeleurope.com/en/careers/uk/locations;4295872420;Tata Steel Ltd;0;335800E6C75YGSGD5T66;Public;TATASTEEL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-4.1287;51.67330000000001;-459604.7815999985;6741268.102499999
GASTGBR0021;Newport;Wales;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;4296714310;Tata Steel UK Ltd;https://www.tatasteeleurope.com/en/sustainability/communities/south-wales-community;4295872420;Tata Steel Ltd;0;335800E6C75YGSGD5T66;Public;TATASTEEL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-2.8843999999999994;51.576;-321089.939199999;6723820.9252
GASTGBR0022;Northamptonshire;England;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;4296714310;Tata Steel UK Ltd;https://www.tatasteeleurope.com/en/careers/uk/locations;4295872420;Tata Steel Ltd;0;335800E6C75YGSGD5T66;Public;TATASTEEL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-0.6608999999999999;52.49750000000001;-73571.05150000006;6890584.581200004
GASTGBR0023;Nottinghamshire;England;United Kingdom;GBR;826;Europe;Northern Europe;Exact;Operating;;;;0;;0;5000868558;Brunton Shaw Uk Ltd;http://www.ushamartin.com/facility/worksop-uk/;4295872989;Usha Martin Ltd;0;33580037BPBHOK655A23;Public;USHAMART;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-1.1381999999999999;53.31129999999998;-126703.84439999983;7040788.8706
GASTGEO0001;Rustavi;Kvemo Kartli;Georgia;GEO;268;Asia;Western Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.175;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-gg.pdf;0;;GeoSteel LLC;http://geosteel.com.ge/company/manufacturing-facilities/;4295872888;JSW Steel Ltd;0.5;335800EK6HZSC4CVAJ09;Public;JSWSTEEL;NSI;5072809078;Georgian Steel Group Holding Ltd;0.5;;Private;;;;0;0;0;0;0;0;0;0;0;0;45.03119999999999;41.542099999999984;5012850.253800001;5092633.131399997
GASTGEO0002;Rustavi;Kvemo Kartli;Georgia;GEO;268;Asia;Western Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.125;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-gg.pdf;1948;;Rustavi Steel LLC;http://www.rmp.ge/en/about-us/company-profile/;;Rustavi Steel LLC;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;45.026199999999996;41.53170000000001;5012293.656399999;5091086.467299998
GASTGHA0001;Tema;Greater Accra Region;Ghana;GHA;288;Africa;Sub-Saharan Africa;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-0.0009999999999999998;5.6914000000000025;-111.31949999928474;634608.241799999
GASTGRC0001;Metallia;;Greece;GRC;300;Europe;Southern Europe;Exact;Operating;;;;0;;0;4296758174;Larco General Mining and Metallurgical Company SA;http://www.larco.gr/contactus.php;4296758174;Larco General Mining and Metallurgical Company SA;0;213800RPH5WGQBEEYX98;Private;;;;;0;;;;;;Singrótima Ergostasíou Larímnis (SEL) tis G. M. M. A.;44287;G.M.M.S.A. LARCO;G.M.M.S.A. LARCO;G.M.M.S.A. LARCO;0;EL.CAED/100120.SITE;EL.CAED/100120.FACILITY;EL.CAED/100120.INSTALLATION;0;23.2937;38.564299999999996;2593042.8227000013;4659452.062700003
GASTGRC0002;Almyros;;Greece;GRC;300;Europe;Southern Europe;Exact;Operating;;;;0;;0;4296104408;Sovel SA;https://sidenor.gr/en/start/production-facilities/;5040438569;Viohalco SA;0;549300U0BOLVY36TGJ31;Public;VIO;ATH;;;0;;;;;;SOVEL ELLINIKI ETAIRIA EPEXERGASIAS KHALIVA A. E.;44321;SOVEL S.A.;SOVEL HELLENIC STEEL PROCESSING COMPANY S.A.;SOVEL HELLENIC STEEL PROCESSING COMPANY S.A.;0;EL.CAED/100106.SITE;EL.CAED/100106.FACILITY;EL.CAED/100106.INSTALLATION;0;22.840199999999996;39.1696;2542559.433600001;4745994.515900001
GASTGRC0003;Echedoro;;Greece;GRC;300;Europe;Southern Europe;Exact;Operating;;;;0;;0;5035930827;Sidenor Steel Industry SA;https://sidenor.gr/en/start/production-facilities/;5040438569;Viohalco SA;0;549300U0BOLVY36TGJ31;Public;VIO;ATH;;;0;;;;;;SIDENOR STEEL INDUSTRY S.A.;44319;SIDENOR STEEL INDUSTRY S.A.;SIDENOR STEEL INDUSTRY S.A.;SIDENOR STEEL INDUSTRY S.A.;0;EL.CAED/100110.SITE;EL.CAED/100110.FACILITY;EL.CAED/100110.INSTALLATION;0;22.816499999999998;40.704499999999975;2539921.161699999;4968852.703100003
GASTGRC0004;Gallikos;;Greece;GRC;300;Europe;Southern Europe;Exact;Operating;;;;0;;0;4295870668;Erlikon SA;https://sidenor.gr/en/start/production-facilities/;5040438569;Viohalco SA;0;549300U0BOLVY36TGJ31;Public;VIO;ATH;;;0;;;;;;0;0;ERLIKON WIRE PROCESSING S.A. THESSALONIKI;ERLIKON WIRE PROCESSING S.A. THESSALONIKI;ERLIKON WIRE PROCESSING S.A. THESSALONIKI;0;EL.CAED/100119.SITE;EL.CAED/100119.FACILITY;EL.CAED/100119.INSTALLATION;0;22.891299999999998;40.8259;2548247.8596;4986695.770199999
GASTGTM0001;Masagua;Escuintla;Guatemala;GTM;320;Americas;Latin America and the Caribbean;Exact;Operating;Mini-Mill;EAF;Crude Steel;1;https://www.corporacionag.com/sidegua;1994;;Siderúrgica de Guatemala SA;https://www.corporacionag.com/sidegua;;Siderúrgica de Guatemala SA;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-90.8166;14.233099999999991;-10109657.6676;1600973.1479999982
GASTGTM0002;Villa Nueva;Guatemala;Guatemala;GTM;320;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;5035746176;Ternium Internacional Guatemala SA;https://www.ternium.com/en/contact-us#our-offices;5035256873;Techint Holdings SARL;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-90.58389999999999;14.509;-10083753.6221;1632678.3255000003
GASTGTM0003;Amatitlán;Guatemala;Guatemala;GTM;320;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-90.64569999999999;14.467099999999997;-10090633.1666;1627860.8418999985
GASTHRV0001;Sisak;Sisačko-moslavačka županija;Croatia;HRV;191;Europe;Southern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.35;https://www.absacciai.com/abs-sisak/;1954;5000241208;ABS Sisak doo;https://www.absacciai.com/abs-sisak/;4295875649;Danieli & C Officine Meccaniche SpA;0;815600B4B8C6A353E566;Public;DAN;MIL;;;0;;;;;;ABS Sisak d.o.o.;HR-321;"Pogon Čeličana; ABS Sisak d.o.o.";Pogon Čeličana;Pogon Čeličana;0;HR.CAED/000000217.SITE;HR.CAED/000000220.FACILITY;HR.CAED/000000116.INSTALLATION;0;16.3917;45.446000000000005;1824715.6972000003;5692010.477899998
GASTHUN0001;Miskolc;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.55;http://www.dam2004.hu/;1770;;DAM 2004 Acél-és Hengermű Kereskedelmi és Szolgáltató Kft;http://www.dam2004.hu/;;DAM 2004 Acél-és Hengermű Kereskedelmi és Szolgáltató Kft;0;;;;;;;0;;;;;;0;0;D&D Drótáru Ipari és Kereskedelmi Zrt. Miskolc D&D Drótáru Ipari és Kereskedelmi Zrt.;D&D Drótáru Ipari és Kereskedelmi Zrt.;D&D Drótáru Ipari és Kereskedelmi Zrt. Drótáru és Drótkötél ZRt. vas-éc acéltermékek gyártása;0;HU.OKIR/100433806.SITE;HU.OKIR/100433806.FACILITY;HU.OKIR/101628298.INSTALLATION;0;20.737699999999997;48.09689999999998;2308510.2041999996;6122990.7086
GASTHUN0002;Dunaújváros;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;Integrated;BF;Crude Steel;1.7;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-hu.pdf;0;4297057468;ISD Dunaffer Dunai Vasmu Zrt;http://dunaferr.hu/en/gates-map;4297057468;ISD Dunaffer Dunai Vasmu Zrt;0;529900SN5H0G8279I008;Private;;;;;0;;;;;;Isd Dunaferr Zrt. Dunaújváros Vasmű;HU-UHG5406-1-04;Isd Dunaferr Zrt. Dunaújváros Vasmű;Isd Dunaferr Zrt.;Isd Dunaferr Zrt. Ércelőkészítő és Darabosító üzem (IPPC létesítmény);0;HU.OKIR/100423302.SITE;HU.OKIR/100423302.FACILITY;HU.OKIR/101608119.INSTALLATION;0;18.938099999999995;46.94619999999998;2108179.648600001;5933296.960100003
GASTHUN0003;Ózd;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.36;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2016-hu.pdf;0;4296801372;Oam Ozdi Acelmuvek Kft;https://www.oamkft.hu/en/home/company;4296801372;Oam Ozdi Acelmuvek Kft;0;894500LMN7H77M6GEN05;Private;;;;;0;;;;;;ÓAM Ózdi Acélművek Kft.;HU-UHG5382-5-04;ÓAM Kft. Ózd Acélmü;ÓAM Kft.;ÓAM Kft. ÓAM Kft. vas- és acélgyártó mű;0;HU.OKIR/100296843.SITE;HU.OKIR/100296843.FACILITY;HU.OKIR/101630752.INSTALLATION;0;20.334499999999995;48.243;2263626.1854999997;6147377.008400001
GASTHUN0004;Gönyű;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;Downstream;Galvanizing;Finished Products;0.5;https://www.wuppermann.com/locations/business-unit-flat/wuppermann-hungary-kft;2016;5057497805;Wuppermann Hungary Kft;https://www.wuppermann.com/locations/business-unit-flat/wuppermann-hungary-kft;4297659527;Wuppermann AG;0;5299008HOSN711H13L26;Private;;;;;0;;;;;;0;0;Wuppermann Hungary Kft Gönyű Fémfelület kezelő üzem;Wuppermann Hungary Kft;Wuppermann Hungary Kft Fémfelület kezelő csarnok;0;HU.OKIR/102493389.SITE;HU.OKIR/102493389.FACILITY;HU.OKIR/102525406.INSTALLATION;0;17.7804;47.7346;1979305.074099999;6062814.7588
GASTHUN0005;Ózd;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;ÓAM Ózdi Acélművek Kft.;HU-UHG5382-5-04;ÓAM Kft. Ózd Acélmü;ÓAM Kft.;ÓAM Kft. ÓAM Kft. vas- és acélgyártó mű;0;HU.OKIR/100296843.SITE;HU.OKIR/100296843.FACILITY;HU.OKIR/101630752.INSTALLATION;0;20.2933;48.219500000000004;2259039.8225000016;6143449.810000002
GASTHUN0006;Miskolc;;Hungary;HUN;348;Europe;Eastern Europe;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;0;0;UD STAHL RECYCLING Kft. Miskolc Hulladékkezelő telep;UD STAHL RECYCLING Kft.;UD STAHL RECYCLING Kft. fémhulladék-kezelő telep;0;HU.OKIR/102593977.SITE;HU.OKIR/102593977.FACILITY;HU.OKIR/102713715.INSTALLATION;0;20.717399999999998;48.091300000000004;2306250.4186000004;6122057.364399999
GASTIDN0001;Bekasi;Jawa Barat;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Rolling;Finished Products;0.4;https://www.tradesns.com/en/data/buyer/Indonesia/4341007/ESSAR%20INDONESIA,%20PT;1997;5074506871;PT Essar Indonesia;http://www.essarsteel.com/section_level2.aspx?cont_id=+sDyubvY9c8=&path=Operations_%3E_International_%3E_Indonesia;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;107.0865;-6.309599999999998;11920814.6508;-703805.4248000011
GASTIDN0002;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Coating;Finished Products;0.285;https://www.bluescope.com/about-us/where-we-are/indonesia/;1995;5036394104;PT NS BlueScope Indonesia;https://www.bluescope.com/about-us/where-we-are/indonesia/;4295858761;BlueScope Steel;0;529900H6UQI16XACWC95;Public;BSL;ASX;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.0109;-5.998200000000008;11801079.4065;-668939.5786000006
GASTIDN0003;Kabupaten Morowali;Sulawesi Tengah;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Integrated;BF;Crude Steel;3.5;https://www.spglobal.com/platts/en/market-insights/latest-news/metals/020521-dexin-steel-indonesia-fires-up-second-blast-furnace-at-morowali;2020;;PT Dexin Steel Indonesia;https://www.spglobal.com/platts/en/market-insights/latest-news/metals/020521-dexin-steel-indonesia-fires-up-second-blast-furnace-at-morowali;4297696675;Delong Steel Ltd;0.6;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;122.1607;-2.830400000000007;13598866.918899998;-315206.91479999945
GASTIDN0004;Bekasi;Jawa Barat;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Integrated;BF;Crude Steel;2.8;https://www.gunungrajapaksi.com/about;1986;4296687344;PT Gunung Raja Paksi Tbk;https://www.gunungrajapaksi.com/en/contact;5066608331;Gunung Steel Group;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;107.1166;-6.282;11924165.3675;-700714.364599999
GASTIDN0005;Kota Medan;Sumatera Utara;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0;;0;5039707861;PT Gunung Gahapi Sakti;https://www.gunungrajapaksi.com/en/page/4/gunung-gahapi-sakti;5066608331;Gunung Steel Group;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;98.66519999999998;3.673499999999991;10983359.822999999;409212.6033000015
GASTIDN0006;Bekasi;Jawa Barat;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Galvanizing;Finished Products;0.4;https://www.primetals.com/press-media/metals-magazine/issue-02-2016/value-added-strip-for-the-automotive-market;2016;5040047559;PT JFE Steel Galvanizing Indonesia;https://www.jfe-steel.co.jp/en/company/facilities.html;4295877328;JFE Steel Corp;0;;Private;5403;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;107.08249999999998;-6.347800000000003;11920369.372900002;-708083.9030000009
GASTIDN0007;Kabupaten Gresik;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Rolling;Finished Products;0.15;https://www.jslstainless.com/about-us#subsidiaries;1997;5000934623;PT Jindal Stainless Indonesia;https://www.jslstainless.com/about-us#subsidiaries;4295873341;Jindal Stainless Ltd;0;3358003QFQMSFDO7BP20;Public;JSL;NSI;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.6132;-7.126400000000009;12536044.0806;-795360.5987999998
GASTIDN0008;Kabupaten Gresik;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Rolling;Finished Products;0.22;https://www.mitsubishisteel.co.jp/english/topics/2015.html;2016;5043463353;PT Jatim Taman Steel Manufacturing;http://jts.co.id/jts/id/contact-2/;4295877780;Mitsubishi Steel Mfg Co Ltd;0;353800SXO4E2ZXOH5H95;Public;5632;TYO;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.62369999999999;-7.174599999999996;12537212.9353;-800768.2558999993
GASTIDN0009;Kabupaten Sidoarjo;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.12;https://www.mitsubishisteel.co.jp/english/topics/2015.html;1973;5043463353;PT Jatim Taman Steel Manufacturing;http://jts.co.id/jts/id/contact-2/;4295877780;Mitsubishi Steel Mfg Co Ltd;0;353800SXO4E2ZXOH5H95;Public;5632;TYO;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.7028;-7.3518;12546018.307;-820653.6411000006
GASTIDN0010;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0.16;https://www.latinusa.co.id/pages/5/sejarah-singkat;1986;;PT Latinusa Tbk;https://www.latinusa.co.id;4295877313;Nippon Steel Corp;0;35380065QWQ4U2V3PA33;Public;5401;TYO;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.01299999999999;-6.006900000000008;11801313.177499998;-669913.3973999992
GASTIDN0011;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Galvanizing;Finished Products;0.48;https://www.nipponsteel.com/en/ir/library/pdf/factbook2019_all.pdf;2017;5040793120;PT Krakatau Nippon Steel Sumikin;https://www.knss.co.id/our-company/brief-background.html;4295877313;Nippon Steel Corp;0;35380065QWQ4U2V3PA33;Public;5401;TYO;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.02150000000002;-6.008300000000008;11802259.3931;-670070.1053000018
GASTIDN0012;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Integrated;BF;Crude Steel;3;https://newsroom.posco.com/en/pt-krakatau-posco-sales-exceed-10-million-tons/;2014;5034844796;PT Krakatau Posco;http://www.posco.com/homepage/docs/eng6/jsp/company/family/foreign_02_02.jsp;4295881204;POSCO;0;988400E5HRVX81AYLM04;Public;5490;KSC;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;105.97599999999998;-6.004700000000011;11797194.3563;-669667.1429000013
GASTIDN0013;Kota Surabaya;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Downstream;Rolling;Finished Products;0.25;http://www.bhirawa.com/portofolio-bisnis.html;1973;5035173726;PT Bhirawa Steel;http://bhirawasteel.com/home;5035173726;PT Bhirawa Steel;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.68279999999999;-7.255400000000002;12543791.9172;-809834.6605999991
GASTIDN0014;Bekasi;Jawa Barat;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0.1;https://books.google.co.uk/books?id=IrZFBAAAQBAJ&pg=RA2-PA74&lpg=RA2-PA74&dq=PT+BISMA+NARENDRA+steel+plant&source=bl&ots=MecOy-v9V5&sig=ACfU3U0JrXYkJO_3S81jqE5tWzPWBrkKRw&hl=en&sa=X&ved=2ahUKEwj6v8H92-LuAhXeUBUIHQRXCgQ4ChDoATAAegQIBRAC#v=onepage&q=PT%20BISMA%20NARENDRA%20steel%20plant&f=false;0;;PT Bisma Narendra;https://steelindonesia.com/company/index.php?id=CMP0001112;;PT Bisma Narendra;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;107.0893;-6.307700000000005;11921126.345400002;-703592.6290999986
GASTIDN0015;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Integrated;BF;Crude Steel;0.25;https://www.steelonthenet.com/directory/pig-iron/indoferro.html;2012;4297671237;PT Indoferro;https://www.steelonthenet.com/directory/pig-iron/indoferro.html;;PT Growth Steel Group;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;105.95429999999999;-6.03000000000001;11794778.7234;-672499.1297000013
GASTIDN0016;Kota Medan;Sumatera Utara;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0;;0;5074122211;PT Growth Sumatra;https://www.growthsteelgroup.com/;;PT Growth Steel Group;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;98.66569999999999;3.6687000000000003;10983415.4828;408677.1711000018
GASTIDN0017;Kota Surabaya;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0.35;https://www.thefreelibrary.com/Profile+Gunawan+group.-a0181188627;1993;5000485983;PT Gunawan Dianjaya Steel Tbk;https://www.gunawansteel.com/en/our-company/#profile;5000485983;PT Gunawan Dianjaya Steel Tbk;0;;Public;GDST;JKT;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.68049999999998;-7.246900000000006;12543535.8823;-808880.8165000007
GASTIDN0018;Kabupaten Sidoarjo;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.36;https://www.companiess.com/hanil_jaya_steel_info1340679.html;1973;5057753317;PT Hanil Jaya Steel;http://www.haniljayasteel.com/index.html;5057753317;PT Hanil Jaya Steel;0;254900GRXL2KIT6U4V83;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.74339999999998;-7.346100000000006;12550537.8783;-820013.864599999
GASTIDN0019;Kota Jakarta Utara;Daerah Khusus Ibukota Jakarta;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.15;https://books.google.co.uk/books?id=Qbl1WC1zkrwC&pg=RA2-PA87&lpg=RA2-PA87&dq=PT+BUDIDHARMA+steel+plant+JAKARTA&source=bl&ots=3G5kq9m0si&sig=ACfU3U1xeDVn1ozUqe5PD4Q8I7SDoaso-w&hl=en&sa=X&ved=2ahUKEwimmvfeg-LuAhVBShUIHTogBLA4ChDoATAEegQIBRAC#v=onepage&q=PT%20BUDIDHARMA%20steel%20plant%20JAKARTA&f=false;0;4296668131;PT Indobaja Dayatama;https://www.thefreelibrary.com/Concrete+reinforcing+iron+and+wire+rod+industry.-a0211431384;4296668131;PT Indobaja Dayatama;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.9308;-6.11770000000001;11903482.206099998;-682316.9640000015
GASTIDN0020;Kota Tangerang;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.2;https://www.iwsteel.com/en/about;1975;4296858541;PT Inter World Steel Mills Indonesia;https://www.iwsteel.com/en/about;4296858541;PT Inter World Steel Mills Indonesia;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.5907;-6.212100000000005;11865622.447299998;-692886.6502999999
GASTIDN0021;Kabupaten Sidoarjo;Jawa Timur;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.7;http://www.ispatindo.com/?action=article&articleId=42;1976;4296025899;PT Ispat Indo;http://www.ispatindo.com/?action=article&articleId=1;4296025899;PT Ispat Indo;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;112.706;-7.355300000000007;12546374.5293;-821046.4904000014
GASTIDN0022;Kota Jakarta Timur;Daerah Khusus Ibukota Jakarta;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.7;https://cakrasteel.co.id/technology/high-speed-arc-melter#title;1992;;PT Jakarta Cakratunggal Steel Mills;https://cakrasteel.co.id/about;;PT Jakarta Cakratunggal Steel Mills;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.9263;-6.1791000000000045;11902981.268399999;-689191.5247000009
GASTIDN0023;Kota Jakarta Timur;Daerah Khusus Ibukota Jakarta;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.3;https://www.thefreelibrary.com/Development+of+steel+bar+industry.-a0297915994;0;;PT Jakarta Steel Megah Utama;https://text-id.123dok.com/document/ky6mg3kgq-potret-penggunaan-dan-intensitas-energi.html;;PT Jakarta Steel Megah Utama;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.9251;-6.1825;11902847.684999999;-689572.2239999995
GASTIDN0024;Kota Cilegon;Banten;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;;;;0.15;http://www.krakatauwajatama.co.id/About;2001;5035305155;PT Krakatau Wajatama;http://www.krakatauwajatama.co.id/About;4296394093;PT Krakatau Steel (Persero) Tbk;0;529900SX5I5APKIH8E53;Public;KRAS;JKT;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;106.03489999999998;-6.006100000000006;11803751.074299999;-669823.8502000012
GASTIDN0025;Kabupaten Tanah Bumbu;Kalimantan Selatan;Indonesia;IDN;360;Asia;South-eastern Asia;Exact;Operating;DRI;DRI;Iron;0.315;http://www.meratusjaya.co.id/tentang-kami/;2012;4298467792;PT Meratus Jaya Iron & Steel;https://www.thejakartapost.com/news/2018/01/30/diversified-miner-antam-to-cut-losses-and-quit-steel-firm.html;4296394093;PT Krakatau Steel (Persero) Tbk;0;529900SX5I5APKIH8E53;Public;KRAS;JKT;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;115.9499;-3.3525000000000005;12907483.8255;-373411.7270000018
