uid;city;state;country;iso3;country_code;region;sub_region;accuracy;status;plant_type;primary_production_type;primary_product;capacity;capacity_source;year;owner_permid;owner_name;owner_source;parent_permid;parent_name;ownership_stake;parent_lei;parent_holding_status;parent_ticker;parent_exchange;parent_permid_2;parent_name_2;ownership_stake_2;parent_lei_2;parent_holding_status_2;parent_ticker_2;parent_exchange_2;parent_exchange_3;name;permit_id;site_name;facility_name;installation_name;installationpart_name;site_inspire_id;facility_inspire_id;installation_inspire_id;installation_part_inspire_id;eigl_text_lon;eigl_text_lat;x;y
GASTCOL0005;Yumbo;Valle del Cauca;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;;Gerdau Diaco;https://www.gerdau.com.co/SOBREGERDAU/UnidadesenColombia.aspx;5000004542;Gerdau SA;0;254900YDV6SEQQPZVG24;Public;GGBR4;SAO;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-76.5145;3.4963999999999933;-8517555.1783;389459.26000000164
GASTCOL0006;Medellín;Antioquia;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;5035500205;Hoyalata y Laminados SA;https://holasa.com.co/sitio/;5035500205;Hoyalata y Laminados SA;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-75.5728;6.2205;-8412725.6138;693827.2646000013
GASTCOL0007;Malambo;Atlántico;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;5000267997;Ternium Internacional De Colombia SA;https://www.ternium.com/en/contact-us#our-offices;5035256873;Techint Holdings SARL;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-74.7608;10.83849999999999;-8322334.1873;1213797.2047999986
GASTCOL0008;Manizales;Caldas;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;5000267997;Ternium Internacional De Colombia SA;https://www.ternium.com/en/contact-us#our-offices;5035256873;Techint Holdings SARL;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-75.448;5.027299999999997;-8398832.9414;560355.9516000003
GASTCOL0009;Puerto Tejada;Cauca;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;;;;0;;0;5000267997;Ternium Internacional De Colombia SA;https://www.ternium.com/en/contact-us#our-offices;5035256873;Techint Holdings SARL;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-76.41989999999998;3.2097999999999933;-8507024.3545;357500.34800000116
GASTCOL0010;Belencito;Boyacá;Colombia;COL;170;Americas;Latin America and the Caribbean;Exact;Operating;Integrated;BF;Crude Steel;0;;0;4295865680;Acerias Paz del Rio SA;http://www.pazdelrio.com.co/es-es/Institucional/Paginas/donde-estamos.aspx;5000075361;Votorantim SA;0;5493009RIHSE12DQ0J28;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-72.8825;5.773999999999993;-8113242.787699999;643849.4503999986
GASTCRI0001;San José;San Rafael;Costa Rica;CRI;188;Americas;Latin America and the Caribbean;Exact;Operating;Downstream;Rolling;Finished Products;2;https://costarica.arcelormittal.com/arcelormittal-centroamerica-y-caribe;1962;5000039876;ArcelorMittal Costa Rica SA;https://costarica.arcelormittal.com/arcelormittal-centroamerica-y-caribe;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-83.74659999999999;10.2517;-9322628.8677;1147352.4472999983
GASTCUB0001;Las Tunas;Las Tunas;Cuba;CUB;192;Americas;Latin America and the Caribbean;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.15;https://www.acinoxtunas.co.cu/;1990;;ACINOX Las Tunas;https://www.acinoxtunas.co.cu/;;ACINOX Las Tunas;0;;;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-76.96669999999999;20.977599999999995;-8567893.852;2389207.8275999986
GASTCUB0002;La Habana;La Habana;Cuba;CUB;192;Americas;Latin America and the Caribbean;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.5;http://www.ecured.cu/Empresa_Siderúrgica_José_Martí;0;5000966439;Empresa Metalurgica Jose Marti;http://www.ecured.cu/Empresa_Siderúrgica_José_Martí;5000966439;Empresa Metalurgica Jose Marti;0;;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;-82.2732;23.037599999999998;-9158610.7299;2636566.355300002
GASTCZE0001;Ostrava-město;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Integrated;BF;Crude Steel;3;https://s3-us-west-2.amazonaws.com/prd-wret/assets/palladium/production/mineral-pubs/country/2015/myb3-2015-ez.pdf;0;4297550930;Liberty Ostrava as;http://www.libertyhousegroup.com/our-businesses/liberty-steel/liberty-ostrava/;5057811578;Gfg Alliance Ltd;0;;Private;;;;;0;;;;;;Liberty Ostrava a.s.;CZ-0134-05;001566.SITE;Liberty Ostrava a.s.;Provoz 65 - Svodidla a DOV;0;CZ.MZP.T806/001566.SITE;CZ.MZP.T806/CZ95150686.FACILITY;CZ.T/MZPR98EHX6WY.INSTALLATION;0;18.322799999999997;49.79280000000001;2039684.765900001;6410469.476300001
GASTCZE0002;Ostrava;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.2;https://s3-us-west-2.amazonaws.com/prd-wret/assets/palladium/production/mineral-pubs/country/2015/myb3-2015-ez.pdf;0;4297607880;Vitkovice Heavy Machinery As;https://vhm.company/companys-profile-and-history;5043396907;KKCG SE;0;;Private;;;;;0;;;;;;VÍTKOVICE STEEL, a.s. - Ocelárna I;CZ-0102-05;001548.SITE;VÍTKOVICE STEEL, a.s.;Válcovny za tepla;0;CZ.MZP.T806/001548.SITE;CZ.MZP.T806/CZ72662053.FACILITY;CZ.T/MZPR98EK6URF.INSTALLATION;0;18.256799999999995;49.80879999999999;2032337.6794999987;6413228.977499999
GASTCZE0003;Ostrava-město;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;5000697654;OKK Koksovny as;http://www.koksovny.cz/en/contact-us;4298436875;MTX Group as;0;3157003XGMLTOZ0LUN48;Private;;;;;0;;;;;;Koksovna Svoboda;CZ-0117-05;001549.SITE;Koksovna Svoboda;Koksovna Svoboda;0;CZ.MZP.T806/001549.SITE;CZ.MZP.T806/CZ78824241.FACILITY;CZ.T/MZPR98EK6ZVT.INSTALLATION;0;18.2771;49.86;2034597.4651999995;6422065.5163
GASTCZE0004;Plzeň-město;Plzeňský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.15;https://www.foundry-planet.com/de/d/cz-max-aicher-acquires-pilsen-steel/;0;;Max Aicher Pilsen sro;http://www.pilsensteel.cz/get/index.php;4296647109;Max Aicher GmbH & Co KG;0;391200C8HFFWKEUFKK04;Private;;;;;0;;;;;;PILSEN STEEL - Elektrické obloukové pece;CZ-0145-05;001648.SITE;PILSEN STEEL s.r.o.;PILSEN STEEL s.r.o.;0;CZ.MZP.P323/001648.SITE;CZ.MZP.P323/CZ56760397.FACILITY;CZ.P/MZPR98EHWWNP.INSTALLATION;0;13.3579;49.74399999999999;1486994.6261;6402058.623599999
GASTCZE0005;Třinec;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Integrated and Mini-Mill;BF/EAF;Crude Steel;2.6;https://s3-us-west-2.amazonaws.com/prd-wret/assets/palladium/production/mineral-pubs/country/2015/myb3-2015-ez.pdf;0;4295865795;Trinecké Zelezárny AS;https://www.trz.cz/articles/88/dok142/view-the-locations-of-tz-plants-on-map;4296105198;Moravia Steel AS;0;3.15700100000000328e+19;Private;;;;;0;;;;;;Slévárny Třinec, a.s.;CZ-0456-13;000967.SITE;Slévárny Třinec, a.s.;Slévárny Třinec, a.s.;0;CZ.MZP.T802/000967.SITE;CZ.MZP.T802/CZ0019354E.FACILITY;CZ.T/MZPR98EJZRKI.INSTALLATION;0;18.6521;49.689499999999974;2076342.2741999999;6392675.3500000015
GASTCZE0006;Bohumín;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;4295865795;Trinecké Zelezárny AS;https://www.trz.cz/articles/88/dok142/view-the-locations-of-tz-plants-on-map;4296105198;Moravia Steel AS;0;3.15700100000000328e+19;Private;;;;;0;;;;;;VIADRUS a.s.;CZ-0479-12;VIADRUS a.s.;Slévárna šedé litiny;0;CZ.MZP.T803/001229.SITE;CZ.MZP.T803/CZ0064603E.FACILITY;CZ.T/MZPR98EK7QE1.INSTALLATION;0;0;18.3559;49.8946;2043369.4411000013;6428042.387000002
GASTCZE0007;Buštěhrad;Středočeský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;4295865795;Trinecké Zelezárny AS;https://www.trz.cz/articles/88/dok142/view-the-locations-of-tz-plants-on-map;4296105198;Moravia Steel AS;0;3.15700100000000328e+19;Private;;;;;0;;;;;;Třinecké železárny, a.s. -  Kladno;CZ-0461-13;001251.SITE;Sochorová válcovna;Sochorová válcovna;0;CZ.MZP.S203/001251.SITE;CZ.MZP.S203/CZ86596973.FACILITY;CZ.S/MZPR98EHZUYC.INSTALLATION;0;14.1603;50.151999999999994;1576317.385499999;6472641.2949
GASTCZE0008;Ostrava;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;4295865795;Trinecké Zelezárny AS;https://www.trz.cz/articles/88/dok142/view-the-locations-of-tz-plants-on-map;4296105198;Moravia Steel AS;0;3.15700100000000328e+19;Private;;;;;0;;;;;;TŘINECKÉ ŽELEZÁRNY, a.s.(provoz VT-VÁLCOVNA TRUB);CZ-0482-14;001573.SITE;Provozovna Ostrava;Mořírna a válcovna trub;0;CZ.MZP.T806/001573.SITE;CZ.MZP.T806/CZ52401143.FACILITY;CZ.T/MZPR98EJTNLI.INSTALLATION;0;18.2732;49.818999999999996;2034163.3192000017;6414988.635700002
GASTCZE0009;Staré Město;Zlínský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;4295865795;Trinecké Zelezárny AS;https://www.trz.cz/articles/88/dok142/view-the-locations-of-tz-plants-on-map;4296105198;Moravia Steel AS;0;3.15700100000000328e+19;Private;;;;;0;;;;;;Třinecké železárny;CZ-0192-05;000967.SITE;Provozovna Třinec;Vysoké pece;0;CZ.MZP.T802/000967.SITE;CZ.MZP.T802/CZ29145586.FACILITY;CZ.T/MZPR98EJUYTG.INSTALLATION;0;17.4311;49.08229999999998;1940421.175999999;6288837.537100002
GASTCZE0010;Kladno;Středočeský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;0.35;http://www.poldi.cz/steelworks;1889;5041751182;Poldi SRO;http://www.poldi.cz/about-us;5041751182;Poldi SRO;0;;Private;;;;;0;;;;;;Třinecké železárny, a.s. -  Kladno;CZ-0461-13;001251.SITE;Sochorová válcovna;Sochorová válcovna;0;CZ.MZP.S203/001251.SITE;CZ.MZP.S203/CZ86596973.FACILITY;CZ.S/MZPR98EHZUYC.INSTALLATION;0;14.12;50.152999999999984;1571831.210000001;6472815.028999999
GASTCZE0011;Frýdek-Místek;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;5056434755;GO Steel Frydek Mistek as;https://www.gosteel.cz/en/kontakty/;4295886511;Stalprodukt SA;0;259400G3VZSFRY2L7050;Public;STP;WSE;;;0;;;;;;ArcelorMittal Frýdek-Místek;CZ-0053-05;000953.SITE;ArcelorMittal Technotron s.r.o.;0;0;CZ.MZP.T802/000953.SITE;CZ.MZP.T802/CZ01111055.FACILITY;0;0;18.3316;49.696699999999986;2040664.3773999996;6393914.371600002
GASTCZE0012;Ostrava;Moravskoslezský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;Downstream;Rolling;Finished Products;0.755;https://s3-us-west-2.amazonaws.com/prd-wret/assets/palladium/production/mineral-pubs/country/2015/myb3-2015-ez.pdf;0;4298434278;Vitkovice Steel as;http://www.vitkovicesteel.com/en/forms/contact;4298434278;Vitkovice Steel as;0;315700U4IUHE8MCEBK47;Private;;;;;0;;;;;;VÍTKOVICE STEEL, a.s. - Ocelárna I;CZ-0102-05;001548.SITE;VÍTKOVICE STEEL, a.s.;Válcovny za tepla;0;CZ.MZP.T806/001548.SITE;CZ.MZP.T806/CZ72662053.FACILITY;CZ.T/MZPR98EK6URF.INSTALLATION;0;18.2516;49.81979999999999;2031758.8181999996;6415126.663800001
GASTCZE0013;Hrádek;Plzeňský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;1905;4296867287;Zelezarny Hradek;https://www.steel-holding.cz/index.php/en/about-company-en1/history-en;;Z-GROUP hutní skupina;0;;;;;;;0;;;;;;Válcovny trub Chomutov - Železárny Hrádek;CZ-0267-05;001755.SITE;ŽELEZÁRNY Hrádek a. s.;Železárny Hrádek a.s. Výroba oceli a zpracování oceli válcováním za tepla;0;CZ.MZP.P326/001755.SITE;CZ.MZP.P326/CZ40779097.FACILITY;CZ.P/MZPR98EHZFYM.INSTALLATION;0;13.646599999999998;49.71839999999999;1519132.563099999;6397649.755999997
GASTCZE0014;Králův Dvůr;Středočeský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;0;0;000757.SITE;SAINT-GOBAIN Slévárna s.r.o.;slévárna z šedé litiny s technologiemi tavení kovů, formovací linky, jaderny, tryskáním, broušením, modelováním, svařováním a obrobny;0;CZ.MZP.S202/000757.SITE;CZ.MZP.S202/CZ48944352.FACILITY;CZ.S/MZPR98EJF26A.INSTALLATION;0;14.039699999999998;49.9415;1562892.254900001;6436150.828599997
GASTCZE0015;Velvary;Středočeský kraj;Czechia;CZE;203;Europe;Eastern Europe;Exact;Operating;;;;0;;0;;;;;;0;;;;;;;0;;;;;;0;0;000232.SITE;Velvary;Závod na výrobu slévárenských slitin hliníku a mědi a výroba lakovaných hliníkových nebo ocelových pásů;0;CZ.MZP.S203/000232.SITE;CZ.MZP.S203/CZ01145089.FACILITY;CZ.S/MZPR98EK8TEM.INSTALLATION;0;14.2469;50.282699999999984;1585957.6534000002;6495379.210500002
GASTDEU0001;Hamburg;Hamburg;Germany;DEU;276;Europe;Western Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;1.1;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-gm.pdf;1970;5000072758;ArcelorMittal Hamburg GmbH;https://germany.arcelormittal.com/Our-sites/ArcelorMittal-Europe-Long-Products/Hamburg/;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;Elektrostahlwerk;14220-0033;ArcelorMittal Hamburg GmbH;ArcelorMittal Hamburg GmbH;Stahlwerk;0;https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4448SITE;https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4448;https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/4598;0;9.899;53.52360000000001;1101951.6394000016;7080443.182800002
GASTDEU0002;Bremen;Bremen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;Integrated;BF;Crude Steel;4;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-gm.pdf;1957;5000040557;ArcelorMittal Bremen GmbH;https://germany.arcelormittal.com/Our-sites/ArcelorMittal-Europe-Flat-Products/Bremen/;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;Dampfkesselanlage Bremen;14310-0819;ArcelorMittal Bremen GmbH;ArcelorMittal Bremen GmbH;Bauschuttdeponie IV;0;https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2005382/5/0SITE;https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2005382/5/0;https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2005382/5/0-2010;0;8.687699999999998;53.13589999999999;967110.3401999995;7008175.411200002
GASTDEU0003;Eisenhüttenstadt;Brandenburg;Germany;DEU;276;Europe;Western Europe;Exact;Operating;Integrated;BF;Crude Steel;2.4;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-gm.pdf;1950;4298356410;ArcelorMittal Eisenhuettenstadt GmbH;https://germany.arcelormittal.com/Our-sites/ArcelorMittal-Europe-Flat-Products/Eisenhuettenstadt/;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;ArcelorMittal Eisenhüttenstadt GmbH;14240-0073;ArcelorMittal Eisenhüttenstadt GmbH;ArcelorMittal Eisenhüttenstadt GmbH;Anlage zur Gewinnung von Rohstahl;0;https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23024102SITE;https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23024102;https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23024102_44_560;0;14.6162;52.16669999999998;1627067.941300001;6830323.257399999
GASTDEU0004;Duisburg;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;Integrated;BF;Crude Steel;1.5;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-gm.pdf;0;5040949378;ArcelorMittal Duisburg GmbH;https://germany.arcelormittal.com/Our-sites/ArcelorMittal-Europe-Long-Products/Duisburg/;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;Drahtwalzwerk Hochfeld;14226-0033;ArcelorMittal Hochfeld GmbH;ArcelorMittal Hochfeld GmbH;Drahtwalzwerk;0;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-9973329SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-9973329;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-112000-100-9973329-0010;0;6.743799999999999;51.46289999999999;750716.3819999993;6703587.474799998
GASTDEU0005;Bottrop;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5000040557;ArcelorMittal Bremen GmbH;https://corporate-media.arcelormittal.com/media/4sjfifdj/factbook-2019.pdf;5000030092;ArcelorMittal SA;0;2EULGUTUI56JI9SAL165;Public;MT;AEX;;;0;;;;;;Kesselanlage Kokerei Prosper III;14310-1464;ArcelorMittal Bremen GmbH Kokerei Prosper;ArcelorMittal Bremen GmbH Kokerei Prosper;Kokerei;Kesselanlage neu ab 1.1.09;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-512000-500-1185268SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-512000-500-1185268;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-512000-500-1185268-0089;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/avn-2017-512000-500-1185268-0089-0006;6.971899999999999;51.519999999999996;776108.3579000011;6713796.314000003
GASTDEU0006;Neukieritzsch;Sachsen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;4298167854;BGH Edelstahl Lippendorf GmbH;https://www.bgh.de/en/standort-lippendorf.html;4298167855;BGH Edelstahlwerke GmbH;0;5299006XHMRNEQ5DD963;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;12.3781;51.1722;1377923.7890000008;6651810.620700002
GASTDEU0007;Freital;Sachsen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;4296830010;BGH Edelstahl Freital GmbH;https://www.bgh.de/en/standort-freital.html;4298167855;BGH Edelstahlwerke GmbH;0;5299006XHMRNEQ5DD963;Private;;;;;0;;;;;;BGH Edelstahl Freital GmbH Elektrostahlwerk einschließlich Strangießanlage;14220-0020;BGH Edelstahl Freital GmbH;BGH Edelstahl Freital GmbH;Elektrolichtbogenofen 4;0;https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015884SITE;https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015884;https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015884_440_858;0;13.640499999999998;50.99589999999999;1518453.5141999982;6620568.5123
GASTDEU0008;Siegen;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5000974526;BGH Edelstahl Siegen GmbH;https://www.bgh.de/en/location-siegen.html;4298167855;BGH Edelstahlwerke GmbH;0;5299006XHMRNEQ5DD963;Private;;;;;0;;;;;;Schmelz- und Giessbetrieb Siegen Eintracht;14220-0011;BGH Edelstahl Siegen GmbH (Stahlwerk Eintracht);BGH Edelstahl Siegen GmbH (Stahlwerk Eintracht);Stahlerzeugung;0;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-970040-900-0044792SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-970040-900-0044792;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-970040-900-0044792-0001;0;8.0086;50.865000000000016;891513.2740000002;6597448.437799998
GASTDEU0009;Hagen;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;4298523156;HUGO VOGELSANG GmbH & Co KG;https://www.bilstein-gruppe.de/en/hugo_vogelsang_seite/;4298468861;BILSTEIN GmbH & Co KG;0;529900QDTIVBJFPM1Y60;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;7.5527999999999995;51.36750000000001;840773.8500999995;6686559.485200003
GASTDEU0010;Hagen;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;4298468861;BILSTEIN GmbH & Co KG;https://www.bilstein-gruppe.de/en/bilstein-2/;4298468861;BILSTEIN GmbH & Co KG;0;529900QDTIVBJFPM1Y60;Private;;;;;0;;;;;;Ziegelei Hebrok Natrup Hagen;14260-0172;Ziegelei Hebrok GmbH & Co. KG;Ziegelei Hebrok GmbH & Co. KG;Ziegel- u. Klinkerwerk;0;https://registry.gdi-de.org/id/de.ni.mu/10285912970SITE;https://registry.gdi-de.org/id/de.ni.mu/10285912970;https://registry.gdi-de.org/id/de.ni.mu/10285912970-0047;0;7.5607;51.35430000000001;841653.2740000002;6684206.206500001
GASTDEU0011;Kehl;Baden-Württemberg;Germany;DEU;276;Europe;Western Europe;Exact;Operating;Mini-Mill;EAF;Crude Steel;2.3;https://prd-wret.s3-us-west-2.amazonaws.com/assets/palladium/production/atoms/files/myb3-2015-gm.pdf;0;4296443547;Badische Stahlwerke GmbH;https://www.bsw-kehl.de/kontakt/;4296443547;Badische Stahlwerke GmbH;0;529900GEU0DGOQA6M233;Private;;;;;0;;;;;;Stahlwerk Kehl;14220-0013;Badische Stahlwerke GmbH;Badische Stahlwerke GmbH;Herst./Erschmelzen von Roheisen/Stahl >= 2,5 t/h;0;https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-3828859-00000000SITE;https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-3828859-00000000;https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pi-450-3828859-37600090;0;7.822099999999997;48.5976;870752.1889000013;6206856.3226
GASTDEU0012;Lingen (Ems);Niedersachsen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5039602393;Benteler Steel/Tube GmbH;https://www.benteler-steeltube.com/en/locations/;5034847060;Benteler International AG;0;529900ZAFSOBVFCKF263;Private;;;;;0;;;;;;Elektrostahlwerk Lingen;14220-0022;Benteler Steel/Tube GmbH;Benteler Steel/Tube GmbH;Stahlwerk;0;https://registry.gdi-de.org/id/de.ni.mu/10257605710SITE;https://registry.gdi-de.org/id/de.ni.mu/10257605710;https://registry.gdi-de.org/id/de.ni.mu/10257605710-0040;0;7.3172;52.46759999999999;814546.9780000001;6885119.168399997
GASTDEU0013;Paderborn;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5039602393;Benteler Steel/Tube GmbH;https://www.benteler-steeltube.com/en/locations/;5034847060;Benteler International AG;0;529900ZAFSOBVFCKF263;Private;;;;;0;;;;;;Rohrwerk W41;14226-0015;Benteler Steel/Tube GmbH;Benteler Steel/Tube GmbH;Rohrbeize;0;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0051982SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0051982;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-774032-700-0051982-0004;0;8.7171;51.744400000000006;970383.133200001;6754040.987599999
GASTDEU0014;Bottrop;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5039602393;Benteler Steel/Tube GmbH;https://www.benteler-steeltube.com/en/locations/;5034847060;Benteler International AG;0;529900ZAFSOBVFCKF263;Private;;;;;0;;;;;;0;0;0;0;0;0;0;0;0;0;6.948499999999999;51.5139;773503.4818000011;6712705.092200004
GASTDEU0015;Dinslaken;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5039602393;Benteler Steel/Tube GmbH;https://www.benteler-steeltube.com/en/locations/;5034847060;Benteler International AG;0;529900ZAFSOBVFCKF263;Private;;;;;0;;;;;;Rohrwerk W65;14226-0016;Benteler Steel/Tube GmbH, Rohrwerk Dinslaken;Benteler Steel/Tube GmbH, Rohrwerk Dinslaken;Rohrwerk, nahtlose Stahlrohre;0;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170008-100-0107658SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-170008-100-0107658;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-170008-100-0107658-0010;0;6.7404;51.572100000000006;750337.8957000002;6723122.382700004
GASTDEU0016;Paderborn;Nordrhein-Westfalen;Germany;DEU;276;Europe;Western Europe;Exact;Operating;;;;0;;0;5039602393;Benteler Steel/Tube GmbH;https://www.benteler-steeltube.com/en/locations/;5034847060;Benteler International AG;0;529900ZAFSOBVFCKF263;Private;;;;;0;;;;;;Rohrwerk W41;14226-0015;Benteler Steel/Tube GmbH;Benteler Steel/Tube GmbH;Rohrbeize;0;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0051982SITE;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-774032-700-0051982;https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/anl-2017-774032-700-0051982-0004;0;8.7411;51.7123;973054.800999999;6748271.840300001
