technology,carrier,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ASU,nitrogen,1.618934410499999,1.5658670599518398,1.51279970940368,1.4597323588555202,1.4066650083073606,1.3535976577592008,1.300530307211041,1.2474629566628812,1.1943956061147214,1.1413282555665616,1.0882609050184018,1.035193554470242,0.982126203922082,0.9290588533739217
ASU,oxygen,1.615372754796899,1.562422152419946,1.509471550042992,1.4565209476660381,1.4035703452890844,1.3506197429121305,1.2976691405351768,1.2447185381582229,1.191767935781269,1.1388173334043152,1.0858667310273613,1.0329161286504074,0.9799655262734536,0.9270149238964991
BF_BOF,steel,11.709754844798896,10.98165468544283,11.10965690135339,10.722593585199894,10.0524314861249,9.382269387049906,8.712107287974913,8.04194518889992,7.371783089824927,6.701620990749933,6.03145889167494,5.361296792599947,4.691134693524953,4.02097259444996
BF_BOF_CCS,carbon,0.0,0.0,2.607456060947833,3.1219977496562503,3.122560711306688,3.1214907450555542,3.1189906816111552,3.1075122245862006,3.021302424330106,2.945961896925788,4.473218618960747,4.564855618979183,4.249892606698739,3.8292881393640243
BF_BOF_CCS,coal,0.0,0.0,0.46855985415232554,0.5610229956132282,0.5611241598218119,0.5609318868864831,0.5604826254855245,0.5584199467581402,0.54292804565212,0.5293893528775642,0.8038373858272463,0.8203045547305592,0.7637057014237634,0.6881230786437152
DAC,carbon_liquid,0.0,9.7602739725935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0011312982497901829,0.0016533498372848215,0.0016533498372848215,0.03158636260145395,0.14712349579893755,0.18779823549970978
DRI,direct_reduced_iron,8.445496255201101,8.843775553686077,7.817994682123886,7.828884637233296,7.250868283932003,6.494683184504459,5.767059030578036,5.110843157127728,4.3321099271441295,4.462249887050053,4.643580538565711,4.1883148109500254,2.822939143032154,2.5448401614971035
EAF,steel,8.445496255201101,8.843775553686077,8.385952476904421,8.443194932186822,8.78353617039072,9.12387740859462,9.46421864679852,9.804559885002416,10.144901123206314,10.485242361410211,10.82558359961411,11.16592483781801,11.506266076021907,11.846607314225839
SMR_CCS,carbon,0.04703471191051976,0.0,0.07217837930228105,0.06976372185807973,0.056115870072391195,0.043310011481569086,0.06747616315067341,0.07217837930228105,0.0099223163817061,0.006190534296669828,0.042749999999999996,0.03487677403299183,0.05225992943188064,0.009509929431880648
SMR_CCS,electricity,0.004180863280935089,0.0,0.006415855937980538,0.0062012197207181995,0.0049880773397681065,0.0038497787983616965,0.005997881168948748,0.006415855937980538,0.0008819836783738755,0.0005502697152595403,0.0038,0.003100157691821496,0.004645327060611612,0.0008453270606116132
SMR_CCS,hydrogen,0.2613039550584431,0.0,0.4009909961237836,0.38757623254488743,0.31175483373550666,0.24061117489760603,0.37486757305929674,0.4009909961237836,0.05512397989836722,0.03439185720372127,0.2375,0.1937598557388435,0.2903329412882258,0.05283294128822582
SMR_methanol,carbon_methanol,4.385553761560814,4.381307322482947,4.095583254059918,4.031951736108576,3.5356837538599866,3.107831647819304,2.67805210115323,2.278778888360708,1.9332965357608445,1.8279312249767126,1.9721829693191681,1.8442727843968134,1.1846901076623808,1.1621396333928093
SMR_methanol,electricity,1.5093614196038472,1.5078999368212143,1.4095631573181955,1.3876633891773684,1.2168644919534788,1.069612058791144,0.92169626481357,0.7842797759410871,0.6653762243910241,0.6291129965961519,0.6787596386073471,0.6347372166299033,0.40773084538713605,0.39996972382602525
SMR_methanol,hydrogen,36.546281346340116,36.51089435402456,34.12986045049932,33.5995978009048,29.464031282166555,25.898597065160867,22.31710084294358,18.98982406967257,16.110804464673706,15.232760208139272,16.434858077659733,15.368939869973445,9.872417563853173,9.684496944940078
anaerobic_digestion,biomethane,25.59167794479276,25.71120627840792,25.70953752126523,25.70060472679837,25.71120627840792,25.686637748910016,25.61234064474538,25.514136432481887,25.364019865523336,25.187134124500744,12.550349509932353,13.420147995123406,15.537014762839087,18.035172482084462
biomass_to_coal_conversion,coal_for_cement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomethane_DRI,natural_gas,6.571982931834744,6.511310009846286,7.974705298588895,7.7527778512894185,8.187697347365258,8.279979551144189,7.904185093602359,5.85476340357789,6.171733086496549,5.999498832502043,1.8794338175842031,2.0580410914418605,2.1709896054575974,0.09633495152463178
biomethane_SMR_methanol,natural_gas,14.272800584693226,14.137081965603395,14.566109014324502,14.707157025821694,14.093251773271568,13.238385139584853,12.91181171924417,13.287339358091966,13.683488420837975,13.170308151200418,8.402268649361474,8.713416884929277,8.80438975822959,0.0
biomethane_conversion,natural_gas,4.466169246391526,4.8071493537119245,2.938407954311205,3.0197242189405977,3.266753657955178,3.9566959647499758,4.592998355232099,6.174191438526833,5.328898758048206,5.87536204599288,2.2118499303721575,2.589429182716966,4.5084844724903395,17.936103442501892
biomethane_haber_bosch,natural_gas,0.2807251818732665,0.25566494924631705,0.23031525404062803,0.2209456307466635,0.163503499815916,0.2115770934309961,0.2033454766667511,0.19784223228520065,0.1798996001406059,0.1419650948054042,0.05679711261451867,0.05926083603530134,0.053150926661559114,0.0027340880579407615
carbon_conversion,carbon_methanol,0.04703471191051976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002948705107242752,0.008261377809204037,0.0,0.0,0.0,0.0
carbon_evaporation,carbon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002948705107242752,0.008261377809204037,0.0,0.0,0.0,0.0
