scenario,time,node,availabilityCarrier
a,1,AL01,6790.0
a,1,ALO2,2820.0
a,1,ALO3,7960.0
a,1,AT11,8090.0
a,1,DEEO,50880.0
a,1,AT13,2060.0
a,1,AT21,12540.0
a,1,AT22,14880.0
a,1,NL34,8490.0
a,1,AT32,11160.0
a,1,AT33,18920.0
a,1,AT34,3950.0
a,1,BE10,1340.0
a,1,BE21,4830.0
a,1,BE22,2990.0
a,1,BE23,4600.0
a,1,BE24,3180.0
a,1,BE25,5410.0
a,1,BE31,1810.0
a,1,PL81,64940.0
a,1,NL42,15060.0
a,1,BE34,2410.0
a,1,BE35,3050.0
a,1,BG31,37390.0
a,1,ITG1,101400.0
a,1,DEA3,18870.0
a,1,DEA2,16840.0
a,1,BG41,14500.0
a,1,DEB3,11070.0
a,1,CHO1,4620.0
a,1,CHO2,8400.0
a,1,CHO3,2810.0
a,1,CH04,2950.0
a,1,CH05,4240.0
a,1,CH06,2130.0
a,1,CH07,560.0
a,1,CYOO,19200.0
a,1,CZ01,1110.0
a,1,DEFO,33680.0
a,1,CZ03,21410.0
a,1,UKD1,16670.0
a,1,CZO,16270.0
a,1,CZ06,26580.0
a,1,CZ07,11500.0
a,1,LTO2,119760.0
a,1,DE11,19750.0
a,1,DE12,12310.0
a,1,DE94,35240.0
a,1,DE14,16110.0
a,1,FRD2,31210.0
a,1,DE22,18800.0
a,1,DE23,13060.0
a,1,DE24,9500.0
a,1,DE25,12830.0
a,1,DE26,11590.0
a,1,DE27,20160.0
a,1,DE30,5950.0
a,1,RO31,113860.0
a,1,DE21,35630.0
a,1,NL33,47250.0
a,1,NL11,14260.0
a,1,DE72,6480.0
a,1,DE73,9620.0
a,1,DE80,56660.0
a,1,DE91,15190.0
a,1,DE92,18910.0
a,1,ITH5,37710.0
a,1,FI1B,33080.0
a,1,DEA1,20720.0
a,1,RO12,39550.0
a,1,ES61,170910.0
a,1,PL42,44910.0
a,1,DEA5,13680.0
a,1,AT31,24640.0
a,1,DEB2,5780.0
a,1,PL61,47290.0
a,1,DECO,5590.0
a,1,ES43,57690.0
a,1,DED4,13930.0
a,1,BE32,6290.0
a,1,CZ04,8910.0
a,1,HU21,39520.0
a,1,BG32,30110.0
a,1,HR04,40310.0
a,1,PL52,20500.0
a,1,DK03,52520.0
a,1,DK04,48640.0
a,1,DK05,32220.0
a,1,FR10,35920.0
a,1,UKL2,38340.0
a,1,EL41,34250.0
a,1,EL42,55100.0
a,1,FRLO,61170.0
a,1,SKO2,44100.0
a,1,EL52,25310.0
a,1,EL53,18260.0
a,1,EL54,16540.0
a,1,EL61,22960.0
a,1,EL62,12960.0
a,1,EL63,35210.0
a,1,EL64,40340.0
a,1,FRF1,15850.0
a,1,ES11,27160.0
a,1,ES12,18040.0
a,1,ES13,5810.0
a,1,ES21,7780.0
a,1,ES22,26910.0
a,1,ES23,9250.0
a,1,BG42,26530.0
a,1,ES30,13690.0
a,1,ES41,501470.0
a,1,ES42,377200.0
a,1,RO21,88470.0
a,1,ITC4,54030.0
a,1,PL21,20780.0
a,1,ES53,8270.0
a,1,PT18,49870.0
a,1,SE23,63590.0
a,1,ES63,60.0
a,1,ES64,20.0
a,1,ES70,0.0
a,1,UKF3,28750.0
a,1,UKM7,105520.0
a,1,FI1C,46790.0
a,1,FI1D,56690.0
a,1,FI20,660.0
a,1,UKK2,22150.0
a,1,FRBO,159860.0
a,1,DE71,13960.0
a,1,FRC2,21550.0
a,1,FRD1,59490.0
a,1,DE40,44810.0
a,1,ITG2,97400.0
a,1,FRE2,59650.0
a,1,BE33,4310.0
a,1,FRF2,86340.0
a,1,FRF3,40560.0
a,1,FRGO,86670.0
a,1,FRHO,55380.0
a,1,BG33,49480.0
a,1,FRI2,43520.0
