scenario,time,node,importPriceCarrier
a,0,SE33,60.0
a,0,SI03,60.0
a,0,SI04,60.0
a,0,SK01,60.0
a,0,SK03,60.0
a,0,SK04,60.0
a,0,SKO2,60.0
a,0,UK13,60.0
a,0,UKC1,60.0
a,0,UKC2,60.0
a,0,UKD1,60.0
a,0,UKD3,60.0
a,0,UKD4,60.0
a,0,UKD6,60.0
a,0,UKD7,60.0
a,0,UKE1,60.0
a,0,UKE2,60.0
a,0,UKE3,60.0
a,0,UKE4,60.0
a,0,UKF1,60.0
a,0,UKF2,60.0
a,0,UKF3,60.0
a,0,UKG1,60.0
a,0,UKG2,60.0
a,0,UKG3,60.0
a,0,UKH1,60.0
a,0,UKH2,60.0
a,0,UKH3,60.0
a,0,UKI4,60.0
a,0,UKI6,60.0
a,0,UKIS,60.0
a,0,UKIZ,60.0
a,0,UKJ1,60.0
a,0,UKJ2,60.0
a,0,UKJ3,60.0
a,0,UKJ4,60.0
a,0,UKK1,60.0
a,0,UKK2,60.0
a,0,UKK3,60.0
a,0,UKK4,60.0
a,0,UKL1,60.0
a,0,UKL2,60.0
a,0,UKM5,60.0
a,0,UKM6,60.0
a,0,UKM7,60.0
a,0,UKM8,60.0
a,0,UKM9,60.0
a,0,UKNO,60.0
