Parameter Name;Symbol;Time Step Type;Doc String;Unit Category
``retrofit_flow_coupling_factor``;``set_time_steps_operation```;:math:`\eta^\mathrm{retrofit}_{i^\mathrm{r},n,t}`;Parameter which specifies the flow coupling between the retrofitting technologies and its base technology;technology,{"energy_quantity": 1, "energy_quantity": -1}
